anchor_index,labelled_anchor_timestamp,local_target_change,relative_local_target_change,time_of_day,A_prediction,A_ground_truth,A_abs_error,A_standard_APE,B_prediction,B_ground_truth,B_abs_error,B_standard_APE,C_prediction,C_ground_truth,C_abs_error,C_standard_APE,D_prediction,D_ground_truth,D_abs_error,D_standard_APE,best_cell,A_minus_B_APE
215,2014-07-05 11:30:00,473.0,0.034220807408479235,midday,15744.975744975745,13822.0,1922.9757449757453,0.13912427615220266,12182.952182952184,13822.0,1639.0478170478164,0.11858253632237131,15744.975744975745,13349.0,2395.9757449757453,0.17948728331528543,8149.68814968815,13822.0,5672.31185031185,0.4103828570620641,B,0.020541739829831346
216,2014-07-05 12:00:00,106.0,0.007728200641586468,midday,12182.952182952184,13716.0,1533.0478170478164,0.11177076531407235,11954.261954261954,13716.0,1761.738045738046,0.12844401033377412,12182.952182952184,13822.0,1639.0478170478164,0.11858253632237131,7900.2079002079,13716.0,5815.7920997921,0.4240151720466681,A,-0.01667324501970177
217,2014-07-05 12:30:00,203.0,0.014584381061857893,midday,11954.261954261954,13919.0,1964.738045738046,0.14115511500381103,4428.274428274428,13919.0,9490.725571725572,0.6818539817318465,11954.261954261954,13716.0,1761.738045738046,0.12844401033377412,18960.49896049896,13919.0,5041.4989604989605,0.3622026697678684,C,-0.5406988667280355
218,2014-07-05 13:00:00,284.0,0.019995775540378794,midday,4428.274428274428,14203.0,9774.725571725572,0.6882155581022018,10284.130284130284,14203.0,3918.869715869716,0.27591844792436215,4428.274428274428,13919.0,9490.725571725572,0.6818539817318465,8440.74844074844,14203.0,5762.251559251559,0.405706650654901,B,0.41229711017783965
219,2014-07-05 13:30:00,1024.0,0.07769937021018286,midday,10284.130284130284,13179.0,2894.869715869716,0.21965776734727338,19106.029106029106,13179.0,5927.029106029106,0.44973284058191865,10284.130284130284,14203.0,3918.869715869716,0.27591844792436215,8149.68814968815,13179.0,5029.31185031185,0.381615589218594,A,-0.23007507323464527
220,2014-07-05 14:00:00,529.0,0.03859060402684564,midday,19106.029106029106,13708.0,5398.029106029106,0.3937867745863077,3762.993762993763,13708.0,9945.006237006237,0.7254892206745139,19106.029106029106,13179.0,5927.029106029106,0.44973284058191865,19313.929313929315,13708.0,5605.929313929315,0.40895311598550593,A,-0.33170244608820626
221,2014-07-05 14:30:00,189.0,0.013600057566381234,midday,3762.993762993763,13897.0,10134.006237006237,0.7292225830759327,10000.0,13897.0,3897.0,0.2804202345830035,3762.993762993763,13708.0,9945.006237006237,0.7254892206745139,12113.652113652113,13897.0,1783.3478863478867,0.12832610537151087,D,0.44880234849292916
222,2014-07-05 15:00:00,843.0,0.05719131614654003,midday,10000.0,14740.0,4740.0,0.32157394843962006,21642.411642411644,14740.0,6902.411642411644,0.4682775876805728,10000.0,13897.0,3897.0,0.2804202345830035,10000.0,14740.0,4740.0,0.32157394843962006,C,-0.14670363924095275
223,2014-07-05 15:30:00,165.0,0.011320754716981131,midday,21642.411642411644,14575.0,7067.411642411644,0.4848995981071454,19542.619542619545,14575.0,4967.6195426195445,0.34083152951077494,21642.411642411644,14740.0,6902.411642411644,0.4682775876805728,3575.8835758835758,14575.0,10999.116424116424,0.7546563584299434,B,0.14406806859637045
224,2014-07-05 16:00:00,1510.0,0.09387628225054398,midday,19542.619542619545,16085.0,3457.6195426195445,0.2149592503959928,12731.808731808731,16085.0,3353.191268191269,0.2084669734654193,19542.619542619545,14575.0,4967.6195426195445,0.34083152951077494,18295.218295218296,16085.0,2210.2182952182957,0.1374086599451847,D,0.006492276930573526
225,2014-07-05 16:30:00,2097.0,0.11533384666153339,midday,12731.808731808731,18182.0,5450.191268191269,0.29975752217529805,19313.929313929315,18182.0,1131.929313929315,0.06225548971121521,12731.808731808731,16085.0,3353.191268191269,0.2084669734654193,8149.68814968815,18182.0,10032.31185031185,0.5517716340508112,B,0.23750203246408286
226,2014-07-05 17:00:00,1321.0,0.07834648004270209,evening,19313.929313929315,16861.0,2452.929313929315,0.14547946823612568,24864.864864864867,16861.0,8003.864864864867,0.4746969257377894,19313.929313929315,18182.0,1131.929313929315,0.06225548971121521,19625.779625779625,16861.0,2764.7796257796253,0.16397483101711793,C,-0.3292174575016637
227,2014-07-05 17:30:00,2721.0,0.19243281471004242,evening,24864.864864864867,14140.0,10724.864864864867,0.7584770060017586,5945.945945945947,14140.0,8194.054054054053,0.5794946289995795,24864.864864864867,16861.0,8003.864864864867,0.4746969257377894,3326.4033264033264,14140.0,10813.596673596674,0.7647522399997648,C,0.17898237700217912
228,2014-07-05 18:00:00,337.0,0.023278303515921805,evening,5945.945945945947,14477.0,8531.054054054053,0.5892832806558025,10000.0,14477.0,4477.0,0.30924915383021345,5945.945945945947,14140.0,8194.054054054053,0.5794946289995795,19002.079002079,14477.0,4525.079002079001,0.31257021496712034,B,0.28003412682558904
229,2014-07-05 18:30:00,816.0,0.05335774537370039,evening,10000.0,15293.0,5293.0,0.346106061596809,7193.347193347194,15293.0,8099.652806652806,0.5296313873440663,10000.0,14477.0,4477.0,0.30924915383021345,14802.494802494803,15293.0,490.50519750519743,0.03207383754039086,D,-0.18352532574725733
230,2014-07-05 19:00:00,164.0,0.010610079575596816,evening,7193.347193347194,15457.0,8263.652806652806,0.5346220357542089,7110.18711018711,15457.0,8346.812889812889,0.5400021278264145,7193.347193347194,15293.0,8099.652806652806,0.5296313873440663,7900.2079002079,15457.0,7556.7920997921,0.4888912531404606,D,-0.005380092072205689
231,2014-07-05 19:30:00,591.0,0.03682701894317049,evening,7110.18711018711,16048.0,8937.812889812889,0.5569424781787693,19279.27927927928,16048.0,3231.279279279279,0.20135090224821028,7110.18711018711,15457.0,8346.812889812889,0.5400021278264145,7900.2079002079,16048.0,8147.7920997921,0.507713864643077,B,0.355591575930559
232,2014-07-05 20:00:00,1429.0,0.08176460490930938,evening,19279.27927927928,17477.0,1802.2792792792789,0.10312292036844303,17491.33749133749,17477.0,14.337491337490064,0.0008203634111970054,19279.27927927928,16048.0,3231.279279279279,0.20135090224821028,3326.4033264033264,17477.0,14150.596673596674,0.8096696614748913,B,0.10230255695724602
233,2014-07-05 20:30:00,1086.0,0.06625587212494662,evening,17491.33749133749,16391.0,1100.33749133749,0.06713058942941187,8149.68814968815,16391.0,8241.31185031185,0.5027949393149808,17491.33749133749,17477.0,14.337491337490064,0.0008203634111970054,7900.2079002079,16391.0,8490.7920997921,0.5180155023971752,C,-0.4356643498855689
234,2014-07-05 21:00:00,615.0,0.03616370692696695,evening,8149.68814968815,17006.0,8856.31185031185,0.5207757174121986,7221.067221067221,17006.0,9784.93277893278,0.5753812053941421,8149.68814968815,16391.0,8241.31185031185,0.5027949393149808,9286.209286209285,17006.0,7719.790713790715,0.45394512018056654,D,-0.054605487981943424
235,2014-07-05 21:30:00,1579.0,0.10235301743696117,evening,7221.067221067221,15427.0,8205.93277893278,0.5319201905057872,7276.507276507276,15427.0,8150.492723492724,0.5283264875538163,7221.067221067221,17006.0,9784.93277893278,0.5753812053941421,11891.891891891892,15427.0,3535.1081081081084,0.2291507168022369,D,0.003593702951970923
236,2014-07-05 22:00:00,812.0,0.05555935682517961,evening,7276.507276507276,14615.0,7338.492723492724,0.5021206105708329,21912.681912681914,14615.0,7297.681912681914,0.499328218452406,7276.507276507276,15427.0,8150.492723492724,0.5283264875538163,19833.679833679835,14615.0,5218.679833679835,0.35707696432978686,D,0.002792392118426912
237,2014-07-05 22:30:00,1491.0,0.1136086558975922,evening,21912.681912681914,13124.0,8788.681912681914,0.6696648821001153,13790.71379071379,13124.0,666.7137907137894,0.05080111175813696,21912.681912681914,14615.0,7297.681912681914,0.499328218452406,21912.681912681914,13124.0,8788.681912681914,0.6696648821001153,B,0.6188637703419784
238,2014-07-05 23:00:00,902.0,0.07380134184257896,evening,13790.71379071379,12222.0,1568.7137907137894,0.12835164381556124,11777.546777546777,12222.0,444.45322245322313,0.0363650157464591,13790.71379071379,13124.0,666.7137907137894,0.05080111175813696,13347.193347193348,12222.0,1125.193347193348,0.09206294773305089,B,0.09198662806910214
239,2014-07-05 23:30:00,1088.0,0.0977186994790731,evening,11777.546777546777,11134.0,643.5467775467769,0.05780014168733401,14469.85446985447,11134.0,3335.85446985447,0.2996097062919409,11777.546777546777,12222.0,444.45322245322313,0.0363650157464591,3326.4033264033264,11134.0,7807.596673596674,0.7012391479788642,C,-0.2418095646046069
240,2014-07-06 00:00:00,1989.0,0.21749589939857847,night,14469.85446985447,9145.0,5324.85446985447,0.582269488229029,19002.079002079,9145.0,9857.079002079001,1.0778653911513396,14469.85446985447,11134.0,3335.85446985447,0.2996097062919409,16486.486486486487,9145.0,7341.486486486487,0.8027869312724425,C,-0.4955959029223106
241,2014-07-06 00:30:00,521.0,0.060412801484230054,night,19002.079002079,8624.0,10378.079002079001,1.2033950605379176,13534.303534303534,8624.0,4910.3035343035335,0.5693765693765693,19002.079002079,9145.0,9857.079002079001,1.0778653911513396,9591.129591129591,8624.0,967.1295911295911,0.11214396928682642,D,0.6340184911613482
242,2014-07-06 01:00:00,739.0,0.09372225745085605,night,13534.303534303534,7885.0,5649.3035343035335,0.7164620842490214,1995.8419958419959,7885.0,5889.158004158004,0.7468811672996835,13534.303534303534,8624.0,4910.3035343035335,0.5693765693765693,7151.7671517671515,7885.0,733.2328482328485,0.09299084949053246,D,-0.0304190830506621
243,2014-07-06 01:30:00,718.0,0.10018138691223664,night,1995.8419958419959,7167.0,5171.158004158004,0.7215233715861593,19625.779625779625,7167.0,12458.779625779625,1.7383535127360996,1995.8419958419959,7885.0,5889.158004158004,0.7468811672996835,13347.193347193348,7167.0,6180.193347193348,0.8623124525175594,A,-1.0168301411499403
244,2014-07-06 02:00:00,2362.0,0.49157127991675337,night,19625.779625779625,4805.0,14820.779625779625,3.0844494538563216,12557.172557172556,4805.0,7752.1725571725565,1.6133553708995956,19625.779625779625,7167.0,12458.779625779625,1.7383535127360996,22245.322245322244,4805.0,17440.322245322244,3.6296196140108727,B,1.471094082956726
