sentence_index,cycle,active_column,delta_t_abs,provenance_class,evidence
10,3,1,0.2718109809027778,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
10,7,49,0.21610772026909714,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
10,9,25,0.2718109809027778,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
11,6,48,0.061522352430555705,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
11,6,65,0.38261813693576374,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
12,3,3,0.3949999999999916,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
12,3,1,0.17263346354166667,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
12,3,74,0.10370388454861101,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
12,3,5,0.11707790798611117,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
12,3,81,0.27150702582465264,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
12,3,52,0.4376536729600693,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
12,7,90,0.2281890190972223,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
12,7,58,0.32736653645833313,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
13,1,16,0.17263346354166675,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
13,8,80,0.1045034450954862,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
13,8,61,0.17277777777776937,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
13,8,45,0.06216322157118037,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
13,8,26,0.2716632758246527,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
13,8,43,0.21578789605034726,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
13,8,63,0.4370372178819444,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
15,4,60,0.2727777777777779,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
15,4,80,0.21610772026909708,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
15,5,81,0.17263346354166664,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
15,9,81,0.2718109809027776,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
16,1,14,0.10611111111111121,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
16,1,18,0.06045667860243065,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
16,1,20,0.21625542534722225,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
16,1,81,0.06045667860241988,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
16,2,68,0.09714029947916664,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
16,3,50,0.04930189344618033,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
16,3,80,0.10514431423611109,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
16,8,18,0.2837445746527778,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
16,8,31,0.1172256130642362,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
16,8,77,0.17385538736979173,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
16,8,90,0.3401241048176976,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
16,8,14,0.1039223904079859,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
16,8,6,0.1592594401041666,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
16,8,58,0.26989203559027786,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
17,2,76,0.10514431423611093,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
17,4,39,0.050749647352430594,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
17,6,62,0.22818901909722222,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
17,6,43,0.22849297417534725,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
17,6,84,0.22833333333332492,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
17,8,62,0.28374457465276703,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
17,8,18,0.3829220920138887,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
17,9,57,0.04888888888889614,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
18,1,67,0.16166666666666676,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
18,1,30,0.2162554253472222,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
18,3,1,0.5064172363281143,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
18,3,60,0.05055555555555566,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
18,3,53,0.10514431423611109,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
18,3,77,0.11722561306422524,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
18,3,20,0.21610772026909708,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
18,5,79,0.16069986979166667,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
18,6,80,0.2051897515190973,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
18,7,22,0.04958875868055557,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
19,1,26,0.0616700575086806,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
19,1,20,0.16055216471354156,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
19,4,13,0.4499999999999904,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
19,4,50,0.061670057508680654,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
19,4,56,0.38261813693576374,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
19,4,1,0.4384776475694443,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
19,6,27,0.3829220920138887,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
19,8,87,0.2156145562065973,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
19,8,9,0.21561455620659725,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
19,8,61,0.16055216471354156,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
19,8,13,0.10444444444445167,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
19,8,3,0.4950000000000001,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
20,2,67,0.05055555555555566,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
20,3,1,0.3969845920138888,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
20,3,19,0.06277777777777171,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
20,6,13,0.04222222222222605,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
20,8,18,0.05055555555555566,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
20,8,80,0.1594779459635415,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
20,8,14,0.10347317165798608,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
20,8,57,0.10370388454861124,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
20,8,81,0.4400000000000013,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
20,9,32,0.11738186306423612,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
20,9,96,0.28404852973089223,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
20,9,59,0.26603217230902776,CONTINUOUS_PREDICTION_CROSSING_OFFSET,candidate predicted_time is the saved continuous firing time; no separate phase/cycle attribution is claimed
