diagnostic_label,sentence_index,cue_transition,current_word,expected_next_word,previous_active_cell_count,previous_winner_count,burst_column_count,burst_cell_count,raw_event_count,raw_predicted_column_count,prediction_active_cell_count,number_of_ranked_candidates,expected_word_rank,timed_overlap_of_expected_word,column_overlap_of_expected_word,expected_word_present,selected_word,selected_word_correct,accepted_segment_count,mean_contributors,median_contributors,two_contributor_fraction,three_contributor_fraction,four_plus_contributor_fraction,average_threshold_margin
nonpaper diagnostic,3,6->7,been,a,28,10,0,0,19,19,19,57,1,5,5,True,a,True,19.0,7.631578947368421,8.0,0.0,0.0,1.0,0.7652248431650989
nonpaper diagnostic,4,1->2,When,the,100,10,3,28,40,40,40,68,1,6,7,True,the,True,40.0,6.35,6.0,0.0,0.1,0.9,0.7045288113212664
nonpaper diagnostic,4,2->3,the,plum,37,10,6,54,82,82,82,83,,0,0,False,eye,False,82.0,6.878048780487805,6.0,0.0,0.0,1.0,0.6828580099344085
nonpaper diagnostic,4,3->4,plum,pudding,64,10,2,19,21,21,21,72,1,8,8,True,pudding,True,21.0,6.380952380952381,6.0,0.0,0.09523809523809523,0.9047619047619048,0.7213178802581325
nonpaper diagnostic,4,4->5,pudding,came,28,10,2,20,31,31,31,76,1,8,8,True,came,True,31.0,6.451612903225806,6.0,0.0,0.1935483870967742,0.8064516129032258,0.6228546031486429
nonpaper diagnostic,4,5->6,came,on,28,10,6,57,16,16,16,73,1,3,4,True,on,True,16.0,5.9375,5.0,0.0,0.0625,0.9375,0.4624649169613069
nonpaper diagnostic,4,6->7,on,",",64,10,0,0,71,71,71,78,,0,0,False,wrongs,False,71.0,5.985915492957746,6.0,0.0,0.028169014084507043,0.971830985915493,0.5279671491417
nonpaper diagnostic,5,1->2,Everybody,laughed,100,10,2,18,49,49,49,85,1,5,5,True,laughed,True,49.0,5.714285714285714,6.0,0.0,0.061224489795918366,0.9387755102040817,0.5502863334830607
nonpaper diagnostic,5,2->3,laughed,",",28,10,0,0,10,10,10,74,1,10,10,True,",",True,10.0,10.0,10.0,0.0,0.0,1.0,1.0864405749162038
nonpaper diagnostic,5,3->4,",",and,10,10,2,18,44,44,44,70,1,8,8,True,and,True,44.0,6.0227272727272725,5.0,0.0,0.06818181818181818,0.9318181818181818,0.8451044654927984
nonpaper diagnostic,5,4->5,and,poor,28,10,8,73,81,81,81,93,,0,0,False,not,False,81.0,9.11111111111111,10.0,0.0,0.012345679012345678,0.9876543209876543,0.9839093172441411
nonpaper diagnostic,5,5->6,poor,Rogers,82,10,5,46,73,73,73,78,2,3,3,True,girl,False,73.0,6.0,5.0,0.0,0.0821917808219178,0.9178082191780822,0.7916052688212285
nonpaper diagnostic,5,6->7,Rogers,had,55,10,0,0,15,15,15,73,1,9,9,True,had,True,15.0,7.666666666666667,10.0,0.0,0.0,1.0,0.5445830420931994
nonpaper diagnostic,6,1->2,The,easel,100,10,8,74,81,81,81,77,,0,0,False,best,False,81.0,8.901234567901234,10.0,0.012345679012345678,0.012345679012345678,0.9753086419753086,0.9038133920121233
nonpaper diagnostic,6,2->3,easel,stood,82,10,4,37,44,44,44,53,1,4,4,True,stood,True,44.0,5.5227272727272725,5.0,0.0,0.18181818181818182,0.8181818181818182,0.5454208181012604
nonpaper diagnostic,6,3->4,stood,beneath,46,10,3,29,32,32,32,71,1,4,4,True,beneath,True,32.0,6.75,6.5,0.0,0.0625,0.9375,0.75691011598797
nonpaper diagnostic,6,4->5,beneath,these,37,10,1,10,12,12,12,81,1,8,8,True,these,True,12.0,8.666666666666666,10.0,0.0,0.0,1.0,0.8994865442393193
nonpaper diagnostic,6,5->6,these,three,19,10,3,30,16,16,16,56,1,6,6,True,three,True,16.0,6.5,4.5,0.0,0.1875,0.8125,0.6203351003275518
nonpaper diagnostic,6,6->7,three,old,37,10,0,0,42,42,42,64,1,7,7,True,old,True,42.0,6.261904761904762,6.0,0.0,0.09523809523809523,0.9047619047619048,0.6207728100603004
nonpaper diagnostic,7,1->2,`,That,100,10,8,73,89,89,89,61,8,1,3,True,Play,False,89.0,9.47191011235955,10.0,0.0,0.02247191011235955,0.9775280898876404,1.1420941313684598
nonpaper diagnostic,7,2->3,That,would,82,10,2,20,46,46,46,73,2,4,4,True,is,False,46.0,6.782608695652174,8.0,0.0,0.06521739130434782,0.9347826086956522,0.8149269407456545
nonpaper diagnostic,7,3->4,would,n't,28,10,3,30,8,8,8,60,1,7,7,True,n't,True,8.0,9.375,10.0,0.0,0.0,1.0,1.0729601948518808
nonpaper diagnostic,7,4->5,n't,be,37,10,4,38,49,49,49,76,1,4,4,True,be,True,49.0,6.285714285714286,6.0,0.0,0.10204081632653061,0.8979591836734694,0.672527381419001
nonpaper diagnostic,7,5->6,be,very,46,10,4,37,59,59,59,88,1,3,4,True,very,True,59.0,6.169491525423729,6.0,0.0,0.01694915254237288,0.9830508474576272,0.48521248140990475
nonpaper diagnostic,7,6->7,very,nice,46,10,0,0,50,50,50,66,6,2,2,True,and,False,50.0,6.46,6.0,0.0,0.04,0.96,0.6679115497240748
nonpaper diagnostic,8,1->2,``,I,100,10,6,54,81,81,81,82,1,3,3,True,I,True,81.0,12.864197530864198,10.0,0.0,0.037037037037037035,0.9629629629629629,1.8260660669884576
nonpaper diagnostic,8,2->3,I,have,64,10,6,54,93,93,93,80,24,1,2,True,down,False,93.0,7.827956989247312,6.0,0.0,0.010752688172043012,0.989247311827957,0.8162241466996644
nonpaper diagnostic,8,3->4,have,tasted,64,10,5,46,53,53,53,76,,0,0,False,a,False,53.0,5.735849056603773,6.0,0.0,0.018867924528301886,0.9811320754716981,0.3926050675941035
nonpaper diagnostic,8,4->5,tasted,eggs,55,10,1,10,44,44,44,60,1,4,4,True,eggs,True,44.0,6.863636363636363,7.0,0.0,0.045454545454545456,0.9545454545454546,0.7709699157984681
nonpaper diagnostic,8,5->6,eggs,",",19,10,6,56,37,37,37,73,1,4,6,True,",",True,37.0,6.4324324324324325,6.0,0.0,0.08108108108108109,0.918918918918919,0.6599846227358979
nonpaper diagnostic,8,6->7,",",certainly,64,10,0,0,98,98,98,69,,0,0,False,Raising,False,98.0,10.408163265306122,8.0,0.0,0.0,1.0,1.1804085405418843
nonpaper diagnostic,9,1->2,``,Oh,100,10,7,63,81,81,81,82,56,1,2,True,I,False,81.0,12.864197530864198,10.0,0.0,0.037037037037037035,0.9629629629629629,1.8260660669884576
nonpaper diagnostic,9,2->3,Oh,",",73,10,7,66,40,40,40,59,48,1,1,True,things,False,40.0,5.8,6.0,0.0,0.05,0.95,0.661316080659269
nonpaper diagnostic,9,3->4,",",Nan,73,10,9,82,99,99,99,69,,0,0,False,and,False,99.0,12.868686868686869,10.0,0.0,0.0,1.0,1.7876639482159422
nonpaper diagnostic,9,4->5,Nan,",",91,10,4,38,46,46,46,82,7,2,2,True,thank,False,46.0,6.5,6.0,0.021739130434782608,0.06521739130434782,0.9130434782608695,0.5788772821879481
nonpaper diagnostic,9,5->6,",",do,46,10,9,81,93,93,93,86,,0,0,False,and,False,93.0,10.408602150537634,8.0,0.0,0.021505376344086023,0.978494623655914,1.4139508487682673
nonpaper diagnostic,9,6->7,do,you,91,10,0,0,66,66,66,59,,0,0,False,that,False,66.0,7.696969696969697,9.0,0.0,0.10606060606060606,0.8939393939393939,0.8893517915954757
nonpaper diagnostic,10,1->2,You,are,100,10,2,18,65,65,65,80,1,5,6,True,are,True,65.0,9.753846153846155,10.0,0.0,0.06153846153846154,0.9384615384615385,1.2857501099603212
nonpaper diagnostic,10,2->3,are,a,28,10,3,30,34,34,34,74,57,1,1,True,not,False,34.0,8.558823529411764,10.0,0.0,0.029411764705882353,0.9705882352941176,1.144344808066216
nonpaper diagnostic,10,3->4,a,minister,37,10,6,55,61,61,61,87,1,3,4,True,minister,True,61.0,5.704918032786885,5.0,0.0,0.08196721311475409,0.9180327868852459,0.45625329283701327
nonpaper diagnostic,10,4->5,minister,and,64,10,5,45,42,42,42,59,1,5,6,True,and,True,42.0,6.380952380952381,6.0,0.0,0.047619047619047616,0.9523809523809523,0.6226936654416565
nonpaper diagnostic,10,5->6,and,it,55,10,5,45,87,87,87,79,,0,0,False,ride,False,87.0,6.091954022988506,5.0,0.0,0.0,1.0,0.4205861555401916
nonpaper diagnostic,10,6->7,it,would,55,10,0,0,69,69,69,77,,0,0,False,was,False,69.0,6.130434782608695,5.0,0.0,0.057971014492753624,0.9420289855072463,0.6314305493809066
nonpaper diagnostic,11,1->2,There,was,100,10,6,55,53,53,53,96,5,2,2,True,he,False,53.0,6.433962264150943,6.0,0.018867924528301886,0.018867924528301886,0.9622641509433962,0.5211465452435953
nonpaper diagnostic,11,2->3,was,n't,64,10,4,36,85,85,85,79,1,4,4,True,n't,True,85.0,7.176470588235294,6.0,0.0,0.047058823529411764,0.9529411764705882,0.7008444996824927
nonpaper diagnostic,11,3->4,n't,one,46,10,4,37,54,54,54,81,74,1,1,True,real,False,54.0,7.611111111111111,8.5,0.0,0.018518518518518517,0.9814814814814815,0.6975258405315287
nonpaper diagnostic,11,4->5,one,of,46,10,3,28,49,49,49,78,1,5,6,True,of,True,49.0,5.551020408163265,4.0,0.0,0.14285714285714285,0.8571428571428571,0.5249825140229373
nonpaper diagnostic,11,5->6,of,you,37,10,2,19,48,48,48,67,22,1,2,True,the,False,48.0,7.3125,6.0,0.0,0.020833333333333332,0.9791666666666666,0.9084178773882662
nonpaper diagnostic,11,6->7,you,dared,28,10,0,0,43,43,43,65,26,1,2,True,as,False,43.0,7.255813953488372,7.0,0.0,0.023255813953488372,0.9767441860465116,0.7340233489403849
nonpaper diagnostic,12,1->2,In,1715,100,10,2,19,56,56,56,66,,0,0,False,this,False,56.0,7.785714285714286,8.0,0.0,0.03571428571428571,0.9642857142857143,0.8814762354265767
nonpaper diagnostic,12,2->3,1715,",",28,10,9,89,8,8,8,54,,0,0,False,remorsefully,False,8.0,5.5,5.5,0.0,0.25,0.75,0.7611953195820725
nonpaper diagnostic,12,3->4,",",what,91,10,9,81,98,98,98,77,,0,0,False,and,False,98.0,15.142857142857142,9.5,0.0,0.0,1.0,2.066243905167116
nonpaper diagnostic,12,4->5,what,must,91,10,2,18,56,56,56,60,3,2,3,True,you,False,56.0,7.714285714285714,9.0,0.0,0.07142857142857142,0.9285714285714286,0.9083153725527374
nonpaper diagnostic,12,5->6,must,he,28,10,3,30,16,16,16,75,1,6,6,True,he,True,16.0,7.25,8.0,0.0,0.0,1.0,0.6095748556158347
nonpaper diagnostic,12,6->7,he,do,37,10,0,0,69,69,69,76,1,3,3,True,do,True,69.0,5.507246376811594,5.0,0.0,0.057971014492753624,0.9420289855072463,0.4680593151908199
nonpaper diagnostic,13,1->2,`,Her,100,10,5,46,89,89,89,63,42,1,1,True,Play,False,89.0,9.47191011235955,10.0,0.0,0.02247191011235955,0.9775280898876404,1.1420941313684598
nonpaper diagnostic,13,2->3,Her,petals,55,10,2,18,42,42,42,71,1,3,3,True,petals,True,42.0,6.809523809523809,7.0,0.0,0.11904761904761904,0.8809523809523809,0.8147065559980001
nonpaper diagnostic,13,3->4,petals,are,28,10,3,30,7,7,7,50,1,7,7,True,are,True,7.0,9.0,9.0,0.0,0.0,1.0,0.9947289012935137
nonpaper diagnostic,13,4->5,are,done,37,10,3,27,39,39,39,67,1,5,7,True,done,True,39.0,5.923076923076923,5.0,0.0,0.23076923076923078,0.7692307692307693,0.7136483307028494
nonpaper diagnostic,13,5->6,done,up,37,10,4,39,37,37,37,59,1,4,4,True,up,True,37.0,6.162162162162162,5.0,0.0,0.16216216216216217,0.8378378378378378,0.839890605505899
nonpaper diagnostic,13,6->7,up,close,46,10,0,0,22,22,22,75,1,4,4,True,close,True,22.0,6.0,5.0,0.0,0.0,1.0,0.48060055270452345
nonpaper diagnostic,14,1->2,So,all,100,10,7,64,40,40,40,82,,0,0,False,they,False,40.0,6.925,6.5,0.0,0.075,0.925,0.6663109298229214
nonpaper diagnostic,14,2->3,all,the,73,10,5,46,48,48,48,80,,0,0,False,things,False,48.0,6.4375,7.0,0.0,0.08333333333333333,0.9166666666666666,0.5948375539460885
nonpaper diagnostic,14,3->4,the,little,55,10,8,72,97,97,97,67,,0,0,False,early,False,97.0,8.010309278350515,7.0,0.0,0.010309278350515464,0.9896907216494846,0.8144512178070101
nonpaper diagnostic,14,4->5,little,demons,82,10,7,66,70,70,70,79,71,1,1,True,Hans,False,70.0,7.385714285714286,8.0,0.0,0.07142857142857142,0.9285714285714286,0.8442113009894132
nonpaper diagnostic,14,5->6,demons,came,73,10,1,10,70,70,70,75,1,4,4,True,came,True,70.0,5.885714285714286,5.0,0.0,0.07142857142857142,0.9285714285714286,0.6638906947501485
nonpaper diagnostic,14,6->7,came,dragging,19,10,0,0,14,14,14,77,1,9,9,True,dragging,True,14.0,7.785714285714286,10.0,0.0,0.14285714285714285,0.8571428571428571,0.5996044407690893
nonpaper diagnostic,15,1->2,Cecily,'s,100,10,0,0,43,43,43,65,1,8,8,True,'s,True,43.0,6.6976744186046515,6.0,0.0,0.023255813953488372,0.9767441860465116,0.6442151911772155
nonpaper diagnostic,15,2->3,'s,heart,10,10,3,30,11,11,11,68,1,7,7,True,heart,True,11.0,8.0,10.0,0.0,0.0,1.0,0.5412424666455592
nonpaper diagnostic,15,3->4,heart,was,37,10,7,65,45,45,45,58,23,1,2,True,",",False,45.0,6.311111111111111,7.0,0.0,0.13333333333333333,0.8666666666666667,0.7820620115231954
nonpaper diagnostic,15,4->5,was,on,73,10,6,55,88,88,88,80,,0,0,False,He,False,88.0,7.465909090909091,7.0,0.0,0.022727272727272728,0.9772727272727273,0.6720809149818608
nonpaper diagnostic,15,5->6,on,fire,64,10,5,46,61,61,61,76,1,3,3,True,fire,True,61.0,6.491803278688525,6.0,0.0,0.01639344262295082,0.9836065573770492,0.5414110582919295
nonpaper diagnostic,15,6->7,fire,with,55,10,0,0,20,20,20,58,1,6,6,True,with,True,20.0,7.3,6.0,0.0,0.1,0.9,0.7597599645914934
nonpaper diagnostic,16,1->2,``,And,100,10,10,91,81,81,81,82,,0,0,False,I,False,81.0,12.864197530864198,10.0,0.0,0.037037037037037035,0.9629629629629629,1.8260660669884576
nonpaper diagnostic,16,2->3,And,I,100,10,9,81,82,82,82,58,,0,0,False,mair,False,82.0,6.646341463414634,6.0,0.0,0.024390243902439025,0.975609756097561,0.9133660299802463
nonpaper diagnostic,16,3->4,I,to,91,10,9,81,93,93,93,72,,0,0,False,am,False,93.0,9.24731182795699,9.0,0.0,0.0,1.0,1.0777084310766467
nonpaper diagnostic,16,4->5,to,see,91,10,6,54,88,88,88,81,3,2,2,True,his,False,88.0,9.829545454545455,9.0,0.0,0.011363636363636364,0.9886363636363636,1.2218076571192251
nonpaper diagnostic,16,5->6,see,Miss,64,10,2,18,67,67,67,69,8,2,2,True,at,False,67.0,7.388059701492537,7.0,0.0,0.08955223880597014,0.9104477611940298,0.9229015174129974
nonpaper diagnostic,16,6->7,Miss,Marsch,28,10,0,0,9,9,9,63,1,9,9,True,Marsch,True,9.0,10.0,10.0,0.0,0.0,1.0,1.1993818026182206
nonpaper diagnostic,17,1->2,For,he,100,10,5,45,45,45,45,86,3,2,2,True,a,False,45.0,7.155555555555556,6.0,0.0,0.044444444444444446,0.9555555555555556,0.7736178734750587
nonpaper diagnostic,17,2->3,he,wished,55,10,6,54,86,86,86,82,46,1,1,True,talked,False,86.0,5.9186046511627906,5.0,0.0,0.023255813953488372,0.9767441860465116,0.41515869889275775
nonpaper diagnostic,17,3->4,wished,to,64,10,0,0,33,33,33,71,1,8,8,True,to,True,33.0,6.121212121212121,4.0,0.0,0.030303030303030304,0.9696969696969697,0.45808227108826066
nonpaper diagnostic,17,4->5,to,challenge,10,10,6,59,6,6,6,51,1,4,4,True,challenge,True,6.0,9.333333333333334,10.0,0.0,0.0,1.0,0.702143186972236
nonpaper diagnostic,17,5->6,challenge,the,64,10,1,9,22,22,22,69,1,8,8,True,the,True,22.0,6.045454545454546,4.5,0.0,0.09090909090909091,0.9090909090909091,0.5997238732039191
nonpaper diagnostic,17,6->7,the,Spirit,19,10,0,0,39,39,39,73,53,1,1,True,cup,False,39.0,5.282051282051282,5.0,0.0,0.05128205128205128,0.9487179487179487,0.3877972735715759
nonpaper diagnostic,18,1->2,`,Shall,100,10,8,72,89,89,89,63,,0,0,False,Play,False,89.0,9.47191011235955,10.0,0.0,0.02247191011235955,0.9775280898876404,1.1420941313684598
nonpaper diagnostic,18,2->3,Shall,I,82,10,4,37,25,25,25,67,1,4,6,True,I,True,25.0,6.48,5.0,0.0,0.0,1.0,0.5417282169555839
nonpaper diagnostic,18,3->4,I,never,46,10,9,82,81,81,81,62,36,1,2,True,am,False,81.0,6.395061728395062,5.0,0.0,0.037037037037037035,0.9629629629629629,0.5830375404258926
nonpaper diagnostic,18,4->5,never,be,91,10,3,27,60,60,60,63,1,6,6,True,be,True,60.0,6.2,5.0,0.0,0.06666666666666667,0.9333333333333333,0.5036911066395632
nonpaper diagnostic,18,5->6,be,able,37,10,3,30,39,39,39,77,1,5,5,True,able,True,39.0,5.794871794871795,4.0,0.0,0.02564102564102564,0.9743589743589743,0.35059239733373204
nonpaper diagnostic,18,6->7,able,to,37,10,0,0,36,36,36,81,1,5,5,True,to,True,36.0,6.333333333333333,6.0,0.0,0.1388888888888889,0.8611111111111112,0.5313272392022793
nonpaper diagnostic,19,1->2,``,Then,100,10,10,92,81,81,81,82,,0,0,False,I,False,81.0,12.864197530864198,10.0,0.0,0.037037037037037035,0.9629629629629629,1.8260660669884576
nonpaper diagnostic,19,2->3,Then,--,100,10,3,27,48,48,48,65,,0,0,False,the,False,48.0,9.479166666666666,10.0,0.0,0.041666666666666664,0.9583333333333334,1.129673332056744
nonpaper diagnostic,19,3->4,--,you,37,10,3,27,55,55,55,75,4,2,2,True,and,False,55.0,5.8,5.0,0.0,0.07272727272727272,0.9272727272727272,0.537966247243759
nonpaper diagnostic,19,4->5,you,may,37,10,4,37,50,50,50,88,1,5,5,True,may,True,50.0,5.78,5.0,0.0,0.06,0.94,0.359292954319999
nonpaper diagnostic,19,5->6,may,have,46,10,3,30,9,9,9,53,1,7,7,True,have,True,9.0,8.777777777777779,10.0,0.0,0.1111111111111111,0.8888888888888888,0.9529198938687643
nonpaper diagnostic,19,6->7,have,it,37,10,0,0,31,31,31,66,1,4,5,True,it,True,31.0,5.290322580645161,4.0,0.0,0.12903225806451613,0.8709677419354839,0.4057152944546059
nonpaper diagnostic,20,1->2,He,did,100,10,5,46,72,72,72,74,,0,0,False,felt,False,72.0,8.291666666666666,10.0,0.0,0.027777777777777776,0.9722222222222222,0.9478227992335645
nonpaper diagnostic,20,2->3,did,n't,55,10,3,27,32,32,32,72,1,7,7,True,n't,True,32.0,6.8125,6.0,0.0,0.0625,0.9375,0.6840697459271413
nonpaper diagnostic,20,3->4,n't,wish,37,10,2,19,50,50,50,64,1,5,5,True,wish,True,50.0,7.36,7.0,0.0,0.02,0.98,0.7594803383459207
nonpaper diagnostic,20,4->5,wish,Reddy,28,10,2,19,17,17,17,46,1,6,7,True,Reddy,True,17.0,6.470588235294118,6.0,0.0,0.23529411764705882,0.7647058823529411,0.7832868532454614
nonpaper diagnostic,20,5->6,Reddy,any,28,10,3,29,29,29,29,73,1,6,6,True,any,True,29.0,5.9655172413793105,6.0,0.0,0.1724137931034483,0.8275862068965517,0.44408971098372946
nonpaper diagnostic,20,6->7,any,harm,37,10,0,0,55,55,55,81,2,2,3,True,reason,False,55.0,6.290909090909091,6.0,0.0,0.03636363636363636,0.9636363636363636,0.7847398326225276
