diagnostic_label,sentence_index,cue_transition,current_word,expected_next_word,previous_active_cell_count,previous_winner_count,burst_column_count,burst_cell_count,raw_event_count,raw_predicted_column_count,prediction_active_cell_count,number_of_ranked_candidates,expected_word_rank,timed_overlap_of_expected_word,column_overlap_of_expected_word,expected_word_present,selected_word,selected_word_correct,accepted_segment_count,mean_contributors,median_contributors,two_contributor_fraction,three_contributor_fraction,four_plus_contributor_fraction,average_threshold_margin
nonpaper diagnostic,2,5->6,Pegasus,was,10,10,0,0,10,10,10,9,1,10,10,True,was,True,10.0,10.0,10.0,0.0,0.0,1.0,3.2627585899826443
nonpaper diagnostic,2,6->7,was,over,10,10,0,0,10,10,10,12,1,10,10,True,over,True,10.0,10.0,10.0,0.0,0.0,1.0,3.1086829782965237
nonpaper diagnostic,3,1->2,A,moment,100,10,0,0,10,10,10,12,1,10,10,True,moment,True,10.0,10.0,10.0,0.0,0.0,1.0,3.279878102392213
nonpaper diagnostic,3,2->3,moment,before,10,10,0,0,10,10,10,14,1,10,10,True,before,True,10.0,10.0,10.0,0.0,0.0,1.0,3.194280540344369
nonpaper diagnostic,3,3->4,before,she,10,10,0,0,10,10,10,8,1,10,10,True,she,True,10.0,10.0,10.0,0.0,0.0,1.0,3.2199598089587225
nonpaper diagnostic,3,4->5,she,had,10,10,0,0,10,10,10,14,1,10,10,True,had,True,10.0,10.0,10.0,0.0,0.0,1.0,3.194280540344369
nonpaper diagnostic,3,5->6,had,been,10,10,0,0,10,10,10,13,1,10,10,True,been,True,10.0,10.0,10.0,0.0,0.0,1.0,3.1942805403443693
nonpaper diagnostic,3,6->7,been,a,10,10,0,0,10,10,10,10,1,10,10,True,a,True,10.0,10.0,10.0,0.0,0.0,1.0,3.279878102392213
nonpaper diagnostic,4,1->2,When,the,100,10,1,9,17,17,17,12,1,9,9,True,the,True,17.0,6.705882352941177,10.0,0.23529411764705882,0.0,0.7647058823529411,1.8418094269478542
nonpaper diagnostic,4,2->3,the,plum,19,10,0,0,20,20,20,8,1,10,10,True,plum,True,20.0,7.0,7.0,0.0,0.0,1.0,1.8324233281631668
nonpaper diagnostic,4,3->4,plum,pudding,10,10,0,0,10,10,10,13,1,10,10,True,pudding,True,10.0,10.0,10.0,0.0,0.0,1.0,3.2644705412236013
nonpaper diagnostic,4,4->5,pudding,came,10,10,0,0,10,10,10,8,1,10,10,True,came,True,10.0,10.0,10.0,0.0,0.0,1.0,3.279878102392213
nonpaper diagnostic,4,5->6,came,on,10,10,0,0,10,10,10,12,1,10,10,True,on,True,10.0,10.0,10.0,0.0,0.0,1.0,3.1942805403443693
nonpaper diagnostic,4,6->7,on,",",10,10,0,0,10,10,10,14,1,10,10,True,",",True,10.0,10.0,10.0,0.0,0.0,1.0,3.2114000527539366
nonpaper diagnostic,5,1->2,Everybody,laughed,100,10,2,18,20,20,20,14,1,8,8,True,laughed,True,20.0,5.8,3.0,0.0,0.6,0.4,1.3984433044462992
nonpaper diagnostic,5,2->3,laughed,",",28,10,0,0,10,10,10,14,1,10,10,True,",",True,10.0,10.0,10.0,0.0,0.0,1.0,3.1994163940672395
nonpaper diagnostic,5,3->4,",",and,10,10,0,0,10,10,10,11,1,10,10,True,and,True,10.0,10.0,10.0,0.0,0.0,1.0,3.996329696732669
nonpaper diagnostic,5,4->5,and,poor,10,10,2,18,19,19,19,14,,0,0,False,he,False,19.0,9.578947368421053,10.0,0.05263157894736842,0.0,0.9473684210526315,2.9929010127897038
nonpaper diagnostic,5,5->6,poor,Rogers,28,10,0,0,13,13,13,15,1,10,10,True,Rogers,True,13.0,8.153846153846153,10.0,0.23076923076923078,0.0,0.7692307692307693,2.523327342446267
nonpaper diagnostic,5,6->7,Rogers,had,10,10,0,0,10,10,10,14,1,10,10,True,had,True,10.0,10.0,10.0,0.0,0.0,1.0,3.279878102392213
