checkpoint_sentences,sentence_index,retrieval_mode,recall_step,expected_word,decoded_word,raw_event_count,raw_predicted_column_count,prediction_active_cell_count,advance_success,timed_overlap_of_selected_word,column_overlap_of_selected_word,timed_overlap_of_expected_word,column_overlap_of_expected_word,expected_word_rank,number_of_ranked_candidates,top_5_candidates,stopped_reason,previous_active_cell_count,previous_winner_count,burst_cell_count
200,4,proximal-replay,3,doctor,staring,87,87,87,,2,2,0,0,,64,"[{""word"": ""staring"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""terrible"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""hopelessly"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Abraham"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""hands"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,64,10,55
200,4,proximal-replay,4,",",thing,78,78,78,,2,3,0,0,,65,"[{""word"": ""thing"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""motionless"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""dragging"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""taking"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""three"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,64,10,72
200,5,proximal-replay,1,had,had,56,56,56,,2,4,2,4,1,78,"[{""word"": ""had"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""kind"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""remorsefully"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""none"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""pleasant"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,73,10,54
200,5,proximal-replay,2,no,times,94,94,94,,2,3,2,2,7,60,"[{""word"": ""times"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""not"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""CHAPTER"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""week"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""done"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,64,10,63
200,5,proximal-replay,3,chance,his,71,71,71,,3,5,0,0,,74,"[{""word"": ""his"", ""timed_overlap"": 3, ""column_overlap"": 5}, {""word"": ""may"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Bull"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""petals"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""fighting"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,73,10,36
200,5,proximal-replay,4,after,Spirit,92,92,92,,2,3,0,0,,64,"[{""word"": ""Spirit"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""night"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Mother"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Great"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""happened"", ""timed_overlap"": 1, ""column_overlap"": 5}]",completed,46,10,63
200,6,proximal-replay,1,old,terrify,76,76,76,,2,3,1,2,16,76,"[{""word"": ""terrify"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""heard"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""therefore"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""nine"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""here"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,37,10,74
200,6,proximal-replay,2,pictures,Happy,97,97,97,,3,4,0,0,,78,"[{""word"": ""Happy"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""Carmody"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""n't"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""asked"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""gathered"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,82,10,63
200,6,proximal-replay,3,",",Jack,87,87,87,,3,4,0,0,,61,"[{""word"": ""Jack"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""thoughtful"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Williamson"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""out"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""deal"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,73,10,54
200,6,proximal-replay,4,sustaining,Squirrel,58,58,58,,3,3,0,0,,74,"[{""word"": ""Squirrel"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""had"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""not"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""the"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""feast"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,64,10,36
200,7,proximal-replay,1,nice,nice,90,90,90,,4,4,4,4,1,77,"[{""word"": ""nice"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""amiss"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""distance"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""drop"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""take"", ""timed_overlap"": 2, ""column_overlap"": 3}]",completed,73,10,54
200,7,proximal-replay,2,",",stop,88,88,88,,2,3,0,0,,58,"[{""word"": ""stop"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Happy"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""care"", ""timed_overlap"": 1, ""column_overlap"": 5}, {""word"": ""horses"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""already"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,64,10,64
200,7,proximal-replay,3,I,time,83,83,83,,2,4,0,0,,75,"[{""word"": ""time"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""already"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""know"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""three"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""to"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,73,10,54
200,7,proximal-replay,4,'m,',86,86,86,,2,4,0,0,,88,"[{""word"": ""'"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""see"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""visited"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""man"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""shall"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,64,10,64
200,8,proximal-replay,1,certainly,fact,100,100,100,,2,3,0,0,,57,"[{""word"": ""fact"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""studied"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""guess"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""easel"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""pink"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,91,10,72
200,8,proximal-replay,2,",",maiden,80,80,80,,2,4,2,3,2,72,"[{""word"": ""maiden"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": "","", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""two"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""man"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""things"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,82,10,64
200,8,proximal-replay,3,'',length,81,81,81,,2,3,0,0,,78,"[{""word"": ""length"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""A"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""resisted"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""ask"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""no"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,73,10,73
200,8,proximal-replay,4,said,Jack,71,71,71,,2,4,0,0,,73,"[{""word"": ""Jack"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""His"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Tribe"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""that"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""roar"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,82,10,66
200,9,proximal-replay,1,you,herring,95,95,95,,2,4,2,2,4,55,"[{""word"": ""herring"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""plenty"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""n't"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""you"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Jimmy"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,82,10,64
200,9,proximal-replay,2,think,howled,82,82,82,,2,2,0,0,,68,"[{""word"": ""howled"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""mid-afternoon"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""smile"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""full"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""tumbling"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,73,10,64
200,9,proximal-replay,3,Mrs.,put,95,95,95,,2,3,0,0,,66,"[{""word"": ""put"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""pleasant"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""deny"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""Bull"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""challenge"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,73,10,72
200,9,proximal-replay,4,Elliott,too,81,81,81,,3,3,0,0,,70,"[{""word"": ""too"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""heated"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""few"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""such"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""bad"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,82,10,45
200,10,proximal-replay,1,would,was,94,94,94,,3,3,1,2,15,41,"[{""word"": ""was"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""does"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""heart"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Eric"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""challenge"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,82,10,45
200,10,proximal-replay,2,ruin,n't,95,95,95,,3,3,0,0,,77,"[{""word"": ""n't"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""heated"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""Lady"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""early"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""heard"", ""timed_overlap"": 2, ""column_overlap"": 3}]",completed,55,10,54
200,10,proximal-replay,3,you,heard,93,93,93,,2,3,0,0,,79,"[{""word"": ""heard"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""put"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""real"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""curious"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""but"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,64,10,63
200,10,proximal-replay,4,to,'em,73,73,73,,2,3,0,0,,70,"[{""word"": ""'em"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""off"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Aunt"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""bared"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""companioned"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,73,10,37
200,11,proximal-replay,1,dared,III,96,96,96,,2,4,1,1,46,61,"[{""word"": ""III"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""villagers"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Frank"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""order"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""with"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,64,10,63
200,11,proximal-replay,2,face,seemed,90,90,90,,2,2,0,0,,82,"[{""word"": ""seemed"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Down"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Though"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""statelier"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Anne"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,73,10,72
200,11,proximal-replay,3,Bill,except,83,83,83,,3,3,0,0,,69,"[{""word"": ""except"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""curious"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""welcome"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Dacca"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""slaves"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,82,10,65
200,11,proximal-replay,4,",",Mrs.,83,83,83,,2,3,0,0,,67,"[{""word"": ""Mrs."", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""welcome"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""whither"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""later"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""A"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,73,10,36
200,12,proximal-replay,1,do,told,97,97,97,,2,3,0,0,,65,"[{""word"": ""told"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Her"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""had"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""chop"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""caught"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,55,10,64
200,12,proximal-replay,2,but,him,86,86,86,,3,3,0,0,,64,"[{""word"": ""him"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""Souchong"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""However"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""departs"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""Skunk"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,73,10,27
200,12,proximal-replay,3,run,that,65,65,65,,8,8,0,0,,62,"[{""word"": ""that"", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""Old"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""good"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""confessed"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""already"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,37,10,0
200,12,proximal-replay,4,away,the,21,21,21,,5,6,0,0,,68,"[{""word"": ""the"", ""timed_overlap"": 5, ""column_overlap"": 6}, {""word"": ""little"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""by"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""river"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""opening"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,10,10,47
200,13,proximal-replay,1,close,close,77,77,77,,4,4,4,4,1,64,"[{""word"": ""close"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""began"", ""timed_overlap"": 2, ""column_overlap"": 5}, {""word"": ""some"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""let"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Johnny"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,64,10,36
200,13,proximal-replay,2,",",brave,79,79,79,,2,4,1,2,35,69,"[{""word"": ""brave"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""horse"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""woman"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""''"", ""timed_overlap"": 1, ""column_overlap"": 5}, {""word"": ""let"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,46,10,73
200,13,proximal-replay,3,almost,such,87,87,87,,2,2,0,0,,66,"[{""word"": ""such"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""pleasant"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""Now"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Marsch"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""awful"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,82,10,74
200,13,proximal-replay,4,like,Gilbert,89,89,89,,2,3,1,1,54,56,"[{""word"": ""Gilbert"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Jack"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""an"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""bared"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""His"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,82,10,72
200,14,proximal-replay,1,dragging,to,74,74,74,,4,5,2,2,8,82,"[{""word"": ""to"", ""timed_overlap"": 4, ""column_overlap"": 5}, {""word"": ""sluggish"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Arts"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Mary"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""been"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,46,10,46
200,14,proximal-replay,2,so,see,98,98,98,,2,3,0,0,,83,"[{""word"": ""see"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""weight"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""times"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""harm"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""hands"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,55,10,54
200,14,proximal-replay,3,much,time,92,92,92,,2,3,0,0,,66,"[{""word"": ""time"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""hall"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""at"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""who"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""So"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,64,10,63
200,14,proximal-replay,4,silver,distance,91,91,91,,2,3,1,2,29,95,"[{""word"": ""distance"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Queen"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""visited"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Skunk"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""right"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,73,10,64
200,15,proximal-replay,1,with,And,76,76,76,,2,4,1,1,60,77,"[{""word"": ""And"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""Wildrose"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""behind"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""lump"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""old"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,73,10,74
200,15,proximal-replay,2,alarm,best,94,94,94,,2,4,0,0,,59,"[{""word"": ""best"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""time"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""will"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""Once"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""humanity"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,82,10,72
