checkpoint_sentences,sentence_index,retrieval_mode,recall_step,expected_word,decoded_word,raw_event_count,raw_predicted_column_count,prediction_active_cell_count,advance_success,timed_overlap_of_selected_word,column_overlap_of_selected_word,timed_overlap_of_expected_word,column_overlap_of_expected_word,expected_word_rank,number_of_ranked_candidates,top_5_candidates,stopped_reason,previous_active_cell_count,previous_winner_count,burst_cell_count
500,6,proximal-replay,1,old,border,100,100,100,,2,2,0,0,,95,"[{""word"": ""border"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""spear"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""wish"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""wore"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Jane"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,100,10,63
500,6,proximal-replay,2,pictures,as,99,99,99,,2,3,1,1,75,133,"[{""word"": ""as"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Williamson"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""departs"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""longer"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""remarked"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,73,10,63
500,6,proximal-replay,3,",",frozen,99,99,99,,2,4,0,0,,116,"[{""word"": ""frozen"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""swears"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""somehow"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Ripple"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""gilded"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,73,10,63
500,6,proximal-replay,4,sustaining,Spirit,98,98,98,,2,3,0,0,,120,"[{""word"": ""Spirit"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""while"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""yesterday"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""whither"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""wished"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,73,10,63
500,7,proximal-replay,1,nice,comfortingly,100,100,100,,2,4,0,0,,128,"[{""word"": ""comfortingly"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""lean"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""church"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""motives"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""wonder"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,100,10,72
500,7,proximal-replay,2,",",sat,98,98,98,,2,2,0,0,,90,"[{""word"": ""sat"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""bait"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""took"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""pity"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""more"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,82,10,73
500,7,proximal-replay,3,I,want,98,98,98,,2,3,0,0,,119,"[{""word"": ""want"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""course"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Jimmy"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""tree"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Parsee"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,82,10,72
500,7,proximal-replay,4,'m,April,96,96,96,,2,4,0,0,,110,"[{""word"": ""April"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""believe"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Beautiful"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""excuse"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""gone"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,82,10,65
500,8,proximal-replay,1,certainly,'',100,100,100,,2,2,0,0,,94,"[{""word"": ""''"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""enough"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""own"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""departs"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""wind"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,100,10,54
500,8,proximal-replay,2,",",said,99,99,99,,3,3,0,0,,95,"[{""word"": ""said"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""bust"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Sometimes"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Matthew"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""RABBIT"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,64,10,63
500,8,proximal-replay,3,'',somehow,100,100,100,,2,3,0,0,,95,"[{""word"": ""somehow"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""wilt"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""reigned"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""tittered"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""mature"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,73,10,54
500,8,proximal-replay,4,said,platform,96,96,96,,2,4,0,0,,118,"[{""word"": ""platform"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""Clow"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Fellow"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""lads"", ""timed_overlap"": 1, ""column_overlap"": 5}, {""word"": ""carriage"", ""timed_overlap"": 1, ""column_overlap"": 5}]",completed,64,10,72
500,9,proximal-replay,1,you,sisters,100,100,100,,2,3,0,0,,87,"[{""word"": ""sisters"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Gilbert"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""heard"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""feebly"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""thief"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,91,10,54
500,9,proximal-replay,2,think,last,87,87,87,,3,3,0,0,,139,"[{""word"": ""last"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""let"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""might"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""close"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""people"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,64,10,65
500,9,proximal-replay,3,Mrs.,Una,98,98,98,,2,2,0,0,,116,"[{""word"": ""Una"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""running"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""spied"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""village"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""lady"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,73,10,72
500,9,proximal-replay,4,Elliott,Thorny,100,100,100,,2,3,0,0,,114,"[{""word"": ""Thorny"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""skating"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Cecily"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Our"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""leafy"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,82,10,72
500,10,proximal-replay,1,would,is,100,100,100,,2,3,0,0,,93,"[{""word"": ""is"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""rejoined"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""preferred"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""feebly"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""sable"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,100,10,63
500,10,proximal-replay,2,ruin,Gray,100,100,100,,2,3,0,0,,122,"[{""word"": ""Gray"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""UNC"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""likely"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""kindest"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""monotonous"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,73,10,72
500,10,proximal-replay,3,you,meddling,97,97,97,,2,3,0,0,,150,"[{""word"": ""meddling"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""full"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""thief"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""strokes"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""terribly"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,82,10,72
500,10,proximal-replay,4,to,Of,100,100,100,,3,3,0,0,,102,"[{""word"": ""Of"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""Reddy"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Please"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""sensible"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""ruther"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,82,10,63
500,11,proximal-replay,1,dared,Skunk,100,100,100,,2,2,0,0,,105,"[{""word"": ""Skunk"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""tobacco"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""train"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""impossible"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""which"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,82,10,72
500,11,proximal-replay,2,face,bronze,98,98,98,,3,3,1,2,27,128,"[{""word"": ""bronze"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""well"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""those"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Trevor"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""fine"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,82,10,54
500,11,proximal-replay,3,Bill,minutes,98,98,98,,2,4,0,0,,123,"[{""word"": ""minutes"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""train"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""strong"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""'s"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""BEN"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,64,10,64
500,11,proximal-replay,4,",",strong,100,100,100,,2,3,0,0,,95,"[{""word"": ""strong"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""moving"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""down"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""boy"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""enough"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,73,10,63
500,12,proximal-replay,1,do,ogress,100,100,100,,3,3,0,0,,91,"[{""word"": ""ogress"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""reluctantly"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""pride"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""away"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""wished"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,73,10,63
500,12,proximal-replay,2,but,Jed,97,97,97,,3,5,1,1,120,146,"[{""word"": ""Jed"", ""timed_overlap"": 3, ""column_overlap"": 5}, {""word"": ""Just"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""wore"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""return"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""bit"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,73,10,54
500,12,proximal-replay,3,run,Cecily,95,95,95,,2,3,0,0,,112,"[{""word"": ""Cecily"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""bag"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""hall"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Alice"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""return"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,64,10,65
500,12,proximal-replay,4,away,We,97,97,97,,2,2,0,0,,128,"[{""word"": ""We"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""course"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""remarked"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""themselves"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""is"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,73,10,72
500,13,proximal-replay,1,close,Carrots,100,100,100,,2,2,0,0,,77,"[{""word"": ""Carrots"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""humanity"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""denied"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""locked"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Glen"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,91,10,63
500,13,proximal-replay,2,",",gathered,93,93,93,,3,4,0,0,,163,"[{""word"": ""gathered"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""Happy"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""tailing"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""great"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""pails"", ""timed_overlap"": 2, ""column_overlap"": 3}]",completed,73,10,63
500,13,proximal-replay,3,almost,thousand,98,98,98,,2,4,0,0,,123,"[{""word"": ""thousand"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""bad"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""awful"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""experienced"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""got"", ""timed_overlap"": 2, ""column_overlap"": 3}]",completed,73,10,63
500,13,proximal-replay,4,like,Now,99,99,99,,2,3,0,0,,113,"[{""word"": ""Now"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""quaggi"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""pen"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""eaten"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""thank"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,73,10,63
500,14,proximal-replay,1,dragging,gathered,96,96,96,,2,4,0,0,,112,"[{""word"": ""gathered"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""promise"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Marilla"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""'ve"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""do"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,91,10,63
500,14,proximal-replay,2,so,soon,100,100,100,,2,2,0,0,,107,"[{""word"": ""soon"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""and"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Bumble"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""able"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""INSIDE"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,73,10,54
500,14,proximal-replay,3,much,tree,99,99,99,,2,4,0,0,,121,"[{""word"": ""tree"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""our"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""These"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""hands"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""breath"", ""timed_overlap"": 1, ""column_overlap"": 5}]",completed,64,10,64
500,14,proximal-replay,4,silver,Queen,91,91,91,,2,3,0,0,,121,"[{""word"": ""Queen"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""taking"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""!"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Jane"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""wise"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,73,10,73
500,15,proximal-replay,1,with,pink,97,97,97,,3,3,0,0,,133,"[{""word"": ""pink"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""quaggi"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""clouded"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""ordered"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""'s"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,91,10,54
