input_index,input_timestamp,target_timestamp,target,prediction
12242,2017-11-23 02:00:00,2017-11-23 03:00:00,5.065000057220459,7.322342047820219
12243,2017-11-23 03:00:00,2017-11-23 04:00:00,4.923999786376953,15.522656479397336
12244,2017-11-23 04:00:00,2017-11-23 05:00:00,5.3460001945495605,19.870124765344567
12245,2017-11-23 05:00:00,2017-11-23 06:00:00,4.432000160217285,16.329671550441432
12246,2017-11-23 06:00:00,2017-11-23 07:00:00,4.501999855041504,16.954457411894925
12247,2017-11-23 07:00:00,2017-11-23 08:00:00,4.8540000915527335,5.291787998096361
12248,2017-11-23 08:00:00,2017-11-23 09:00:00,4.7839999198913565,20.70317258061589
12249,2017-11-23 09:00:00,2017-11-23 10:00:00,4.994999885559082,17.449079552212275
12250,2017-11-23 10:00:00,2017-11-23 11:00:00,5.697999954223633,13.049545777810586
12251,2017-11-23 11:00:00,2017-11-23 12:00:00,5.557000160217285,12.893349312447214
12252,2017-11-23 12:00:00,2017-11-23 13:00:00,6.894000053405763,5.916573859549856
12253,2017-11-23 13:00:00,2017-11-23 14:00:00,7.245999813079834,6.957883628639014
12254,2017-11-23 14:00:00,2017-11-23 15:00:00,6.61299991607666,13.101611266265042
12255,2017-11-23 15:00:00,2017-11-23 16:00:00,7.0349998474121085,36.73934302458892
12256,2017-11-23 16:00:00,2017-11-23 17:00:00,7.315999984741211,21.432089418978304
12257,2017-11-23 17:00:00,2017-11-23 18:00:00,6.894000053405763,16.56396624848649
12258,2017-11-23 18:00:00,2017-11-23 19:00:00,6.190999984741211,6.80168716327564
12259,2017-11-23 19:00:00,2017-11-23 20:00:00,6.261000156402588,6.228966790276604
12260,2017-11-23 20:00:00,2017-11-23 21:00:00,6.261000156402588,7.114080094002387
12261,2017-11-23 21:00:00,2017-11-23 22:00:00,5.908999919891357,21.874646070841195
12262,2017-11-23 22:00:00,2017-11-23 23:00:00,5.908999919891357,16.954457411894925
12263,2017-11-23 23:00:00,2017-11-24 00:00:00,5.839000225067139,17.735439738711793
12264,2017-11-24 00:00:00,2017-11-24 01:00:00,5.3460001945495605,16.485868015804805
12265,2017-11-24 01:00:00,2017-11-24 02:00:00,5.908999919891357,17.266850342621673
12266,2017-11-24 02:00:00,2017-11-24 03:00:00,5.9790000915527335,12.060301497175885
12267,2017-11-24 03:00:00,2017-11-24 04:00:00,5.3460001945495605,16.694129969622637
12268,2017-11-24 04:00:00,2017-11-24 05:00:00,5.276000022888184,8.181422607318774
12269,2017-11-24 05:00:00,2017-11-24 06:00:00,4.994999885559082,11.018991728086728
12270,2017-11-24 06:00:00,2017-11-24 07:00:00,5.908999919891357,11.018991728086728
12271,2017-11-24 07:00:00,2017-11-24 08:00:00,5.908999919891357,18.04783266943854
12272,2017-11-24 08:00:00,2017-11-24 09:00:00,5.3460001945495605,6.07277032491323
12273,2017-11-24 09:00:00,2017-11-24 10:00:00,6.050000190734862,6.645490697912266
12274,2017-11-24 10:00:00,2017-11-24 11:00:00,6.261000156402588,7.114080094002387
12275,2017-11-24 11:00:00,2017-11-24 12:00:00,7.175000190734862,7.478538513183593
12276,2017-11-24 12:00:00,2017-11-24 13:00:00,7.809000015258789,7.114080094002387
12277,2017-11-24 13:00:00,2017-11-24 14:00:00,8.020000457763674,8.46778279381829
12278,2017-11-24 14:00:00,2017-11-24 15:00:00,8.51200008392334,8.181422607318774
12279,2017-11-24 15:00:00,2017-11-24 16:00:00,8.51200008392334,8.181422607318774
12280,2017-11-24 16:00:00,2017-11-24 17:00:00,7.879000186920166,8.181422607318774
12281,2017-11-24 17:00:00,2017-11-24 18:00:00,7.456999778747559,7.582669490092509
12282,2017-11-24 18:00:00,2017-11-24 19:00:00,7.668000221252441,8.28555358422769
12283,2017-11-24 19:00:00,2017-11-24 20:00:00,7.315999984741211,7.114080094002387
12284,2017-11-24 20:00:00,2017-11-24 21:00:00,6.964000225067139,8.28555358422769
12285,2017-11-24 21:00:00,2017-11-24 22:00:00,6.964000225067139,7.842996932364797
12286,2017-11-24 22:00:00,2017-11-24 23:00:00,6.964000225067139,6.957883628639014
12287,2017-11-24 23:00:00,2017-11-25 00:00:00,6.894000053405763,6.957883628639014
12288,2017-11-25 00:00:00,2017-11-25 01:00:00,6.752999782562256,9.821485493634196
12289,2017-11-25 01:00:00,2017-11-25 02:00:00,6.752999782562256,10.914860751177812
12290,2017-11-25 02:00:00,2017-11-25 03:00:00,6.61299991607666,33.87574115959374
12291,2017-11-25 03:00:00,2017-11-25 04:00:00,6.4720001220703125,6.645490697912266
12292,2017-11-25 04:00:00,2017-11-25 05:00:00,6.541999816894531,6.020704836458772
12293,2017-11-25 05:00:00,2017-11-25 06:00:00,6.050000190734862,16.64206448116818
12294,2017-11-25 06:00:00,2017-11-25 07:00:00,6.4720001220703125,5.916573859549856
12295,2017-11-25 07:00:00,2017-11-25 08:00:00,6.894000053405763,10.602467820451064
12296,2017-11-25 08:00:00,2017-11-25 09:00:00,7.0349998474121085,20.62507434793421
12297,2017-11-25 09:00:00,2017-11-25 10:00:00,6.752999782562256,10.914860751177812
12298,2017-11-25 10:00:00,2017-11-25 11:00:00,6.964000225067139,11.852039543358055
12299,2017-11-25 11:00:00,2017-11-25 12:00:00,7.105000019073486,13.023513033583358
12300,2017-11-25 12:00:00,2017-11-25 13:00:00,7.526999950408935,10.914860751177812
12301,2017-11-25 13:00:00,2017-11-25 14:00:00,7.668000221252441,8.181422607318774
12302,2017-11-25 14:00:00,2017-11-25 15:00:00,8.159999847412111,22.889923095703125
12303,2017-11-25 15:00:00,2017-11-25 16:00:00,8.159999847412111,7.582669490092509
12304,2017-11-25 16:00:00,2017-11-25 17:00:00,7.809000015258789,25.49319751842602
12305,2017-11-25 17:00:00,2017-11-25 18:00:00,7.597000122070312,22.056875280431797
12306,2017-11-25 18:00:00,2017-11-25 19:00:00,7.315999984741211,10.741309122996286
12307,2017-11-25 19:00:00,2017-11-25 20:00:00,7.456999778747559,10.914860751177812
12308,2017-11-25 20:00:00,2017-11-25 21:00:00,7.105000019073486,11.22725368190456
12309,2017-11-25 21:00:00,2017-11-25 22:00:00,7.456999778747559,10.290074889724316
12310,2017-11-25 22:00:00,2017-11-25 23:00:00,7.456999778747559,7.270276559365761
12311,2017-11-25 23:00:00,2017-11-26 00:00:00,7.245999813079834,7.322342047820219
12312,2017-11-26 00:00:00,2017-11-26 01:00:00,7.105000019073486,7.270276559365761
12313,2017-11-26 01:00:00,2017-11-26 02:00:00,7.526999950408935,13.032190614992432
12314,2017-11-26 02:00:00,2017-11-26 03:00:00,6.401999950408936,6.80168716327564
12315,2017-11-26 03:00:00,2017-11-26 04:00:00,7.668000221252441,18.516422065528662
12316,2017-11-26 04:00:00,2017-11-26 05:00:00,6.964000225067139,7.478538513183593
12317,2017-11-26 05:00:00,2017-11-26 06:00:00,6.61299991607666,9.821485493634196
12318,2017-11-26 06:00:00,2017-11-26 07:00:00,6.894000053405763,18.662205433201144
12319,2017-11-26 07:00:00,2017-11-26 08:00:00,7.526999950408935,7.322342047820219
12320,2017-11-26 08:00:00,2017-11-26 09:00:00,6.964000225067139,8.415717305363835
12321,2017-11-26 09:00:00,2017-11-26 10:00:00,7.668000221252441,17.943701692529626
12322,2017-11-26 10:00:00,2017-11-26 11:00:00,6.894000053405763,7.738865955455881
12323,2017-11-26 11:00:00,2017-11-26 12:00:00,7.809000015258789,5.916573859549856
12324,2017-11-26 12:00:00,2017-11-26 13:00:00,9.777999877929688,10.211976657042632
12325,2017-11-26 13:00:00,2017-11-26 14:00:00,9.98900032043457,11.539646612631305
12326,2017-11-26 14:00:00,2017-11-26 15:00:00,9.777999877929688,22.44736644384023
12327,2017-11-26 15:00:00,2017-11-26 16:00:00,9.425999641418457,19.0891424385277
12328,2017-11-26 16:00:00,2017-11-26 17:00:00,8.442000389099121,9.24876512063516
12329,2017-11-26 17:00:00,2017-11-26 18:00:00,7.105000019073486,8.077291630409858
12330,2017-11-26 18:00:00,2017-11-26 19:00:00,6.3309998512268075,7.999193397728171
12331,2017-11-26 19:00:00,2017-11-26 20:00:00,5.697999954223633,5.81244288264094
12332,2017-11-26 20:00:00,2017-11-26 21:00:00,5.276000022888184,16.694129969622637
12333,2017-11-26 21:00:00,2017-11-26 22:00:00,4.923999786376953,16.668097225395407
12334,2017-11-26 22:00:00,2017-11-26 23:00:00,4.64300012588501,17.318915831076133
12335,2017-11-26 23:00:00,2017-11-27 00:00:00,4.2210001945495605,17.631308761802877
12336,2017-11-27 00:00:00,2017-11-27 01:00:00,4.079999923706056,16.87635917921324
12337,2017-11-27 01:00:00,2017-11-27 02:00:00,3.7279999256134033,14.845805129489383
12338,2017-11-27 02:00:00,2017-11-27 03:00:00,3.7279999256134033,18.698651275119268
12339,2017-11-27 03:00:00,2017-11-27 04:00:00,3.5169999599456787,3.0009065061002156
12340,2017-11-27 04:00:00,2017-11-27 05:00:00,3.3059999942779537,14.455313966080947
12341,2017-11-27 05:00:00,2017-11-27 06:00:00,3.4470000267028813,23.098185049520957
12342,2017-11-27 06:00:00,2017-11-27 07:00:00,3.377000093460083,19.037076950073242
12343,2017-11-27 07:00:00,2017-11-27 08:00:00,3.7279999256134033,9.821485493634196
12344,2017-11-27 08:00:00,2017-11-27 09:00:00,4.010000228881837,17.266850342621673
12345,2017-11-27 09:00:00,2017-11-27 10:00:00,4.2210001945495605,24.347756772427946
12346,2017-11-27 10:00:00,2017-11-27 11:00:00,4.8540000915527335,16.87635917921324
12347,2017-11-27 11:00:00,2017-11-27 12:00:00,5.065000057220459,5.6041809288231095
12348,2017-11-27 12:00:00,2017-11-27 13:00:00,6.61299991607666,16.09537685239637
12349,2017-11-27 13:00:00,2017-11-27 14:00:00,6.541999816894531,7.660767722774195
12350,2017-11-27 14:00:00,2017-11-27 15:00:00,6.4720001220703125,24.920477145426982
12351,2017-11-27 15:00:00,2017-11-27 16:00:00,6.541999816894531,16.87635917921324
12352,2017-11-27 16:00:00,2017-11-27 17:00:00,7.456999778747559,8.51984828227275
12353,2017-11-27 17:00:00,2017-11-27 18:00:00,6.964000225067139,14.802417222444001
12354,2017-11-27 18:00:00,2017-11-27 19:00:00,6.683000087738037,7.660767722774195
12355,2017-11-27 19:00:00,2017-11-27 20:00:00,6.4720001220703125,19.0891424385277
12356,2017-11-27 20:00:00,2017-11-27 21:00:00,6.261000156402588,20.130452207616855
12357,2017-11-27 21:00:00,2017-11-27 22:00:00,6.401999950408936,15.1321653159889
12358,2017-11-27 22:00:00,2017-11-27 23:00:00,6.4720001220703125,18.620553042437578
12359,2017-11-27 23:00:00,2017-11-28 00:00:00,6.823999881744385,14.715641408353239
12360,2017-11-28 00:00:00,2017-11-28 01:00:00,7.386000156402588,6.957883628639014
12361,2017-11-28 01:00:00,2017-11-28 02:00:00,7.597000122070312,14.66357591989878
12362,2017-11-28 02:00:00,2017-11-28 03:00:00,7.809000015258789,14.351182989172031
12363,2017-11-28 03:00:00,2017-11-28 04:00:00,7.948999881744385,8.623979259181667
12364,2017-11-28 04:00:00,2017-11-28 05:00:00,7.668000221252441,7.973160653500942
12365,2017-11-28 05:00:00,2017-11-28 06:00:00,7.948999881744385,14.351182989172031
12366,2017-11-28 06:00:00,2017-11-28 07:00:00,8.230999946594237,7.973160653500942
12367,2017-11-28 07:00:00,2017-11-28 08:00:00,7.948999881744385,7.947127909273713
12368,2017-11-28 08:00:00,2017-11-28 09:00:00,7.315999984741211,8.858273957226727
12369,2017-11-28 09:00:00,2017-11-28 10:00:00,7.0349998474121085,16.485868015804805
12370,2017-11-28 10:00:00,2017-11-28 11:00:00,7.526999950408935,6.957883628639014
12371,2017-11-28 11:00:00,2017-11-28 12:00:00,7.456999778747559,8.415717305363835
12372,2017-11-28 12:00:00,2017-11-28 13:00:00,7.456999778747559,11.695843077994681
12373,2017-11-28 13:00:00,2017-11-28 14:00:00,8.020000457763674,17.9176689483024
12374,2017-11-28 14:00:00,2017-11-28 15:00:00,8.581999778747559,11.695843077994681
12375,2017-11-28 15:00:00,2017-11-28 16:00:00,9.21500015258789,20.494910626798063
12376,2017-11-28 16:00:00,2017-11-28 17:00:00,9.21500015258789,9.430994330225763
12377,2017-11-28 17:00:00,2017-11-28 18:00:00,8.51200008392334,14.66357591989878
12378,2017-11-28 18:00:00,2017-11-28 19:00:00,8.230999946594237,16.64206448116818
12379,2017-11-28 19:00:00,2017-11-28 20:00:00,7.809000015258789,5.291787998096361
12380,2017-11-28 20:00:00,2017-11-28 21:00:00,7.73799991607666,32.730300413595664
12381,2017-11-28 21:00:00,2017-11-28 22:00:00,8.090000152587889,7.035981861320701
12382,2017-11-28 22:00:00,2017-11-28 23:00:00,7.879000186920166,5.6562464172775675
12383,2017-11-28 23:00:00,2017-11-29 00:00:00,8.090000152587889,7.999193397728171
12384,2017-11-29 00:00:00,2017-11-29 01:00:00,7.456999778747559,7.426473024729135
12385,2017-11-29 01:00:00,2017-11-29 02:00:00,8.230999946594237,7.322342047820219
12386,2017-11-29 02:00:00,2017-11-29 03:00:00,7.809000015258789,11.097089960768415
12387,2017-11-29 03:00:00,2017-11-29 04:00:00,5.135000228881836,15.106132571761671
12388,2017-11-29 04:00:00,2017-11-29 05:00:00,5.205999851226807,5.6041809288231095
12389,2017-11-29 05:00:00,2017-11-29 06:00:00,4.923999786376953,12.94541480090167
12390,2017-11-29 06:00:00,2017-11-29 07:00:00,4.64300012588501,21.48415490743276
12391,2017-11-29 07:00:00,2017-11-29 08:00:00,4.8540000915527335,7.452505768956364
12392,2017-11-29 08:00:00,2017-11-29 09:00:00,4.64300012588501,5.291787998096361
12393,2017-11-29 09:00:00,2017-11-29 10:00:00,4.8540000915527335,18.04783266943854
12394,2017-11-29 10:00:00,2017-11-29 11:00:00,4.501999855041504,7.114080094002387
12395,2017-11-29 11:00:00,2017-11-29 12:00:00,4.8540000915527335,21.432089418978304
12396,2017-11-29 12:00:00,2017-11-29 13:00:00,4.572999954223633,27.54110673096803
12397,2017-11-29 13:00:00,2017-11-29 14:00:00,4.994999885559082,17.05858838880384
12398,2017-11-29 14:00:00,2017-11-29 15:00:00,4.7129998207092285,16.694129969622637
12399,2017-11-29 15:00:00,2017-11-29 16:00:00,4.923999786376953,23.46264346870216
12400,2017-11-29 16:00:00,2017-11-29 17:00:00,4.361999988555908,17.449079552212275
12401,2017-11-29 17:00:00,2017-11-29 18:00:00,4.150000095367432,23.306447003338786
12402,2017-11-29 18:00:00,2017-11-29 19:00:00,4.150000095367432,16.09537685239637
12403,2017-11-29 19:00:00,2017-11-29 20:00:00,4.079999923706056,21.53622039588722
12404,2017-11-29 20:00:00,2017-11-29 21:00:00,4.361999988555908,8.181422607318774
12405,2017-11-29 21:00:00,2017-11-29 22:00:00,3.938999891281128,23.540741701383844
12406,2017-11-29 22:00:00,2017-11-29 23:00:00,3.5169999599456787,21.744482349705052
12407,2017-11-29 23:00:00,2017-11-30 00:00:00,3.799000024795532,9.613223539816364
12408,2017-11-30 00:00:00,2017-11-30 01:00:00,3.588000059127808,7.322342047820219
12409,2017-11-30 01:00:00,2017-11-30 02:00:00,3.4470000267028813,15.522656479397336
12410,2017-11-30 02:00:00,2017-11-30 03:00:00,1.758999943733215,20.494910626798063
12411,2017-11-30 03:00:00,2017-11-30 04:00:00,1.618000030517578,15.522656479397336
12412,2017-11-30 04:00:00,2017-11-30 05:00:00,2.532000064849853,19.870124765344567
12413,2017-11-30 05:00:00,2017-11-30 06:00:00,2.74399995803833,16.329671550441432
12414,2017-11-30 06:00:00,2017-11-30 07:00:00,2.74399995803833,16.954457411894925
12415,2017-11-30 07:00:00,2017-11-30 08:00:00,2.813999891281128,4.3546092059161206
12416,2017-11-30 08:00:00,2017-11-30 09:00:00,2.74399995803833,20.70317258061589
12417,2017-11-30 09:00:00,2017-11-30 10:00:00,2.884000062942505,17.475112296439505
12418,2017-11-30 10:00:00,2017-11-30 11:00:00,2.9549999237060547,13.049545777810586
12419,2017-11-30 11:00:00,2017-11-30 12:00:00,2.884000062942505,12.893349312447214
12420,2017-11-30 12:00:00,2017-11-30 13:00:00,3.1659998893737797,25.90972142606168
12421,2017-11-30 13:00:00,2017-11-30 14:00:00,3.377000093460083,33.25095529814024
12422,2017-11-30 14:00:00,2017-11-30 15:00:00,3.5169999599456787,13.101611266265042
12423,2017-11-30 15:00:00,2017-11-30 16:00:00,3.4470000267028813,36.73934302458892
12424,2017-11-30 16:00:00,2017-11-30 17:00:00,3.7279999256134033,21.432089418978304
12425,2017-11-30 17:00:00,2017-11-30 18:00:00,4.2210001945495605,6.853752651730098
12426,2017-11-30 18:00:00,2017-11-30 19:00:00,3.588000059127808,21.53622039588722
12427,2017-11-30 19:00:00,2017-11-30 20:00:00,3.236000061035156,18.82881499625541
12428,2017-11-30 20:00:00,2017-11-30 21:00:00,3.377000093460083,16.64206448116818
12429,2017-11-30 21:00:00,2017-11-30 22:00:00,3.5169999599456787,21.874646070841195
12430,2017-11-30 22:00:00,2017-11-30 23:00:00,3.86899995803833,16.954457411894925
12431,2017-11-30 23:00:00,2017-12-01 00:00:00,3.5169999599456787,17.735439738711793
12432,2017-12-01 00:00:00,2017-12-01 01:00:00,3.095000028610228,16.485868015804805
12433,2017-12-01 01:00:00,2017-12-01 02:00:00,3.236000061035156,17.266850342621673
12434,2017-12-01 02:00:00,2017-12-01 03:00:00,2.74399995803833,12.060301497175885
12435,2017-12-01 03:00:00,2017-12-01 04:00:00,3.1659998893737797,16.694129969622637
12436,2017-12-01 04:00:00,2017-12-01 05:00:00,3.025000095367432,8.181422607318774
12437,2017-12-01 05:00:00,2017-12-01 06:00:00,3.588000059127808,11.018991728086728
12438,2017-12-01 06:00:00,2017-12-01 07:00:00,3.3059999942779537,11.018991728086728
12439,2017-12-01 07:00:00,2017-12-01 08:00:00,3.3059999942779537,18.04783266943854
12440,2017-12-01 08:00:00,2017-12-01 09:00:00,3.095000028610228,17.735439738711793
12441,2017-12-01 09:00:00,2017-12-01 10:00:00,3.095000028610228,18.256094623256374
12442,2017-12-01 10:00:00,2017-12-01 11:00:00,3.095000028610228,7.478538513183593
12443,2017-12-01 11:00:00,2017-12-01 12:00:00,3.799000024795532,19.505666346163363
12444,2017-12-01 12:00:00,2017-12-01 13:00:00,4.079999923706056,7.114080094002387
12445,2017-12-01 13:00:00,2017-12-01 14:00:00,4.290999889373778,11.826006799130825
12446,2017-12-01 14:00:00,2017-12-01 15:00:00,4.150000095367432,7.114080094002387
12447,2017-12-01 15:00:00,2017-12-01 16:00:00,4.290999889373778,10.107845680133716
12448,2017-12-01 16:00:00,2017-12-01 17:00:00,4.923999786376953,12.40740475353894
12449,2017-12-01 17:00:00,2017-12-01 18:00:00,4.7129998207092285,14.92390336217107
12450,2017-12-01 18:00:00,2017-12-01 19:00:00,4.923999786376953,19.505666346163363
12451,2017-12-01 19:00:00,2017-12-01 20:00:00,4.994999885559082,19.245338903891074
12452,2017-12-01 20:00:00,2017-12-01 21:00:00,4.150000095367432,18.932945973164326
12453,2017-12-01 21:00:00,2017-12-01 22:00:00,3.799000024795532,19.037076950073242
12454,2017-12-01 22:00:00,2017-12-01 23:00:00,4.2210001945495605,18.12593090212023
12455,2017-12-01 23:00:00,2017-12-02 00:00:00,3.799000024795532,12.806573498356448
12456,2017-12-02 00:00:00,2017-12-02 01:00:00,3.799000024795532,4.484772927052265
12457,2017-12-02 01:00:00,2017-12-02 02:00:00,3.6579999923706055,10.914860751177812
12458,2017-12-02 02:00:00,2017-12-02 03:00:00,3.6579999923706055,33.87574115959374
12459,2017-12-02 03:00:00,2017-12-02 04:00:00,3.938999891281128,21.48415490743276
12460,2017-12-02 04:00:00,2017-12-02 05:00:00,4.432000160217285,6.281032278731062
12461,2017-12-02 05:00:00,2017-12-02 06:00:00,4.290999889373778,16.64206448116818
12462,2017-12-02 06:00:00,2017-12-02 07:00:00,4.432000160217285,10.914860751177812
12463,2017-12-02 07:00:00,2017-12-02 08:00:00,4.290999889373778,10.602467820451064
12464,2017-12-02 08:00:00,2017-12-02 09:00:00,4.290999889373778,20.62507434793421
12465,2017-12-02 09:00:00,2017-12-02 10:00:00,4.501999855041504,10.914860751177812
12466,2017-12-02 10:00:00,2017-12-02 11:00:00,4.923999786376953,11.852039543358055
12467,2017-12-02 11:00:00,2017-12-02 12:00:00,5.908999919891357,13.023513033583358
12468,2017-12-02 12:00:00,2017-12-02 13:00:00,6.683000087738037,10.914860751177812
12469,2017-12-02 13:00:00,2017-12-02 14:00:00,7.245999813079834,20.130452207616855
12470,2017-12-02 14:00:00,2017-12-02 15:00:00,7.0349998474121085,8.571913770727207
12471,2017-12-02 15:00:00,2017-12-02 16:00:00,7.245999813079834,23.931232864792282
12472,2017-12-02 16:00:00,2017-12-02 17:00:00,6.894000053405763,25.49319751842602
12473,2017-12-02 17:00:00,2017-12-02 18:00:00,6.3309998512268075,22.056875280431797
12474,2017-12-02 18:00:00,2017-12-02 19:00:00,6.050000190734862,10.741309122996286
12475,2017-12-02 19:00:00,2017-12-02 20:00:00,5.557000160217285,6.07277032491323
12476,2017-12-02 20:00:00,2017-12-02 21:00:00,5.416999816894531,11.22725368190456
12477,2017-12-02 21:00:00,2017-12-02 22:00:00,5.486999988555908,10.290074889724316
12478,2017-12-02 22:00:00,2017-12-02 23:00:00,5.557000160217285,17.05858838880384
12479,2017-12-02 23:00:00,2017-12-03 00:00:00,5.3460001945495605,38.301307678222656
12480,2017-12-03 00:00:00,2017-12-03 01:00:00,5.486999988555908,7.270276559365761
12481,2017-12-03 01:00:00,2017-12-03 02:00:00,5.416999816894531,15.913147642805768
12482,2017-12-03 02:00:00,2017-12-03 03:00:00,5.276000022888184,22.161006257340713
12483,2017-12-03 03:00:00,2017-12-03 04:00:00,5.135000228881836,18.516422065528662
12484,2017-12-03 04:00:00,2017-12-03 05:00:00,4.923999786376953,16.069344108169144
12485,2017-12-03 05:00:00,2017-12-03 06:00:00,4.290999889373778,9.821485493634196
12486,2017-12-03 06:00:00,2017-12-03 07:00:00,4.923999786376953,18.662205433201144
12487,2017-12-03 07:00:00,2017-12-03 08:00:00,4.8540000915527335,22.49943193229469
12488,2017-12-03 08:00:00,2017-12-03 09:00:00,4.501999855041504,19.453600857708903
12489,2017-12-03 09:00:00,2017-12-03 10:00:00,5.135000228881836,7.660767722774195
12490,2017-12-03 10:00:00,2017-12-03 11:00:00,6.894000053405763,19.453600857708903
12491,2017-12-03 11:00:00,2017-12-03 12:00:00,6.261000156402588,7.842996932364797
12492,2017-12-03 12:00:00,2017-12-03 13:00:00,6.894000053405763,21.432089418978304
12493,2017-12-03 13:00:00,2017-12-03 14:00:00,7.386000156402588,21.53622039588722
12494,2017-12-03 14:00:00,2017-12-03 15:00:00,7.456999778747559,22.44736644384023
12495,2017-12-03 15:00:00,2017-12-03 16:00:00,7.668000221252441,7.478538513183593
12496,2017-12-03 16:00:00,2017-12-03 17:00:00,7.105000019073486,23.358512491793245
12497,2017-12-03 17:00:00,2017-12-03 18:00:00,6.401999950408936,18.693444726273817
12498,2017-12-03 18:00:00,2017-12-03 19:00:00,6.3309998512268075,6.281032278731062
12499,2017-12-03 19:00:00,2017-12-03 20:00:00,6.3309998512268075,5.81244288264094
12500,2017-12-03 20:00:00,2017-12-03 21:00:00,6.61299991607666,16.694129969622637
12501,2017-12-03 21:00:00,2017-12-03 22:00:00,6.752999782562256,16.668097225395407
