checkpoint_sentences,sentence_index,retrieval_mode,recall_step,expected_word,decoded_word,raw_event_count,raw_predicted_column_count,prediction_active_cell_count,advance_success,timed_overlap_of_selected_word,column_overlap_of_selected_word,timed_overlap_of_expected_word,column_overlap_of_expected_word,expected_word_rank,number_of_ranked_candidates,top_5_candidates,stopped_reason,previous_active_cell_count,previous_winner_count,burst_cell_count
200,3,neural,3,",",chop,92,92,92,True,3,5,0,0,,75,"[{""word"": ""chop"", ""timed_overlap"": 3, ""column_overlap"": 5}, {""word"": ""bringing"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""curious"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""unfortunate"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Douglas"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,92,92,0
200,3,neural,4,splendid,wore,80,80,80,True,2,4,0,0,,69,"[{""word"": ""wore"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""However"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""talked"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""thing"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""that"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,92,92,0
200,4,neural,1,",",Rogers,94,94,94,True,2,4,0,0,,80,"[{""word"": ""Rogers"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""three"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""almost"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""confessed"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""Ideal"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,55,10,0
200,4,neural,2,the,Isabel,93,93,93,True,2,2,0,0,,73,"[{""word"": ""Isabel"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""good"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Here"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""into"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Half"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,94,94,0
200,4,neural,3,doctor,mischievous,89,89,89,True,2,4,0,0,,54,"[{""word"": ""mischievous"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""Amy"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""incidents"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Great"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""naturally"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,93,93,0
200,4,neural,4,",",frozen,94,94,94,True,2,3,0,0,,74,"[{""word"": ""frozen"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""that"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Kindly"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Head"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Skunk"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,89,89,0
200,5,neural,1,had,had,56,56,56,True,2,4,2,4,1,78,"[{""word"": ""had"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""kind"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""remorsefully"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""well"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""pleasant"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,73,10,0
200,5,neural,2,no,full,90,90,90,True,2,3,0,0,,72,"[{""word"": ""full"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""caught"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""like"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""see"", ""timed_overlap"": 1, ""column_overlap"": 5}, {""word"": ""will"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,56,56,0
200,5,neural,3,chance,merchant,93,93,93,True,1,3,0,0,,61,"[{""word"": ""merchant"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Douglas"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""on"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""danced"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""lot"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,90,90,0
200,5,neural,4,after,for,92,92,92,True,1,3,0,0,,60,"[{""word"": ""for"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""chance"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""guess"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""hall"", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""Lady"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,93,93,0
200,6,neural,1,old,terrify,76,76,76,True,2,3,1,2,23,76,"[{""word"": ""terrify"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""therefore"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""heard"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""danced"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""anxious"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,37,10,0
200,6,neural,2,pictures,sensible,89,89,89,True,2,3,0,0,,69,"[{""word"": ""sensible"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""thrifty"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""must"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""tone"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""deny"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,76,76,0
200,6,neural,3,",",caught,97,97,97,True,3,4,0,0,,55,"[{""word"": ""caught"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""wore"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""1715"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""fell"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""visitors"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,89,89,0
200,6,neural,4,sustaining,month,90,90,90,True,2,4,0,0,,59,"[{""word"": ""month"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""must"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""Head"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""helmet"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Williamson"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,97,97,0
200,7,neural,1,nice,nice,90,90,90,True,4,4,4,4,1,77,"[{""word"": ""nice"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""amiss"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""drop"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""take"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""still"", ""timed_overlap"": 2, ""column_overlap"": 3}]",completed,73,10,0
200,7,neural,2,",",thou,97,97,97,True,2,3,0,0,,76,"[{""word"": ""thou"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""wanted"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""answered"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""ought"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""Danny"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,90,90,0
200,7,neural,3,I,wish,96,96,96,True,2,2,0,0,,52,"[{""word"": ""wish"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""dear"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""need"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""marriage"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Williamson"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,97,97,0
200,7,neural,4,'m,six,94,94,94,True,2,2,0,0,,55,"[{""word"": ""six"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Johnny"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""chop"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""present"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""'ve"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,96,96,0
200,8,neural,1,certainly,fact,100,100,100,True,2,3,0,0,,57,"[{""word"": ""fact"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""guess"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""easel"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""studied"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Meadow"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,91,10,0
200,8,neural,2,",",lord,98,98,98,True,2,4,0,0,,54,"[{""word"": ""lord"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""stood"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""marriage"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""pleased"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""king"", ""timed_overlap"": 1, ""column_overlap"": 5}]",completed,100,100,0
200,8,neural,3,'',lay,92,92,92,True,2,2,0,0,,72,"[{""word"": ""lay"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""put"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""dear"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""expect"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Look"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,98,98,0
200,8,neural,4,said,pictures,94,94,94,True,2,2,1,2,38,71,"[{""word"": ""pictures"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""somehow"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""fairy"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Tegumai"", ""timed_overlap"": 1, ""column_overlap"": 5}, {""word"": ""lump"", ""timed_overlap"": 1, ""column_overlap"": 5}]",completed,92,92,0
200,9,neural,1,you,herring,95,95,95,True,2,4,2,2,4,55,"[{""word"": ""herring"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""plenty"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Jimmy"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""you"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""n't"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,82,10,0
200,9,neural,2,think,Alfin,99,99,99,True,2,3,1,2,17,50,"[{""word"": ""Alfin"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""led"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Good-bye"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""forward"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Nan"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,95,95,0
200,9,neural,3,Mrs.,Jack,92,92,92,True,2,4,0,0,,47,"[{""word"": ""Jack"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""incidents"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""thing"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""pay"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Suddenly"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,99,99,0
200,9,neural,4,Elliott,Molly,90,90,90,True,2,4,0,0,,64,"[{""word"": ""Molly"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""should"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""blades"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""could"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""made"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,92,92,0
200,10,neural,1,would,was,94,94,94,True,3,3,1,2,5,41,"[{""word"": ""was"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""does"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""heart"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Eric"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""would"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,82,10,0
200,10,neural,2,ruin,months,97,97,97,True,2,3,0,0,,69,"[{""word"": ""months"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""may"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""at"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""soft"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Well"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,94,94,0
200,10,neural,3,you,of,95,95,95,True,3,3,0,0,,61,"[{""word"": ""of"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""spoke"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""knows"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Very"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""motionless"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,97,97,0
200,10,neural,4,to,Yes,92,92,92,True,2,4,0,0,,76,"[{""word"": ""Yes"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""fell"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""hour"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""amused"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""snuff-box"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,95,95,0
200,11,neural,1,dared,III,96,96,96,True,2,4,1,1,38,61,"[{""word"": ""III"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""villagers"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""with"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Frank"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""order"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,64,10,0
200,11,neural,2,face,than,90,90,90,True,2,3,0,0,,62,"[{""word"": ""than"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""suited"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""did"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""arrived"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""And"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,96,96,0
200,11,neural,3,Bill,be,91,91,91,True,2,3,0,0,,41,"[{""word"": ""be"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""flew"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Pekoe"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""weigh"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""bad"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,90,90,0
200,11,neural,4,",",well,95,95,95,True,2,2,0,0,,63,"[{""word"": ""well"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""wind"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""hall"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""skins"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Dick"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,91,91,0
200,12,neural,1,do,Her,97,97,97,True,2,3,0,0,,65,"[{""word"": ""Her"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""told"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""had"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""caught"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""chop"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,55,10,0
200,12,neural,2,but,my,97,97,97,True,3,3,0,0,,76,"[{""word"": ""my"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""thrifty"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""thumb"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""body"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""glided"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,97,97,0
200,12,neural,3,run,even,98,98,98,True,2,4,0,0,,74,"[{""word"": ""even"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""remember"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""has"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""plenty"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""easel"", ""timed_overlap"": 1, ""column_overlap"": 5}]",completed,97,97,0
200,12,neural,4,away,denied,94,94,94,True,2,4,0,0,,67,"[{""word"": ""denied"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""Proscribed"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Chief"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""quaggi"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Emmy"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,98,98,0
200,13,neural,1,close,close,77,77,77,True,4,4,4,4,1,64,"[{""word"": ""close"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""began"", ""timed_overlap"": 2, ""column_overlap"": 5}, {""word"": ""some"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""let"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Johnny"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,64,10,0
200,13,neural,2,",",deal,87,87,87,True,3,3,0,0,,75,"[{""word"": ""deal"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""fry"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""behind"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""into"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""terrible"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,77,77,0
200,13,neural,3,almost,last,92,92,92,True,2,4,0,0,,75,"[{""word"": ""last"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""motionless"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""three"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""dragging"", ""timed_overlap"": 1, ""column_overlap"": 5}, {""word"": ""pink"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,87,87,0
200,13,neural,4,like,excuse,89,89,89,True,3,3,0,0,,52,"[{""word"": ""excuse"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""has"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""everything"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""for"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""pink"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,92,92,0
200,14,neural,1,dragging,to,74,74,74,True,4,5,2,2,5,82,"[{""word"": ""to"", ""timed_overlap"": 4, ""column_overlap"": 5}, {""word"": ""Arts"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Mary"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""sluggish"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""dragging"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,46,10,0
200,14,neural,2,so,started,90,90,90,True,2,3,0,0,,67,"[{""word"": ""started"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Dot"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""with"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""himself"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""just"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,74,74,0
200,14,neural,3,much,moment,95,95,95,True,2,3,0,0,,56,"[{""word"": ""moment"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Tegumai"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""sorry"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Why"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""let"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,90,90,0
200,14,neural,4,silver,admitted,94,94,94,True,2,2,0,0,,67,"[{""word"": ""admitted"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""pictures"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""Bill"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""praised"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""eggs"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,95,95,0
200,15,neural,1,with,And,76,76,76,True,2,4,1,1,58,77,"[{""word"": ""And"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""Wildrose"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""behind"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""old"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""awful"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,73,10,0
200,15,neural,2,alarm,have,91,91,91,True,2,3,0,0,,88,"[{""word"": ""have"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""confessed"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""tunnels"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""has"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""pursuit"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,76,76,0
