input_index,input_timestamp,target_timestamp,target,prediction,persistence_prediction,daily_seasonal_prediction
1082,2020-01-08 12:30:00,2020-01-08 12:40:00,4.48,4.588243243243242,4.5,3.77
1083,2020-01-08 12:40:00,2020-01-08 12:50:00,4.42,4.588243243243242,4.48,3.85
1084,2020-01-08 12:50:00,2020-01-08 13:00:00,4.44,4.588243243243242,4.42,4.05
1085,2020-01-08 13:00:00,2020-01-08 13:10:00,4.59,4.588243243243242,4.44,4.54
1086,2020-01-08 13:10:00,2020-01-08 13:20:00,4.7,4.588243243243242,4.59,5.04
1087,2020-01-08 13:20:00,2020-01-08 13:30:00,4.78,4.588243243243242,4.7,5.52
1088,2020-01-08 13:30:00,2020-01-08 13:40:00,4.88,4.588243243243242,4.78,5.72
1089,2020-01-08 13:40:00,2020-01-08 13:50:00,5.07,4.588243243243242,4.88,5.21
1090,2020-01-08 13:50:00,2020-01-08 14:00:00,5.15,4.588243243243242,5.07,4.96
1091,2020-01-08 14:00:00,2020-01-08 14:10:00,5.28,7.502952182952181,5.15,4.94
1092,2020-01-08 14:10:00,2020-01-08 14:20:00,5.44,4.588243243243242,5.28,4.98
1093,2020-01-08 14:20:00,2020-01-08 14:30:00,5.51,4.588243243243242,5.44,5.01
1094,2020-01-08 14:30:00,2020-01-08 14:40:00,5.57,7.502952182952181,5.51,5.07
1095,2020-01-08 14:40:00,2020-01-08 14:50:00,5.7,5.588814968814968,5.57,5.07
1096,2020-01-08 14:50:00,2020-01-08 15:00:00,5.92,5.588814968814968,5.7,5.09
1097,2020-01-08 15:00:00,2020-01-08 15:10:00,6.18,5.588814968814968,5.92,5.11
1098,2020-01-08 15:10:00,2020-01-08 15:20:00,6.43,7.502952182952181,6.18,5.06
1099,2020-01-08 15:20:00,2020-01-08 15:30:00,6.48,6.473378378378377,6.43,5.05
1100,2020-01-08 15:30:00,2020-01-08 15:40:00,6.43,6.473378378378377,6.48,5.1
1101,2020-01-08 15:40:00,2020-01-08 15:50:00,6.34,6.473378378378377,6.43,5.14
1102,2020-01-08 15:50:00,2020-01-08 16:00:00,6.16,6.473378378378377,6.34,5.14
1103,2020-01-08 16:00:00,2020-01-08 16:10:00,6.22,6.473378378378377,6.16,5.1
1104,2020-01-08 16:10:00,2020-01-08 16:20:00,6.07,6.473378378378377,6.22,5.04
1105,2020-01-08 16:20:00,2020-01-08 16:30:00,6.06,6.473378378378377,6.07,4.97
1106,2020-01-08 16:30:00,2020-01-08 16:40:00,6.05,6.067349272349271,6.06,4.94
1107,2020-01-08 16:40:00,2020-01-08 16:50:00,6.01,6.067349272349271,6.05,4.85
1108,2020-01-08 16:50:00,2020-01-08 17:00:00,6.03,6.067349272349271,6.01,4.77
1109,2020-01-08 17:00:00,2020-01-08 17:10:00,6.01,6.067349272349271,6.03,4.74
1110,2020-01-08 17:10:00,2020-01-08 17:20:00,6.01,6.067349272349271,6.01,4.8
1111,2020-01-08 17:20:00,2020-01-08 17:30:00,5.98,6.067349272349271,6.01,4.94
1112,2020-01-08 17:30:00,2020-01-08 17:40:00,5.95,6.067349272349271,5.98,4.94
1113,2020-01-08 17:40:00,2020-01-08 17:50:00,5.86,6.067349272349271,5.95,4.94
1114,2020-01-08 17:50:00,2020-01-08 18:00:00,5.91,6.067349272349271,5.86,4.98
1115,2020-01-08 18:00:00,2020-01-08 18:10:00,5.88,6.067349272349271,5.91,4.97
1116,2020-01-08 18:10:00,2020-01-08 18:20:00,5.83,6.067349272349271,5.88,4.82
1117,2020-01-08 18:20:00,2020-01-08 18:30:00,5.88,6.067349272349271,5.83,4.76
1118,2020-01-08 18:30:00,2020-01-08 18:40:00,5.79,6.067349272349271,5.88,4.8
1119,2020-01-08 18:40:00,2020-01-08 18:50:00,5.76,6.067349272349271,5.79,4.76
1120,2020-01-08 18:50:00,2020-01-08 19:00:00,5.96,6.067349272349271,5.76,4.69
1121,2020-01-08 19:00:00,2020-01-08 19:10:00,5.99,6.067349272349271,5.96,4.56
1122,2020-01-08 19:10:00,2020-01-08 19:20:00,6.03,6.067349272349271,5.99,4.54
1123,2020-01-08 19:20:00,2020-01-08 19:30:00,6.0,6.067349272349271,6.03,4.53
1124,2020-01-08 19:30:00,2020-01-08 19:40:00,5.97,6.067349272349271,6.0,4.48
1125,2020-01-08 19:40:00,2020-01-08 19:50:00,6.03,6.067349272349271,5.97,4.41
1126,2020-01-08 19:50:00,2020-01-08 20:00:00,5.93,6.067349272349271,6.03,4.39
1127,2020-01-08 20:00:00,2020-01-08 20:10:00,5.94,6.067349272349271,5.93,4.26
1128,2020-01-08 20:10:00,2020-01-08 20:20:00,5.92,6.067349272349271,5.94,4.04
1129,2020-01-08 20:20:00,2020-01-08 20:30:00,5.76,6.067349272349271,5.92,3.82
1130,2020-01-08 20:30:00,2020-01-08 20:40:00,5.77,6.067349272349271,5.76,3.59
1131,2020-01-08 20:40:00,2020-01-08 20:50:00,5.83,6.067349272349271,5.77,3.3
1132,2020-01-08 20:50:00,2020-01-08 21:00:00,5.8,6.067349272349271,5.83,3.11
1133,2020-01-08 21:00:00,2020-01-08 21:10:00,5.81,6.067349272349271,5.8,3.06
1134,2020-01-08 21:10:00,2020-01-08 21:20:00,5.79,6.067349272349271,5.81,3.06
1135,2020-01-08 21:20:00,2020-01-08 21:30:00,5.8,6.067349272349271,5.79,3.06
1136,2020-01-08 21:30:00,2020-01-08 21:40:00,5.78,6.067349272349271,5.8,2.86
1137,2020-01-08 21:40:00,2020-01-08 21:50:00,5.68,6.067349272349271,5.78,2.54
1138,2020-01-08 21:50:00,2020-01-08 22:00:00,5.6,6.067349272349271,5.68,2.17
1139,2020-01-08 22:00:00,2020-01-08 22:10:00,5.61,5.588814968814968,5.6,2.03
1140,2020-01-08 22:10:00,2020-01-08 22:20:00,5.6,5.588814968814968,5.61,1.74
1141,2020-01-08 22:20:00,2020-01-08 22:30:00,5.54,6.067349272349271,5.6,1.66
1142,2020-01-08 22:30:00,2020-01-08 22:40:00,5.54,5.588814968814968,5.54,1.63
1143,2020-01-08 22:40:00,2020-01-08 22:50:00,5.47,5.588814968814968,5.54,1.68
1144,2020-01-08 22:50:00,2020-01-08 23:00:00,5.47,6.067349272349271,5.47,1.71
1145,2020-01-08 23:00:00,2020-01-08 23:10:00,5.45,6.067349272349271,5.47,1.47
1146,2020-01-08 23:10:00,2020-01-08 23:20:00,5.37,6.067349272349271,5.45,1.48
1147,2020-01-08 23:20:00,2020-01-08 23:30:00,5.29,6.067349272349271,5.37,1.79
1148,2020-01-08 23:30:00,2020-01-08 23:40:00,5.27,6.067349272349271,5.29,1.84
1149,2020-01-08 23:40:00,2020-01-08 23:50:00,5.27,6.067349272349271,5.27,1.74
1150,2020-01-08 23:50:00,2020-01-09 00:00:00,5.27,6.067349272349271,5.27,1.58
1151,2020-01-09 00:00:00,2020-01-09 00:10:00,5.21,6.067349272349271,5.27,1.36
1152,2020-01-09 00:10:00,2020-01-09 00:20:00,5.19,6.067349272349271,5.21,1.28
1153,2020-01-09 00:20:00,2020-01-09 00:30:00,5.13,6.067349272349271,5.19,1.23
1154,2020-01-09 00:30:00,2020-01-09 00:40:00,5.07,6.067349272349271,5.13,1.05
1155,2020-01-09 00:40:00,2020-01-09 00:50:00,5.07,6.067349272349271,5.07,1.3
1156,2020-01-09 00:50:00,2020-01-09 01:00:00,5.01,6.067349272349271,5.07,1.6
1157,2020-01-09 01:00:00,2020-01-09 01:10:00,5.07,6.067349272349271,5.01,1.99
1158,2020-01-09 01:10:00,2020-01-09 01:20:00,5.07,6.067349272349271,5.07,2.05
1159,2020-01-09 01:20:00,2020-01-09 01:30:00,5.08,5.588814968814968,5.07,2.05
1160,2020-01-09 01:30:00,2020-01-09 01:40:00,5.12,5.588814968814968,5.08,2.23
1161,2020-01-09 01:40:00,2020-01-09 01:50:00,5.11,5.588814968814968,5.12,2.43
1162,2020-01-09 01:50:00,2020-01-09 02:00:00,5.07,5.588814968814968,5.11,2.69
1163,2020-01-09 02:00:00,2020-01-09 02:10:00,5.13,5.588814968814968,5.07,3.1
1164,2020-01-09 02:10:00,2020-01-09 02:20:00,5.14,5.588814968814968,5.13,3.36
1165,2020-01-09 02:20:00,2020-01-09 02:30:00,5.14,5.588814968814968,5.14,3.63
1166,2020-01-09 02:30:00,2020-01-09 02:40:00,5.19,5.588814968814968,5.14,3.7
1167,2020-01-09 02:40:00,2020-01-09 02:50:00,5.2,5.588814968814968,5.19,3.68
1168,2020-01-09 02:50:00,2020-01-09 03:00:00,5.2,5.588814968814968,5.2,3.57
1169,2020-01-09 03:00:00,2020-01-09 03:10:00,5.22,5.588814968814968,5.2,3.73
1170,2020-01-09 03:10:00,2020-01-09 03:20:00,5.3,5.588814968814968,5.22,4.02
1171,2020-01-09 03:20:00,2020-01-09 03:30:00,5.28,5.588814968814968,5.3,4.36
1172,2020-01-09 03:30:00,2020-01-09 03:40:00,5.27,5.588814968814968,5.28,4.12
1173,2020-01-09 03:40:00,2020-01-09 03:50:00,5.28,5.588814968814968,5.27,4.13
1174,2020-01-09 03:50:00,2020-01-09 04:00:00,5.21,5.588814968814968,5.28,4.36
1175,2020-01-09 04:00:00,2020-01-09 04:10:00,5.25,5.588814968814968,5.21,4.68
1176,2020-01-09 04:10:00,2020-01-09 04:20:00,5.25,5.588814968814968,5.25,4.6
1177,2020-01-09 04:20:00,2020-01-09 04:30:00,5.22,5.588814968814968,5.25,4.32
1178,2020-01-09 04:30:00,2020-01-09 04:40:00,5.27,4.588243243243242,5.22,4.09
1179,2020-01-09 04:40:00,2020-01-09 04:50:00,5.23,5.588814968814968,5.27,4.0
1180,2020-01-09 04:50:00,2020-01-09 05:00:00,5.22,5.588814968814968,5.23,4.12
1181,2020-01-09 05:00:00,2020-01-09 05:10:00,5.21,4.588243243243242,5.22,4.47
1182,2020-01-09 05:10:00,2020-01-09 05:20:00,5.25,4.588243243243242,5.21,4.61
1183,2020-01-09 05:20:00,2020-01-09 05:30:00,5.27,6.067349272349271,5.25,4.79
1184,2020-01-09 05:30:00,2020-01-09 05:40:00,5.36,6.067349272349271,5.27,5.02
1185,2020-01-09 05:40:00,2020-01-09 05:50:00,5.45,6.067349272349271,5.36,5.16
1186,2020-01-09 05:50:00,2020-01-09 06:00:00,5.47,6.067349272349271,5.45,5.4
1187,2020-01-09 06:00:00,2020-01-09 06:10:00,5.49,5.588814968814968,5.47,5.52
1188,2020-01-09 06:10:00,2020-01-09 06:20:00,5.47,5.588814968814968,5.49,5.63
1189,2020-01-09 06:20:00,2020-01-09 06:30:00,5.51,5.588814968814968,5.47,5.66
1190,2020-01-09 06:30:00,2020-01-09 06:40:00,5.62,5.588814968814968,5.51,5.61
1191,2020-01-09 06:40:00,2020-01-09 06:50:00,5.62,5.588814968814968,5.62,5.33
1192,2020-01-09 06:50:00,2020-01-09 07:00:00,5.56,5.588814968814968,5.62,5.12
1193,2020-01-09 07:00:00,2020-01-09 07:10:00,5.55,5.588814968814968,5.56,5.12
1194,2020-01-09 07:10:00,2020-01-09 07:20:00,5.44,5.588814968814968,5.55,5.14
1195,2020-01-09 07:20:00,2020-01-09 07:30:00,5.46,5.588814968814968,5.44,5.09
1196,2020-01-09 07:30:00,2020-01-09 07:40:00,5.54,5.588814968814968,5.46,5.22
1197,2020-01-09 07:40:00,2020-01-09 07:50:00,5.57,5.588814968814968,5.54,5.26
1198,2020-01-09 07:50:00,2020-01-09 08:00:00,5.63,5.588814968814968,5.57,5.27
1199,2020-01-09 08:00:00,2020-01-09 08:10:00,5.59,5.588814968814968,5.63,5.31
