column,time,segment_id,is_expected_event,total_psp,predicted_source_psp,burst_only_psp,unlabelled_psp,predicted_without_burst_crosses,burst_only_crosses,classification,contributor_count,diagnostic_label,sentence_index,phase,step,decoded_correct
9,0.2842121039496528,6264,False,1.000062538141919,0.0,1.000062538141919,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
0,0.3397676595052084,6265,False,1.000062538141934,0.0,1.000062538141934,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
34,0.3949999999999916,6266,False,1.000062538141934,0.0,1.000062538141934,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
59,0.4499999999999904,6267,False,1.0001339352033731,0.0,1.0001339352033731,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
88,0.17293741861979162,7299,False,1.0001339352033576,0.0,1.0001339352033576,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
87,0.004999999999999893,7371,False,1.000078878138213,0.0,1.000078878138213,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
71,0.0616700575086806,7372,False,1.000078878138213,0.0,1.000078878138213,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
52,0.11722561306423618,7373,False,1.000078878138213,0.0,1.000078878138213,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
69,0.17278116861979176,7374,False,1.0000788781382262,0.0,1.0000788781382262,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
96,0.3949999999999916,7377,False,1.000078878138213,0.0,1.000078878138213,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
12,0.11364040798611108,3,True,1.0001114960681967,0.0,1.0001114960681967,0.0,False,True,burst-only,20,nonpaper diagnostic,1,cue,1,
11,0.33703572591145825,7,True,1.0001675276639912,0.0,1.0001675276639912,0.0,False,True,burst-only,20,nonpaper diagnostic,1,cue,1,
81,0.5022314453124896,10,True,1.0004009210297107,0.0,1.0004009210297107,0.0,False,True,burst-only,20,nonpaper diagnostic,1,cue,1,
90,0.01703247070312508,1336,False,1.0000064289344444,0.0,1.0000064289344444,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
18,0.23458916558159748,1340,False,1.0000290407621213,0.0,1.0000290407621213,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
94,0.11874905056423612,3893,False,0.9999870142716684,0.0,0.9999870142716684,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
4,0.062346327039930705,1591,False,1.0001154069229399,0.0,1.0001154069229399,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
40,0.23340996636284728,3895,False,1.000043362314071,0.0,1.000043362314071,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
51,0.5026965332031141,1599,False,1.0002525003167777,0.0,1.0002525003167777,0.0,False,True,burst-only,19,nonpaper diagnostic,1,cue,1,
95,0.17999999999999616,2354,False,1.0000253750044983,0.0,1.0000253750044983,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
99,0.44681993272569454,3645,False,1.000241458023924,0.0,1.000241458023924,0.0,False,True,burst-only,18,nonpaper diagnostic,1,cue,1,
76,0.2840485297309028,7301,False,1.0001339352033576,0.0,1.0001339352033576,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
21,0.34176595052083325,3483,False,0.9999900268836337,0.0,0.9999900268836337,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
68,0.3916293674045137,8,True,1.0000777570903934,0.0,1.0000777570903934,0.0,False,True,burst-only,20,nonpaper diagnostic,1,cue,1,
64,0.004999999999999893,3637,False,1.0001408231000362,0.0,1.0001408231000362,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
43,0.12285671657986108,3639,False,1.0000278923172587,0.0,1.0000278923172587,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
28,0.33999999999999275,3730,False,1.0000448442291763,0.0,1.0000448442291763,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
63,0.11738186306423626,7298,False,1.0001339352033731,0.0,1.0001339352033731,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
79,0.18945231119791672,3894,False,0.9999987765359829,0.0,0.9999987765359829,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
84,0.2284929741753472,7300,False,1.0001339352033576,0.0,1.0001339352033576,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
58,0.33960408528645836,7302,False,1.0001339352033731,0.0,1.0001339352033731,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
78,0.004999999999999893,1,True,1.0000850021555732,0.0,1.0000850021555732,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
23,0.05999999999999872,2,True,1.0000850021555732,0.0,1.0000850021555732,0.0,False,True,burst-only,10,nonpaper diagnostic,1,cue,1,
5,0.009926757812499964,11,True,1.0000288642630948,0.7032843941553516,0.2967444701077433,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,2,
76,0.0624024793836806,12,True,1.0000277509993805,0.7024803441024731,0.2975474068969074,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,2,
50,0.11999999999999744,13,True,1.000045507464605,0.7035203860652164,0.2965251213993888,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,2,
83,0.23873589409722218,15,True,1.0000151361432836,0.7049287025272325,0.295086433616051,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,2,
94,0.234999999999995,633,False,1.0000142683746747,0.7030175495716697,0.29699671880300504,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,2,
78,0.34499999999999265,17,True,0.9999965259028365,0.7010284923854936,0.29896803351734286,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,2,
20,0.3949999999999916,18,True,0.9999844868912909,0.7006128317720687,0.29937165511922226,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,2,
79,0.4499999999999904,19,True,1.0000027210844404,0.4576625356575966,0.5423401854268437,0.0,False,False,burst-assisted,13,nonpaper diagnostic,1,cue,2,
1,0.22862358940972216,4920,False,1.0001339010931136,0.2500334752732771,0.7501004258198366,0.0,False,False,burst-assisted,8,nonpaper diagnostic,1,cue,2,
75,0.06410780164930552,630,False,1.0000410145372758,0.7021564570155341,0.2978845575217417,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,2,
17,0.11809475368923628,631,False,1.0000393853202332,0.7000275697241631,0.30001181559606993,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,2,
29,0.18181925455729164,632,False,0.9999852724188585,0.7031146446695097,0.29687062774934875,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,2,
80,0.2849999999999939,634,False,1.0000245284085436,0.700784452132841,0.2992400762757026,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,2,
44,0.3398360188802083,635,False,1.000091720680892,0.7017811001344456,0.29831062054644625,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,2,
23,0.40925632052951366,636,False,0.9999998345478247,0.6999998841834773,0.2999999503643474,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,2,
40,0.18999999999999595,2969,False,0.9999969350070648,0.24757205672505003,0.7524248782820148,0.0,False,False,burst-assisted,4,nonpaper diagnostic,1,cue,2,
77,0.019573974609375044,4057,False,0.9999951287635191,0.40178375709248537,0.5982113716710338,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,cue,2,
41,0.028214111328125124,2754,False,0.9999844920193581,0.3979530121301527,0.6020314798892054,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,cue,2,
56,0.0837696668836807,2755,False,0.9999844920193581,0.3979530121301527,0.6020314798892054,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,cue,2,
25,0.1836991373697916,2757,False,1.0000064289344417,0.4000025715737766,0.600003857360665,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,cue,2,
37,0.41710300021701396,2761,False,0.9999844920193581,0.3979530121301527,0.6020314798892054,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,cue,2,
63,0.46999999999999,2762,False,0.9999881822863115,0.3999952729145246,0.5999929093717868,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,cue,2,
0,0.5227856445312384,2763,False,0.9999987765359666,0.3999995106143866,0.5999992659215799,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,cue,2,
74,0.062058241102430634,4992,False,1.0000917206808921,0.7017811001344457,0.2983106205464463,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,2,
21,0.1177907986111113,4993,False,1.000100164446203,0.701824676804353,0.2982754876418501,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,2,
47,0.1696293131510418,4919,False,1.0002878941915767,0.4448134887402878,0.5554744054512889,0.0,False,False,burst-assisted,16,nonpaper diagnostic,1,cue,2,
88,0.12499999999999734,4059,False,1.000026437477796,0.35272250314139314,0.6473039343364029,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,cue,2,
46,0.3398360188802083,4996,False,1.0000917206808921,0.7017811001344457,0.2983106205464463,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,2,
13,0.3949999999999916,4997,False,1.000100164446203,0.701824676804353,0.2982754876418501,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,2,
91,0.4499999999999904,4998,False,1.0001408231000364,0.7000985761700255,0.3000422469300109,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,2,
26,0.06840101453993053,4058,False,1.000003766700961,0.4028283724519771,0.5971753942489837,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,cue,2,
98,0.2428008355034723,4061,False,0.9999939060870431,0.40182403532264743,0.5981698707643957,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,cue,2,
16,0.2949999999999937,4062,False,1.0000081500081615,0.399144883908837,0.6008632660993245,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,cue,2,
92,0.3949999999999916,2973,False,1.000004814159004,0.24472691654524156,0.7552778976137626,0.0,False,False,burst-assisted,8,nonpaper diagnostic,1,cue,2,
9,0.4549999999999903,2974,False,0.9999947958888111,0.24999869897220278,0.7499960969166084,0.0,False,False,burst-assisted,8,nonpaper diagnostic,1,cue,2,
28,0.5064343261718642,2975,False,1.0000625381419064,0.24682394558395987,0.7532385925579465,0.0,False,False,burst-assisted,8,nonpaper diagnostic,1,cue,2,
6,0.13499999999999712,2968,False,0.9999969350070633,0.24757205672504964,0.7524248782820137,0.0,False,False,burst-assisted,4,nonpaper diagnostic,1,cue,2,
95,0.24499999999999478,2970,False,0.9999969350070648,0.24757205672505003,0.7524248782820148,0.0,False,False,burst-assisted,4,nonpaper diagnostic,1,cue,2,
31,0.29902655707465287,3476,False,0.999990014608358,0.0,0.999990014608358,0.0,False,True,burst-only,4,nonpaper diagnostic,1,cue,2,
67,0.004999999999999893,21,True,1.000078878138213,0.7000552146967491,0.3000236634414639,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,3,
8,0.0616700575086806,22,True,1.000078878138213,0.7000552146967491,0.3000236634414639,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,3,
7,0.11722561306423618,23,True,1.000078878138213,0.7000552146967491,0.3000236634414639,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,3,
4,0.1994364420572916,24,False,0.9999839974153135,0.6999887981907195,0.29999519922459406,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,3,
24,0.22818901909722222,25,True,1.0001408231000193,0.700098576170013,0.30004224693000625,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,3,
30,0.2838922797309029,26,True,1.0000788781382264,0.7000552146967579,0.30002366344146836,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,3,
76,0.3414827473958333,27,True,0.9999879529275886,0.699991567049312,0.29999638587827654,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,3,
3,0.3967746310763889,28,True,1.0000448442291763,0.7000313909604234,0.3000134532687529,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,3,
99,0.4499999999999904,29,True,1.000078878138213,0.7000552146967491,0.3000236634414639,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,3,
59,0.5123669433593643,30,True,1.0000290407621049,0.7000203285334734,0.30000871222863146,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,3,
60,0.024999999999999467,1670,False,0.9999881822863115,0.3999952729145246,0.5999929093717868,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,cue,3,
40,0.1269106716579862,1672,False,0.9999969166967121,0.39999876667868484,0.5999981500180273,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,cue,3,
13,0.18246622721354155,1673,False,0.9999969166967073,0.3999987666786825,0.5999981500180248,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,cue,3,
79,0.3491328938802083,1675,False,0.9999969166967121,0.39999876667868484,0.5999981500180273,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,cue,3,
33,0.4599999999999902,1676,False,0.9999969166967121,0.39999876667868484,0.5999981500180273,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,cue,3,
16,0.5262524414062386,1677,False,0.9999881822863014,0.3999952729145205,0.5999929093717808,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,cue,3,
22,0.4772142198350693,2356,False,0.999983997415313,0.0,0.999983997415313,0.0,False,True,burst-only,3,nonpaper diagnostic,1,cue,3,
25,0.4549999999999903,1363,False,0.9999939568827492,0.0,0.9999939568827492,0.0,False,True,burst-only,5,nonpaper diagnostic,1,cue,3,
56,0.062346327039930705,32,True,1.0001154069229399,0.900103866230646,0.100011540692294,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,4,
75,0.11722561306423618,33,True,1.000078878138213,0.9000709903243918,0.1000078878138213,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,4,
25,0.17345743815104164,34,True,1.0001154069229254,0.9001038662306328,0.10001154069229265,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,4,
66,0.22901299370659722,35,True,1.0001154069229254,0.9001038662306328,0.10001154069229265,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,4,
29,0.2871979437934027,36,True,1.0000438608068334,0.90003947472615,0.10000438608068346,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,4,
81,0.33960408528645836,37,True,1.0001339352033731,0.9001205416830358,0.1000133935203373,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,4,
37,0.3949999999999916,38,True,1.00009005211924,0.900081046907316,0.100009005211924,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,4,
63,0.4599999999999902,39,True,0.9999969166967122,0.8999972250270409,0.09999969166967121,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,4,
0,0.5064343261718642,40,True,1.0000625381419062,0.9000562843277156,0.10000625381419065,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,4,
58,0.11722561306423618,43,True,1.000078878138213,0.9000709903243918,0.1000078878138213,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,5,
83,0.17499999999999627,44,True,1.0000656085129305,0.9000590476616372,0.10000656085129316,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,5,
35,0.2299999999999951,45,True,1.0000656085129305,0.9000590476616372,0.10000656085129316,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,5,
52,0.2849999999999939,46,True,0.9999900268836227,0.8999910241952603,0.09999900268836238,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,5,
32,0.4499999999999904,49,True,1.000062538141934,0.9000562843277405,0.10000625381419341,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,5,
40,0.5062707519531144,50,True,1.0001339352033731,0.9001205416830358,0.1000133935203373,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,cue,5,
48,0.01499999999999968,938,False,0.9999919638632132,0.19999839277264264,0.7999935710905706,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
1,0.0798890516493056,939,False,0.9999804850721774,0.1999960970144355,0.799984388057742,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
12,0.13736355251736132,940,False,0.9999881822863111,0.19999763645726223,0.7999905458290489,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
33,0.1778544108072917,941,False,1.0000433623140719,0.2000086724628144,0.8000346898512576,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
43,0.3595857747395834,944,False,0.9999881822863111,0.19999763645726223,0.7999905458290489,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
69,0.4621824815538196,946,False,0.9999982763014432,0.19999965526028865,0.7999986210411546,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
65,0.30403021918402784,7465,False,0.9999881822863101,0.0,0.9999881822863101,0.0,False,True,burst-only,4,nonpaper diagnostic,1,suffix,1,False
50,0.13499999999999712,1622,False,0.9999804850721774,0.1999960970144355,0.799984388057742,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
25,0.4499999999999904,886,False,1.0000625381419341,0.12766755806067245,0.8723949800812617,0.0,False,False,burst-assisted,8,nonpaper diagnostic,1,suffix,1,False
13,0.024333496093750018,1620,False,0.9999804850721774,0.1999960970144355,0.799984388057742,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
66,0.2428008355034723,773,False,0.999993906087043,0.0,0.999993906087043,0.0,False,True,burst-only,5,nonpaper diagnostic,1,suffix,1,False
62,0.01499999999999968,7241,False,1.0000008186590603,0.20000016373181206,0.8000006549272483,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
29,0.0593360731336805,52,True,1.0000022130581516,0.4108117199590245,0.5891904930991272,0.0,False,False,burst-assisted,14,nonpaper diagnostic,1,suffix,1,False
80,0.1275002712673612,7242,False,1.0000008186590603,0.20000016373181206,0.8000006549272483,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
52,0.08180799696180574,7461,False,0.9999881822863114,0.0,0.9999881822863114,0.0,False,True,burst-only,4,nonpaper diagnostic,1,suffix,1,False
73,0.40499999999999137,7245,False,1.0000008186590603,0.20000016373181206,0.8000006549272483,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
5,0.4599999999999902,7246,False,1.0000008186590603,0.20000016373181206,0.8000006549272483,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
83,0.17499999999999627,5903,False,1.0000536519320231,0.2907764694476253,0.7092771824843979,0.0,False,False,burst-assisted,7,nonpaper diagnostic,1,suffix,1,False
8,0.2843854437934026,56,True,1.0000900521192246,0.5283084405760246,0.47178161154320014,0.0,False,False,burst-assisted,11,nonpaper diagnostic,1,suffix,1,False
97,0.013768310546874885,51,True,0.999999076653997,0.6014754593896735,0.3985236172643235,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,suffix,1,False
47,0.22746839735243074,4781,False,1.0001370315843496,0.2065597171499876,0.7935773144343621,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,suffix,1,False
51,0.034999999999999254,3570,False,0.9999805859582834,0.0,0.9999805859582834,0.0,False,True,burst-only,4,nonpaper diagnostic,1,suffix,1,False
85,0.0798890516493056,1621,False,0.9999804850721774,0.1999960970144355,0.799984388057742,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
61,0.36898274739583314,3575,False,0.9999805859582834,0.0,0.9999805859582834,0.0,False,True,burst-only,4,nonpaper diagnostic,1,suffix,1,False
90,0.41499999999999115,3576,False,0.9999881822863114,0.0,0.9999881822863114,0.0,False,True,burst-only,4,nonpaper diagnostic,1,suffix,1,False
32,0.5181958007812386,3578,False,0.9999840288086725,0.0,0.9999840288086725,0.0,False,True,burst-only,4,nonpaper diagnostic,1,suffix,1,False
84,0.022785644531249982,1817,False,0.9999987765359815,0.1999997553071963,0.7999990212287852,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
77,0.07834120008680556,1818,False,0.9999987765359815,0.1999997553071963,0.7999990212287852,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
67,0.12499999999999734,1819,False,0.9999994766676802,0.19999989533353604,0.7999995813341442,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
2,0.18945231119791672,1820,False,0.9999987765359832,0.19999975530719666,0.7999990212287866,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
24,0.2849999999999939,694,False,1.000044844229165,0.0,1.000044844229165,0.0,False,True,burst-only,5,nonpaper diagnostic,1,suffix,1,False
39,0.06900037977430551,2127,False,0.9999965501893776,0.19999931003787552,0.7999972401515021,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
44,0.2319475640190971,3123,False,1.000037060172036,0.333345686724012,0.666691373448024,0.0,False,False,burst-assisted,6,nonpaper diagnostic,1,suffix,1,False
40,0.3999999999999915,3126,False,1.000027892317259,0.33334263077241966,0.6666852615448393,0.0,False,False,burst-assisted,6,nonpaper diagnostic,1,suffix,1,False
19,0.13736355251736132,7462,False,0.9999881822863114,0.0,0.9999881822863114,0.0,False,True,burst-only,4,nonpaper diagnostic,1,suffix,1,False
72,0.19291910807291668,7463,False,0.9999881822863101,0.0,0.9999881822863101,0.0,False,True,burst-only,4,nonpaper diagnostic,1,suffix,1,False
95,0.012432861328125044,5900,False,1.0000218255158257,0.33564746392745703,0.6643743615883686,0.0,False,False,burst-assisted,6,nonpaper diagnostic,1,suffix,1,False
49,0.41499999999999115,7466,False,0.9999881822863114,0.0,0.9999881822863114,0.0,False,True,burst-only,4,nonpaper diagnostic,1,suffix,1,False
0,0.46999999999999,7467,False,0.9999881822863114,0.0,0.9999881822863114,0.0,False,True,burst-only,4,nonpaper diagnostic,1,suffix,1,False
60,0.3491328938802083,2132,False,0.9999969166967121,0.19999938333934242,0.7999975333573697,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
36,0.17499999999999627,54,True,0.9999839529633286,0.6010402236971184,0.39894372926621025,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,suffix,1,False
3,0.23452324761284715,55,True,0.9999965259028413,0.6013724812130486,0.3986240446897926,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,suffix,1,False
98,0.3967746310763889,58,True,1.000044844229176,0.6000269065375057,0.40001793769167043,0.0,False,False,burst-assisted,10,nonpaper diagnostic,1,suffix,1,False
86,0.18999999999999595,1623,False,0.9999804850721755,0.19999609701443488,0.7999843880577406,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
59,0.24655571831597212,1624,False,0.9999804850721755,0.19999609701443488,0.7999843880577406,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
56,0.4599999999999902,1628,False,0.9999969166967121,0.19999938333934242,0.7999975333573697,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
41,0.1269106716579862,2128,False,0.9999969166967121,0.19999938333934242,0.7999975333573697,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
63,0.18703409830729156,2129,False,0.9999998345478273,0.19999996690956545,0.7999998676382618,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
99,0.2949999999999937,2131,False,0.9999957498749351,0.19999914997498702,0.7999965998999481,0.0,False,False,burst-assisted,5,nonpaper diagnostic,1,suffix,1,False
