diagnostic_only,offline_analysis_only,match_overlap_decomposition,uses_ground_truth_for_analysis_only,ground_truth_does_not_affect_matching,ground_truth_does_not_affect_prediction,ground_truth_does_not_affect_model,source_trace_does_not_affect_matching,source_trace_does_not_affect_learning,counterfactual_L_match_does_not_affect_model,context_variants_do_not_affect_model,uses_compensation,stream_label,actual_record_index,timestamp,field,encoded_column,encoded_value,observe_scenario,scenario_assignment_reason,previous_winner_count,previous_winner_unique_column_count,previous_winner_unique_neuron_count,predicted_cell_count,burst_cell_count,active_cell_count,winner_only_context_count,predicted_only_context_count,burst_only_context_count,predicted_and_burst_context_count,neuron_count,neurons_with_segments,existing_segment_count,existing_synapse_count,segment_age_mean,segment_age_max,segment_weight_sum_mean,segment_overlap_max,segment_overlap_mean,segment_overlap_median,segments_overlap_0,segments_overlap_1,segments_overlap_2,segments_overlap_3,segments_overlap_4_or_more,segments_meeting_L_match,eligible_matching_segments,best_matching_segment_id,best_matching_neuron,best_matching_overlap,L_match,gap_to_L_match,matching_ambiguity_count,multiple_segments_meet_L_match,multiple_neurons_meet_L_match,best_segment_source_count,best_segment_source_active_count,best_segment_source_retention,best_segment_creation_current_jaccard,best_segment_current_context_jaccard,selected_winner_neuron,selected_segment_id,reinforced_segment_id,created_segment_id,created_new_segment,selected_existing_segment,reference_applicability
True,True,True,True,True,True,True,True,True,True,True,False,original,0,2014-07-01 00:00:00,passenger,219,10844.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,24,,,,False,False,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,0,2014-07-01 00:00:00,passenger,217,10844.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,17,,,,False,False,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,0,2014-07-01 00:00:00,passenger,220,10844.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,7,,,,False,False,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,0,2014-07-01 00:00:00,passenger,216,10844.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,31,,,,False,False,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,0,2014-07-01 00:00:00,passenger,221,10844.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,25,,,,False,False,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,0,2014-07-01 00:00:00,passenger,215,10844.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,6,,,,False,False,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,0,2014-07-01 00:00:00,passenger,222,10844.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,5,,,,False,False,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,0,2014-07-01 00:00:00,passenger,214,10844.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,31,,,,False,False,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,0,2014-07-01 00:00:00,passenger,223,10844.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,12,,,,False,False,PREEXISTING
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,weekday,4,1.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,30,8aeed2abd0f847e0b8500715486ecfcc55670f2b3385c6aeb419a3a0678f1913,,8aeed2abd0f847e0b8500715486ecfcc55670f2b3385c6aeb419a3a0678f1913,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,weekday,5,1.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,10,64080601c3be5fe7030e7eb69924a6cafe76e2b467b4a5630a9f7de522aa39db,,64080601c3be5fe7030e7eb69924a6cafe76e2b467b4a5630a9f7de522aa39db,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,weekday,3,1.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,4,69f0cb4491a1fd577b6c1af78119fa843dac41862a4e9483fd3c8e414791a45f,,69f0cb4491a1fd577b6c1af78119fa843dac41862a4e9483fd3c8e414791a45f,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,weekday,6,1.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,29,d0ca4df7b4ef8ef8330fc3c3fb6df6da237f2c8759fa1a08b551c3b0267a5cc1,,d0ca4df7b4ef8ef8330fc3c3fb6df6da237f2c8759fa1a08b551c3b0267a5cc1,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,weekday,2,1.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,15,62de03d338e81fffb1fe886b83637755e48f7109d103cb5c35e3be82a6942085,,62de03d338e81fffb1fe886b83637755e48f7109d103cb5c35e3be82a6942085,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,weekday,7,1.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,1,82cd778248b58abce2dd437ff3430d422a5f31f0857456cb0806c4bbf75c2f84,,82cd778248b58abce2dd437ff3430d422a5f31f0857456cb0806c4bbf75c2f84,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,weekday,1,1.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,15,096eb71f46b469fc4f1cc7d4ed984088c225a66b3cfbaad900f9fc8fd6e6985c,,096eb71f46b469fc4f1cc7d4ed984088c225a66b3cfbaad900f9fc8fd6e6985c,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,weekday,8,1.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,29,8707a46b07890e9f3d4b42af5e0aab7361dc144e7986f25d90e421a33089bd83,,8707a46b07890e9f3d4b42af5e0aab7361dc144e7986f25d90e421a33089bd83,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,weekday,0,1.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,4,b8ff4e0cd1bf15ed47968cde6ad2530bfe3d56b991c289d66df5ed3a4ea01ca1,,b8ff4e0cd1bf15ed47968cde6ad2530bfe3d56b991c289d66df5ed3a4ea01ca1,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,weekday,9,1.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,19,1928f40ce31bf6bd47fb15c046e5d7db5c6f2744acdbf86090d49adc6860aaca,,1928f40ce31bf6bd47fb15c046e5d7db5c6f2744acdbf86090d49adc6860aaca,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,time,31,1.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,22,bffe621e78060b68c266493b0df908ba44e6951ea871984a68d563436e779dfe,,bffe621e78060b68c266493b0df908ba44e6951ea871984a68d563436e779dfe,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,time,32,1.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,1,68ca06883ddb7152ee654d2c537af704603f82bb9a6d80b9a5ca06e77009b3af,,68ca06883ddb7152ee654d2c537af704603f82bb9a6d80b9a5ca06e77009b3af,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,time,30,1.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,7,f92d99fc5f43733b1a1af5e3005110b6e6c724cd74bb3643ef6da6cc6507b5e3,,f92d99fc5f43733b1a1af5e3005110b6e6c724cd74bb3643ef6da6cc6507b5e3,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,time,33,1.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,20,1621c94e3dd2ae5e2294249b8f0e3357af072c9ce07b4a7f76150b09d7184fc2,,1621c94e3dd2ae5e2294249b8f0e3357af072c9ce07b4a7f76150b09d7184fc2,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,time,87,1.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,23,59ffd8d0e7f60ba0a611d2c795604a8f92933029950cfb22a632680fb8009068,,59ffd8d0e7f60ba0a611d2c795604a8f92933029950cfb22a632680fb8009068,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,time,34,1.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,7,9853ed3dc78da9e89a0e506f54eaf3ab3d598e77b7b6599b037fdc8a5fe05899,,9853ed3dc78da9e89a0e506f54eaf3ab3d598e77b7b6599b037fdc8a5fe05899,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,time,86,1.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,3,3fe49e88e74329726f4808a28d07837ab0c88a6310a00738512eba0c9b16a84e,,3fe49e88e74329726f4808a28d07837ab0c88a6310a00738512eba0c9b16a84e,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,time,35,1.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,15,3ab23e994313cb9467254f7704918dde71159eafb10b365e9ce95d4737a51177,,3ab23e994313cb9467254f7704918dde71159eafb10b365e9ce95d4737a51177,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,time,85,1.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,5,4566cb856d36b37232e8d491e8577751898a6ed51560b9ebe7fc1300e693376c,,4566cb856d36b37232e8d491e8577751898a6ed51560b9ebe7fc1300e693376c,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,time,36,1.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,31,65aacf9bb4293a3c1e3d205812f6dad728c357e5c82db051471eed042016bee4,,65aacf9bb4293a3c1e3d205812f6dad728c357e5c82db051471eed042016bee4,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,passenger,186,8127.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,10,1516c25b549a5dfde1c657dc589c223b96e970a93816747f7738da82e1166cd9,,1516c25b549a5dfde1c657dc589c223b96e970a93816747f7738da82e1166cd9,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,passenger,185,8127.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,25,f5c0f33c9b8dcdb8312dbbef86076d86674f0bd0c7c2e4d9d8d524c62e6eea50,,f5c0f33c9b8dcdb8312dbbef86076d86674f0bd0c7c2e4d9d8d524c62e6eea50,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,passenger,187,8127.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,1,8dd6fa53dfcd23e3c30b2f740c64d61217622864af3e21f57717eba16b38e19e,,8dd6fa53dfcd23e3c30b2f740c64d61217622864af3e21f57717eba16b38e19e,True,False,POST_OBSERVATION_CREATED
True,True,True,True,True,True,True,True,True,True,True,False,original,1,2014-07-01 00:30:00,passenger,184,8127.0,scenario3,NO_EXISTING_SEGMENT_IN_COLUMN,30,30,18,0,960,960,30,0,960,0,32,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,4,4,0,False,False,0,0,0.0,0.0,0.0,5,6b2d4c0b37ffe866651ad2e87106892ff86bfac595f356bf96c766a39c8fbe96,,6b2d4c0b37ffe866651ad2e87106892ff86bfac595f356bf96c766a39c8fbe96,True,False,POST_OBSERVATION_CREATED
