diagnostic_label,sentence_index,cue_transition,current_word,expected_next_word,previous_active_cell_count,previous_winner_count,burst_column_count,burst_cell_count,raw_event_count,raw_predicted_column_count,prediction_active_cell_count,number_of_ranked_candidates,expected_word_rank,timed_overlap_of_expected_word,column_overlap_of_expected_word,expected_word_present,selected_word,selected_word_correct,accepted_segment_count,mean_contributors,median_contributors,two_contributor_fraction,three_contributor_fraction,four_plus_contributor_fraction,average_threshold_margin
nonpaper diagnostic,3,3->4,before,she,10,10,0,0,10,10,10,8,1,10,10,True,she,True,10.0,10.0,10.0,0.0,0.0,1.0,3.920931186110485
nonpaper diagnostic,3,4->5,she,had,10,10,0,0,10,10,10,14,1,10,10,True,had,True,10.0,10.0,10.0,0.0,0.0,1.0,3.9999300813965504
nonpaper diagnostic,3,5->6,had,been,10,10,1,10,9,9,9,12,1,9,9,True,been,True,9.0,10.0,10.0,0.0,0.0,1.0,3.898820384194976
nonpaper diagnostic,3,6->7,been,a,19,10,0,0,15,15,15,10,1,10,10,True,a,True,15.0,7.4,10.0,0.26666666666666666,0.06666666666666667,0.6666666666666666,2.785280400289282
nonpaper diagnostic,4,1->2,When,the,100,10,6,56,35,35,35,12,1,4,5,True,the,True,35.0,3.2857142857142856,2.0,0.5142857142857142,0.37142857142857144,0.11428571428571428,0.5503167652552801
nonpaper diagnostic,4,2->3,the,plum,64,10,4,36,54,54,54,18,,0,0,False,moment,False,54.0,5.7407407407407405,6.0,0.09259259259259259,0.1111111111111111,0.7962962962962963,1.7776551593453473
nonpaper diagnostic,4,3->4,plum,pudding,46,10,0,0,28,28,28,13,1,10,10,True,pudding,True,28.0,4.857142857142857,2.0,0.6428571428571429,0.0,0.35714285714285715,1.3885380274557237
nonpaper diagnostic,4,4->5,pudding,came,10,10,0,0,10,10,10,8,1,10,10,True,came,True,10.0,10.0,10.0,0.0,0.0,1.0,3.897931507736061
nonpaper diagnostic,4,5->6,came,on,10,10,3,30,7,7,7,8,1,7,7,True,on,True,7.0,10.0,10.0,0.0,0.0,1.0,3.9227883029978616
nonpaper diagnostic,4,6->7,on,",",37,10,0,0,26,26,26,14,1,8,8,True,",",True,26.0,5.461538461538462,4.0,0.19230769230769232,0.0,0.8076923076923077,1.7126543741607594
nonpaper diagnostic,5,1->2,Everybody,laughed,100,10,3,28,33,33,33,14,1,7,7,True,laughed,True,33.0,4.303030303030303,3.0,0.18181818181818182,0.6060606060606061,0.21212121212121213,1.0325853762009456
nonpaper diagnostic,5,2->3,laughed,",",37,10,2,20,13,13,13,14,1,8,8,True,",",True,13.0,6.923076923076923,10.0,0.38461538461538464,0.0,0.6153846153846154,2.409952315512448
nonpaper diagnostic,5,3->4,",",and,28,10,1,9,29,29,29,14,1,8,8,True,and,True,29.0,5.551724137931035,4.0,0.13793103448275862,0.10344827586206896,0.7586206896551724,2.0368540846109946
nonpaper diagnostic,5,4->5,and,poor,19,10,2,18,29,29,29,14,,0,0,False,he,False,29.0,6.137931034482759,9.0,0.3793103448275862,0.034482758620689655,0.5862068965517241,2.0282335155051388
nonpaper diagnostic,5,5->6,poor,Rogers,28,10,0,0,15,15,15,15,1,10,10,True,Rogers,True,15.0,6.2,9.0,0.4,0.0,0.6,2.046624062930965
nonpaper diagnostic,5,6->7,Rogers,had,10,10,0,0,10,10,10,14,1,10,10,True,had,True,10.0,10.0,10.0,0.0,0.0,1.0,3.9859302771686402
