record_index,timestamp,actual,decoded,signed_error,absolute_error,absolute_percentage_error,code_sha256
10,2014-07-01 05:00:00,2515.0,2536.3825363825363,21.382536382536273,21.382536382536273,0.008502002537787783,d5e3956db3362457f60266fbe9973573b42d4a2d0e9721404ca7db92a1f6d10c
11,2014-07-01 05:30:00,4364.0,4407.484407484408,43.48440748440771,43.48440748440771,0.009964346352980685,98e0ab19a6090d9e1850a3efbfeade66bb29b1421c72af4d287f4de35645d627
12,2014-07-01 06:00:00,6526.0,6528.066528066528,2.066528066528008,2.066528066528008,0.0003166607518430904,bc14c5bc8b7b963a5457656ce67b68ab9532fc9f5896e439c3a549bf5ee3f05c
13,2014-07-01 06:30:00,11039.0,11060.29106029106,21.291060291059694,21.291060291059694,0.001928712772086212,ec49a7d1cf7f0297ebeda7b0ad0f9f12e15f95dbb82719780ef907db0430e2e9
14,2014-07-01 07:00:00,13857.0,13887.733887733888,30.73388773388797,30.73388773388797,0.0022179322893763416,6df5e9f65d8ca0a6e7e62756da5152e7a3214fdd9acec69e5b6a1367bfecf346
15,2014-07-01 07:30:00,15865.0,15883.575883575884,18.57588357588429,18.57588357588429,0.0011708719556182976,604eb227fc9cc84e6223adfa5e7e855c6971a365176204d7ceaaaaa5870aabdf
16,2014-07-01 08:00:00,17920.0,17920.99792099792,0.9979209979210282,0.9979209979210282,5.5687555687557374e-05,55cecb10ab7a47571a34bc2cf48624f835b0ffe05a22675ae6500406dc204d7e
17,2014-07-01 08:30:00,20346.0,20374.220374220375,28.22037422037465,28.22037422037465,0.001387023209494478,edbd0cf08cd802ca59a64b89a1a86315f7e69309cc15c6ca8ea0bd2c6a7fb1a7
18,2014-07-01 09:00:00,19539.0,19563.409563409565,24.409563409564726,24.409563409564726,0.001249273934672436,824d795d43c3a92c5637bf2dab7798527b3bab112889a292a79a658b659b284f
19,2014-07-01 09:30:00,20107.0,20124.740124740125,17.740124740124884,17.740124740124884,0.0008822860068694924,6b46c1a4e2add88186fdc8c8b392394068a2e1ef1524707813688f8180ac9b16
20,2014-07-01 10:00:00,18984.0,19002.079002079,18.07900207900093,18.07900207900093,0.0009523283859566439,061ef2d3e8f8b92a454926fb3198a18a761befd2842e02f10d00bdde15202e39
21,2014-07-01 10:30:00,17720.0,17754.677754677756,34.67775467775573,34.67775467775573,0.0019569838982932126,b39c3fc1a27b733d873b0c7d55d656d8d8e53d0998a795d73229f3faaefdad5f
22,2014-07-01 11:00:00,17249.0,17255.717255717256,6.717255717256194,6.717255717256194,0.000389428704113641,cc9c9637a3849878603a97bf2839b4e6eb8af335b98862568a5b3a201d20c379
23,2014-07-01 11:30:00,18463.0,18503.118503118505,40.11850311850503,40.11850311850503,0.002172913563261931,ff532509d49c4326ca7f007d3919fe2615420d0d5f5bdf7482c237f36741b436
24,2014-07-01 12:00:00,18908.0,18918.91891891892,10.918918918920099,10.918918918920099,0.0005774761433742383,297e2d3a14fb2c9836b41df77d7f74efdf23a9910577625d909739ee8e899f78
25,2014-07-01 12:30:00,18886.0,18918.91891891892,32.9189189189201,32.9189189189201,0.0017430328772064015,297e2d3a14fb2c9836b41df77d7f74efdf23a9910577625d909739ee8e899f78
26,2014-07-01 13:00:00,18178.0,18212.05821205821,34.05821205821121,34.05821205821121,0.0018735951181764337,e2083a8310c26baa62388d124d206cf164830074eec463c37dd295e76b09d3e7
27,2014-07-01 13:30:00,19459.0,19438.66943866944,-20.33056133056016,20.33056133056016,0.001044789625908842,efcbc9b253510fee64c9ab6f351050c1de4b8a6b65d65bef3d7bec4d8d390023
28,2014-07-01 14:00:00,19546.0,19542.619542619545,-3.380457380455482,3.380457380455482,0.00017294880694031936,42ef3bb276cdb93857e67b8e49339c211c8375941d9b76f34dcd177886106ec1
29,2014-07-01 14:30:00,20591.0,20602.910602910604,11.910602910604212,11.910602910604212,0.0005784373226460207,17dc4b2f7058356158083b84ab073c0df960821aa7e00ed803c9bd2ffc6605c8
30,2014-07-01 15:00:00,19380.0,19417.87941787942,37.879417879419634,37.879417879419634,0.0019545623260794447,60a3d85058e712a942a1a839f0c88e13626850477195ce677e4437fc93ad4aa1
31,2014-07-01 15:30:00,18544.0,18523.908523908525,-20.09147609147476,20.09147609147476,0.001083448883276249,455c6e20c86b64c2cbc2f32ad40123f8d850a6d439433963a6d1beff1736c5f2
32,2014-07-01 16:00:00,16228.0,16257.796257796257,29.796257796257123,29.796257796257123,0.0018361016635603355,c11c47ceffbcbef0439b21adb2d0de99fd1c7973cc5cd12c22d651df72b18d99
33,2014-07-01 16:30:00,15013.0,15051.975051975052,38.97505197505234,38.97505197505234,0.0025960868563946137,6142fb2927c5cd369a309e4d16fc62c7d8e06a984bdbc21ca0412ca6115282af
34,2014-07-01 17:00:00,17203.0,17214.137214137216,11.137214137215778,11.137214137215778,0.0006473995313152228,7e7c49af265de53755f314dce846c4cb2f120ce6014c1540411bd219b058099b
35,2014-07-01 17:30:00,19525.0,19563.409563409565,38.409563409564726,38.409563409564726,0.001967199150297809,824d795d43c3a92c5637bf2dab7798527b3bab112889a292a79a658b659b284f
36,2014-07-01 18:00:00,22966.0,22993.762993762994,27.762993762993574,27.762993762993574,0.0012088737160582414,7dd7f577806a81a166849acf6ba5c9526bdad3ee03b6b3c37c7e0f5dd72f8849
37,2014-07-01 18:30:00,27598.0,27609.14760914761,11.147609147610638,11.147609147610638,0.00040392815231577063,063d73031b22c242e57cdda9387876f7c75b8dd14b693b121a5132666c6be994
38,2014-07-01 19:00:00,26827.0,26839.91683991684,12.916839916841127,12.916839916841127,0.00048148655894588013,df533545a2edabd908bae9ec5c7bb4561e111a02ba9809db93307946337fc48c
39,2014-07-01 19:30:00,24904.0,24864.864864864867,-39.13513513513317,39.13513513513317,0.0015714397339838247,c8008a4254a8e413c3d3c82560207d214d2919cfe4e26ae2144892209190f0e9
40,2014-07-01 20:00:00,22875.0,22910.60291060291,35.602910602909105,35.602910602909105,0.0015564113924769008,9d38f06eb157df5b60afebbe772973d947df0443c74eacf31c9645d94d0b3f46
41,2014-07-01 20:30:00,20394.0,20415.800415800415,21.800415800415067,21.800415800415067,0.0010689622340107417,e13f2a84f3543469d383d92057c53b44af308acc452c1efbb50a79be90e8ceb9
42,2014-07-01 21:00:00,23401.0,23409.56340956341,8.56340956340864,8.56340956340864,0.0003659420351014333,001db44774bbf702feb22f473d8b2a7adb6cbda60b8809d8c6f442961fde3e4f
43,2014-07-01 21:30:00,24439.0,24449.064449064448,10.064449064448127,10.064449064448127,0.00041181918509137556,9e894aa0787582754e30fe6d10ee6d27d29c6179fc0b65bf9f734be5986b387a
44,2014-07-01 22:00:00,23318.0,23326.403326403328,8.40332640332781,8.40332640332781,0.0003603793808786264,645c09ab6da8928872b1a16f0178298888876d9df46294ea98eac5eee303832b
45,2014-07-01 22:30:00,21733.0,21787.94178794179,54.94178794178879,54.94178794178879,0.0025280351512349327,eeb35c760d9814d3a237a4289b9bfbf163a238592102bb507d8d3fb9ddc057ae
46,2014-07-01 23:00:00,20104.0,20124.740124740125,20.740124740124884,20.740124740124884,0.0010316417001653842,6b46c1a4e2add88186fdc8c8b392394068a2e1ef1524707813688f8180ac9b16
47,2014-07-01 23:30:00,16111.0,16091.476091476092,-19.523908523908176,19.523908523908176,0.0012118371624299036,12af058fea86f093358b04e759b73cb9b1aa76e4cf5590308104a080aedbdb0a
48,2014-07-02 00:00:00,13370.0,13388.773388773388,18.773388773388433,18.773388773388433,0.0014041427653992845,57a6ee6c1f136ceecd9aa9fc498bb2c0981ce40ce1c1d00c2d711f31b2ac6345
49,2014-07-02 00:30:00,9945.0,9979.20997920998,34.20997920997979,34.20997920997979,0.003439917467066847,a313891986f8f3574fc5dd3d2d64037153df431198b8683d358e724b908e1734
50,2014-07-02 01:00:00,7571.0,7609.147609147609,38.14760914760882,38.14760914760882,0.005038648678854685,927ca9e6af26ce55744c2d0cda647f715fd33135c2aea1910b8ac9f7093c3e79
51,2014-07-02 01:30:00,5917.0,5945.945945945946,28.945945945945823,28.945945945945823,0.0048919969487824615,c5ffa16d4acf51923d1b07260c472f64cda65fe08030ae1ada68fa65d5c59f49
52,2014-07-02 02:00:00,4820.0,4823.284823284824,3.2848232848236876,3.2848232848236876,0.0006814986068098937,ddd8b36a067f45e98398e0de6e3c056faead6a55e92b60354192da9311a28543
53,2014-07-02 02:30:00,3634.0,3679.83367983368,45.83367983367998,45.83367983367998,0.012612460053296637,fc48e22de9fbb6ef65f635953f50b6215e2a01c171ee7b5874977f7a90f8859a
54,2014-07-02 03:00:00,2993.0,2993.7629937629936,0.7629937629935739,0.7629937629935739,0.00025492608185552083,0f106f806850437bf7863bc41acb785a747fdd430d93a4f8270e584eba69df9f
55,2014-07-02 03:30:00,2535.0,2536.3825363825363,1.3825363825362729,1.3825363825362729,0.0005453792436040524,d5e3956db3362457f60266fbe9973573b42d4a2d0e9721404ca7db92a1f6d10c
56,2014-07-02 04:00:00,2570.0,2577.962577962578,7.962577962578052,7.962577962578052,0.0030982793628708373,85c6ab18a2218d4783a168c0725eb93333729343a6d5cd873bbcd636fd84bafd
57,2014-07-02 04:30:00,2485.0,2494.802494802495,9.802494802494948,9.802494802494948,0.003944665916496961,440ccf8a0caf5a8cb91f0cf890b6ad89a17fd661b679ce4ef143cea8b1549754
58,2014-07-02 05:00:00,2868.0,2869.022869022869,1.0228690228691448,1.0228690228691448,0.0003566488922137883,b716d24dcfe946675b29b92365c08a0e8ebaa83561e987ed568e3894aea78101
59,2014-07-02 05:30:00,4482.0,4490.64449064449,8.64449064449036,8.64449064449036,0.0019287127720862029,a971b082882c2fd84799c23f11184ed62a24fe4c5bc1f388a09fe67fc52a3f1b
60,2014-07-02 06:00:00,6788.0,6819.126819126819,31.1268191268191,31.1268191268191,0.004585565575547893,0108144c0ec5bed4c7d48f9e4d1f96f98892e8c8607847263bde21b3e8a627dd
61,2014-07-02 06:30:00,11078.0,11101.871101871102,23.871101871101928,23.871101871101928,0.0021548205335892696,151858423b84fe80a1e6e142bfb4ca3cadd83b9d5639dcddbb4f386cb656cb44
62,2014-07-02 07:00:00,13729.0,13762.993762993763,33.993762993763085,33.993762993763085,0.002476055283980121,db09d342bf2fc6a7406ad20bd3dcd1fb077665e39b151bf90657060c80af51b9
63,2014-07-02 07:30:00,16700.0,16715.176715176716,15.176715176716243,15.176715176716243,0.0009087853399231283,8d66cce402f08956afda5cfd4468e06185c445f4d27b1f507499668a8d484a4c
64,2014-07-02 08:00:00,19156.0,19168.39916839917,12.399168399169866,12.399168399169866,0.000647273355563263,a509595404087bb16479624abcf6561837b4e3e2f201cf59dba77bf566227b94
65,2014-07-02 08:30:00,19953.0,19958.41995841996,5.419958419959585,5.419958419959585,0.0002716362662236047,4b8f492bc136f2e3b9839589679e7bc2c5bc3d1cc069dcdd754abf2274139497
66,2014-07-02 09:00:00,19502.0,19563.409563409565,61.409563409564726,61.409563409564726,0.0031488854173707683,824d795d43c3a92c5637bf2dab7798527b3bab112889a292a79a658b659b284f
67,2014-07-02 09:30:00,18994.0,19002.079002079,8.07900207900093,8.07900207900093,0.00042534495519642676,061ef2d3e8f8b92a454926fb3198a18a761befd2842e02f10d00bdde15202e39
68,2014-07-02 10:00:00,17311.0,17338.87733887734,27.877338877340662,27.877338877340662,0.0016103829286199908,8004c8553c3b508cea2aa63d33af468efab72a89bc13f3b5cdfbb65e4a27cfcf
69,2014-07-02 10:30:00,17904.0,17920.99792099792,16.997920997921028,16.997920997921028,0.0009493923703039001,55cecb10ab7a47571a34bc2cf48624f835b0ffe05a22675ae6500406dc204d7e
70,2014-07-02 11:00:00,17133.0,17172.55717255717,39.557172557171725,39.557172557171725,0.002308829309354563,ddd7fc16e65c0c76a469ae006e339d2097e2dd911f64cd25ea23096edec33ef4
71,2014-07-02 11:30:00,18589.0,18648.64864864865,59.64864864865012,59.64864864865012,0.003208814279877891,a85cb3834fc71132f2da95482e935d398ebecb515a0789441d1453ef2caf0f06
72,2014-07-02 12:00:00,19134.0,19168.39916839917,34.39916839916987,34.39916839916987,0.0017978033029774155,a509595404087bb16479624abcf6561837b4e3e2f201cf59dba77bf566227b94
73,2014-07-02 12:30:00,19259.0,19293.139293139295,34.13929313929475,34.13929313929475,0.0017726410062461576,868e31a84ee25a508d4cc92502f3b92ec2461953043411c7ecda0879b4838429
74,2014-07-02 13:00:00,18667.0,18627.85862785863,-39.141372141370084,39.141372141370084,0.002096821778613065,1f9552f1ec30ae7f7189e707948dad12c06d0174ab3fb42e7aee6a860ab8d3cc
75,2014-07-02 13:30:00,19078.0,19085.239085239085,7.239085239085398,7.239085239085398,0.00037944675747381265,cf3873af0f960c18e4fb93f7c93f8c0e2e6d5c899365a93d7a34564a32798c0f
76,2014-07-02 14:00:00,18546.0,18586.278586278586,40.27858627858586,40.27858627858586,0.002171820677158733,0fa00875b375cfbcb0b9760283c91e8b47d31735a80f0c1f25b8b6da097fa879
77,2014-07-02 14:30:00,18593.0,18648.64864864865,55.64864864865012,55.64864864865012,0.0029929892243667038,a85cb3834fc71132f2da95482e935d398ebecb515a0789441d1453ef2caf0f06
78,2014-07-02 15:00:00,17967.0,18004.158004158005,37.1580041580055,37.1580041580055,0.0020681251270665943,922edb32b7f84eb97f47c2f565707085c58dbd05e59e458aaab05c7ca2b3fe0f
79,2014-07-02 15:30:00,16624.0,16632.01663201663,8.016632016631775,8.016632016631775,0.0004822324360341539,f58db567b4a53f9480ada79e4782ee1da7d608bba7ac2b550316d66ccd861f4f
80,2014-07-02 16:00:00,14634.0,14594.594594594595,-39.40540540540496,39.40540540540496,0.0026927296299989723,622beb9ac655ea27bb68018472e103ef31c56dbdaf564bb813b28931d4c7f447
81,2014-07-02 16:30:00,13888.0,13929.31392931393,41.3139293139302,41.3139293139302,0.0029747932973740064,5df8cc4a4e0a6809455b893005f52d6ac51fd1add9050d0f5c5bc60109d19294
82,2014-07-02 17:00:00,17430.0,17484.407484407486,54.407484407485754,54.407484407485754,0.00312148504919597,e87dd4512d779624652e4510ca43df7b68441f436ea26725e4c6c313f0e8f063
83,2014-07-02 17:30:00,21919.0,21954.261954261954,35.26195426195409,35.26195426195409,0.0016087391880083074,ef208c263b65af7a9cba6f40cfd41ed4f83e6fcc8ba5a188f3b945c18e062479
84,2014-07-02 18:00:00,23633.0,23659.04365904366,26.04365904365841,26.04365904365841,0.0011020039370227398,c18069db2f807a23874a21c595d02ea78f50035ab1b2e7c9334a12b194ebccbc
85,2014-07-02 18:30:00,24512.0,24532.224532224533,20.224532224532595,20.224532224532595,0.0008250869869668977,0764002ca682096b1904589a85439738114831f34889621ea3494ca44cf6547a
86,2014-07-02 19:00:00,24887.0,24864.864864864867,-22.13513513513317,22.13513513513317,0.0008894256091587242,c8008a4254a8e413c3d3c82560207d214d2919cfe4e26ae2144892209190f0e9
87,2014-07-02 19:30:00,26872.0,26902.2869022869,30.28690228690175,30.28690228690175,0.0011270803173154863,007e18e31d44730f37e9fbb9d14546544423ddb2f47ac2d196b922753c642456
88,2014-07-02 20:00:00,22009.0,22037.42203742204,28.422037422038557,28.422037422038557,0.0012913824990703148,d36cb26cafc0e8ddb94bccb51d1c6e7e4af72e0b3024db815e1b58757aa9d7ff
89,2014-07-02 20:30:00,18259.0,18295.218295218296,36.21829521829568,36.21829521829568,0.0019835859147979452,b9c89d1d32d2de9d66acdb83ddc6c7d90a35004ea8b5743ee8b09b2a3eb62477
90,2014-07-02 21:00:00,20844.0,20873.180873180874,29.180873180874187,29.180873180874187,0.001399965130535127,e8c0ef80dd562a191a80ea2deec628a80d8f4fdbdc577c974447b141fcb1d64b
91,2014-07-02 21:30:00,22576.0,22577.96257796258,1.9625779625785071,1.9625779625785071,8.693205007877866e-05,8b35284e5290b333bbdfd9ad5513ee0fe84127c76e5c8ccab2b9efb970a3fbf2
92,2014-07-02 22:00:00,22401.0,22411.642411642413,10.642411642413208,10.642411642413208,0.00047508645339106324,8fc0e17bdda45468c99fb19747cd12e4ba510ef65938a3e0be6a281e98120c59
93,2014-07-02 22:30:00,19056.0,19085.239085239085,29.239085239085398,29.239085239085398,0.0015343768492383186,cf3873af0f960c18e4fb93f7c93f8c0e2e6d5c899365a93d7a34564a32798c0f
94,2014-07-02 23:00:00,17518.0,17546.777546777546,28.777546777546377,28.777546777546377,0.0016427415673904771,ac040afffd471d8f3df65506e7e109a67fe9d4b24a39e2665e7a286d7aee78eb
95,2014-07-02 23:30:00,15307.0,15343.035343035343,36.03534303534252,36.03534303534252,0.00235417410566032,2c2355ccc7e7fc6516c41ae812f750ae59821d4eee636f50ea01259eb4300c3c
96,2014-07-03 00:00:00,12646.0,12681.912681912681,35.912681912681364,35.912681912681364,0.0028398451615278637,1ced7ded31b582fccd3fd70c1c788596135f9ca77a4613d7f3e544d7ad238110
97,2014-07-03 00:30:00,10562.0,10602.910602910602,40.91060291060239,40.91060291060239,0.003873376530070289,4a65f202955f01f3a9e950f2b86fb4dedac41fa4c0b85645bf7ab21e7afd6b84
98,2014-07-03 01:00:00,8416.0,8440.74844074844,24.74844074844077,24.74844074844077,0.0029406417239116888,ea361fe84331a3a5e3314df6bfe21ec9e4f05a130ee64480f142b9e2ef80f843
99,2014-07-03 01:30:00,7098.0,7110.18711018711,12.187110187110193,12.187110187110193,0.0017169780483389959,cb4d605870c845488848b0e6b025ee9b91549f487c460cad67ec1ed978c67e53
100,2014-07-03 02:00:00,5826.0,5862.785862785863,36.78586278586317,36.78586278586317,0.00631408561377672,44cd46fd57004fc806cbb0122b52c1626d4bc1d54ca126226ec126baf256b64d
101,2014-07-03 02:30:00,4383.0,4365.904365904366,-17.095634095633613,17.095634095633613,0.0039004412721044064,fa55ab9b4da4edacd8266af7bce4e35f58edadd32de08c82f717fd56c46707f0
102,2014-07-03 03:00:00,3270.0,3284.8232848232847,14.823284823284666,14.823284823284666,0.004533114624857696,a5488b8df4bf2c96f670e2d543893ad63d9a612b7fef0cde747df55971748cf8
103,2014-07-03 03:30:00,2948.0,2952.1829521829522,4.182952182952249,4.182952182952249,0.0014189118666730833,fc7a0352cc5f827aa20e8b6c92467a29f3a13f59e0f6a2323dddcd205056f9c8
104,2014-07-03 04:00:00,3146.0,3160.0831600831602,14.083160083160237,14.083160083160237,0.0044765289520534764,339d0d873fc498cb06bb91fe05f19d44c5666e0393f7f9b7059840916578b3e9
105,2014-07-03 04:30:00,3077.0,3097.713097713098,20.713097713097795,20.713097713097795,0.006731588467045108,95a7d613a8f008ba46294734e8e898a8214f62d4565161c04c29843788a34e86
106,2014-07-03 05:00:00,3000.0,3035.3430353430354,35.34303534303535,35.34303534303535,0.011781011781011784,996fb574ede03646cd6b4cdfe6aea4b15d6e073d75feb11bfffc309d4eb3d329
107,2014-07-03 05:30:00,4592.0,4615.384615384615,23.384615384615245,23.384615384615245,0.005092468507102623,bd6f6c9b1bbc8ba771ee4b4bffe9fa0cd6ae1573da919c11e06f1f69b107f3d0
108,2014-07-03 06:00:00,6486.0,6465.6964656964665,-20.303534303533525,20.303534303533525,0.0031303629823517614,eb2349f696a34e8aa2e94d4e21feb73e6231dabb966598d66803abc2b7749351
109,2014-07-03 06:30:00,10113.0,10145.530145530145,32.53014553014509,32.53014553014509,0.003216666224675674,ff5eb6fd1381862d6908cd25b375df4fd70382f3815afc51727933856958b272
110,2014-07-03 07:00:00,12240.0,12266.112266112266,26.112266112266298,26.112266112266298,0.00213335507453156,6e6418ea5cc6c50cd4d19972a759c6de4d8fb7daaaffc655870b209cfccc2d97
111,2014-07-03 07:30:00,14574.0,14594.594594594595,20.594594594595037,20.594594594595037,0.0014131051595028844,95d97efa9269c50a7a6adaf245ba050738158050d12fcc581910234c898b455f
112,2014-07-03 08:00:00,16778.0,16798.336798336797,20.336798336797074,20.336798336797074,0.0012121109987362662,d21ed9e3dd145bbbea84d1c02e5b192076745b7851fa6ac4a415ef2f65c38fcd
113,2014-07-03 08:30:00,18910.0,18918.91891891892,8.918918918920099,8.918918918920099,0.00047165092114860384,297e2d3a14fb2c9836b41df77d7f74efdf23a9910577625d909739ee8e899f78
114,2014-07-03 09:00:00,18350.0,18378.37837837838,28.378378378380148,28.378378378380148,0.0015465056336991907,76daf9a49531ab1bda395c0755ba97ae99041cd2449e2ba9dcf0d338bcfc5956
115,2014-07-03 09:30:00,17218.0,17255.717255717256,37.717255717256194,37.717255717256194,0.002190571246210721,cc9c9637a3849878603a97bf2839b4e6eb8af335b98862568a5b3a201d20c379
116,2014-07-03 10:00:00,16097.0,16091.476091476092,-5.523908523908176,5.523908523908176,0.00034316385189216473,12af058fea86f093358b04e759b73cb9b1aa76e4cf5590308104a080aedbdb0a
117,2014-07-03 10:30:00,16409.0,16424.116424116422,15.116424116422422,15.116424116422422,0.0009212276260846135,2431d7a1502e604134f9bc22440f79b0a84b49e9976e83949fbb34c20c29ed6d
118,2014-07-03 11:00:00,15893.0,15925.155925155925,32.155925155924706,32.155925155924706,0.002023275980363978,e2b36da3a1b9bc8213e518d363716c72bf406e0f1078c2a4bbe6a5d3aa4b18b2
119,2014-07-03 11:30:00,16778.0,16798.336798336797,20.336798336797074,20.336798336797074,0.0012121109987362662,d21ed9e3dd145bbbea84d1c02e5b192076745b7851fa6ac4a415ef2f65c38fcd
120,2014-07-03 12:00:00,17604.0,17629.93762993763,25.937629937630845,25.937629937630845,0.0014733941114309728,c68b4fb0acb947e6343a924554a13760ae0ac90e1bc7d90808e91dee9028036a
121,2014-07-03 12:30:00,18665.0,18627.85862785863,-37.141372141370084,37.141372141370084,0.0019898940338264177,1f9552f1ec30ae7f7189e707948dad12c06d0174ab3fb42e7aee6a860ab8d3cc
122,2014-07-03 13:00:00,19045.0,19085.239085239085,40.2390852390854,40.2390852390854,0.0021128424908944815,cf3873af0f960c18e4fb93f7c93f8c0e2e6d5c899365a93d7a34564a32798c0f
123,2014-07-03 13:30:00,19261.0,19293.139293139295,32.13929313929475,32.13929313929475,0.0016686201723324205,868e31a84ee25a508d4cc92502f3b92ec2461953043411c7ecda0879b4838429
124,2014-07-03 14:00:00,19363.0,19376.299376299376,13.29937629937558,13.29937629937558,0.0006868448225675557,771ad629208c267ff14245e97c9b307fd64e1a2114167a0448562f046514f3c9
125,2014-07-03 14:30:00,19078.0,19085.239085239085,7.239085239085398,7.239085239085398,0.00037944675747381265,cf3873af0f960c18e4fb93f7c93f8c0e2e6d5c899365a93d7a34564a32798c0f
126,2014-07-03 15:00:00,18193.0,18212.05821205821,19.05821205821121,19.05821205821121,0.0010475574153911511,e2083a8310c26baa62388d124d206cf164830074eec463c37dd295e76b09d3e7
127,2014-07-03 15:30:00,16635.0,16673.596673596672,38.59667359667219,38.59667359667219,0.0023202088125441655,bf2d6c27d1667918f7f8e06cc4368d2ff6e5be12bb73365b8f000187172ae021
128,2014-07-03 16:00:00,14615.0,14594.594594594595,-20.405405405404963,20.405405405404963,0.0013961960592134767,622beb9ac655ea27bb68018472e103ef31c56dbdaf564bb813b28931d4c7f447
129,2014-07-03 16:30:00,13759.0,13762.993762993763,3.9937629937630845,3.9937629937630845,0.0002902654984928472,db09d342bf2fc6a7406ad20bd3dcd1fb077665e39b151bf90657060c80af51b9
130,2014-07-03 17:00:00,17008.0,17047.817047817047,39.81704781704684,39.81704781704684,0.00234107759977933,1ba5a0aee55f5d0ffe47db186f2283748e01ec2c0c3581fa8df4b079dbe95437
131,2014-07-03 17:30:00,19595.0,19625.779625779625,30.77962577962535,30.77962577962535,0.0015707897820681474,c6fc781c01de6458369578a3cfca1e415e367a75562035b5feb967f40379cccb
132,2014-07-03 18:00:00,21328.0,21330.56133056133,2.561330561329669,2.561330561329669,0.00012009239316061839,2cf48461f7c8d137ea1be5f5b95f50f24881472158fc751439a017bb4319dfcd
133,2014-07-03 18:30:00,22661.0,22661.122661122663,0.12266112266297569,0.12266112266297569,5.412873335818176e-06,04361995ca251ed09b0f23563ea091b1366d2a9f4d5a246f8ec335ac4ed51ec7
134,2014-07-03 19:00:00,29985.0,30020.79002079002,35.79002079002021,35.79002079002021,0.001193597491746547,46e1158f1b426ba8721244a181dacc5db4398a51e098ed4da762859734c6ec61
135,2014-07-03 19:30:00,21501.0,21517.67151767152,16.671517671518814,16.671517671518814,0.0007753833622398406,ea87e021c21b6b1d6521c7817a9ef2e32bb03faae01d888a1b84206e5e91bba9
136,2014-07-03 20:00:00,22684.0,22681.912681912683,-2.0873180873168167,2.0873180873168167,9.201719658423631e-05,13789cd963850224df11e68d41a69deec19a9f6ca5c4165b6138fc30e05488e2
137,2014-07-03 20:30:00,22188.0,22203.742203742204,15.742203742203856,15.742203742203856,0.0007094917857492273,0e6312e0b3fad4d684b7e261b01d2a9d9007760d95b086a0bc1a9cd3db7a08bf
138,2014-07-03 21:00:00,22663.0,22681.912681912683,18.912681912683183,18.912681912683183,0.0008345180211217925,13789cd963850224df11e68d41a69deec19a9f6ca5c4165b6138fc30e05488e2
139,2014-07-03 21:30:00,19573.0,19542.619542619545,-30.380457380455482,30.380457380455482,0.0015521615174196844,42ef3bb276cdb93857e67b8e49339c211c8375941d9b76f34dcd177886106ec1
140,2014-07-03 22:00:00,17136.0,17172.55717255717,36.557172557171725,36.557172557171725,0.0021333550745314964,ddd7fc16e65c0c76a469ae006e339d2097e2dd911f64cd25ea23096edec33ef4
141,2014-07-03 22:30:00,16606.0,16632.01663201663,26.016632016631775,26.016632016631775,0.0015667007115880871,f58db567b4a53f9480ada79e4782ee1da7d608bba7ac2b550316d66ccd861f4f
142,2014-07-03 23:00:00,16166.0,16133.056133056134,-32.94386694386594,32.94386694386594,0.0020378490006102896,1f626520b4b92ab5e985c8c6fe190a906b7c15bb37df61cf28a32c7e30a044a1
