diagnostic_label,sentences,scenario,target_column,target_neuron,segment_identity,contributing_synapse_count,mean_weight_before,mean_weight_after,reinforcement_number,contribution_mode,prediction_candidate_identity,prediction_crossing_time,actual_positive_synapse_count,actual_positive_weakened_count,strengthened_synapse_count,weakened_synapse_count
nonpaper diagnostic,100,scenario1,6,3,2536575475904,10,0.3999999999999999,0.4999999999999999,1,continuous-positive,2536623754320,0.6189968532986112,10,0,10,0
nonpaper diagnostic,100,scenario1,13,5,2536575481280,10,0.3999999999999999,0.4999999999999999,1,continuous-positive,2536623754896,0.8412190755208333,10,0,10,0
nonpaper diagnostic,100,scenario1,68,5,2536575482720,20,0.582,0.6819999999999999,1,continuous-positive,2536623755280,0.8911899142795137,20,0,20,0
nonpaper diagnostic,100,scenario1,78,4,2536594355792,10,0.41,0.5099999999999999,1,continuous-positive,2536558866128,0.507637939453125,10,0,10,0
nonpaper diagnostic,100,scenario1,98,9,2536619092224,10,0.45,0.5499999999999999,1,continuous-positive,2536559096368,0.6179018825954863,10,0,10,0
nonpaper diagnostic,100,scenario1,87,3,2536607038544,10,0.41999999999999993,0.5199999999999999,1,continuous-positive,2536559235136,0.5074072265625001,10,0,10,0
nonpaper diagnostic,100,scenario1,6,3,2536575475904,10,0.47999999999999987,0.5799999999999998,2,continuous-positive,2536559236480,0.6173818630642363,10,0,10,0
nonpaper diagnostic,100,scenario1,72,9,2536629979328,10,0.48,0.58,1,continuous-positive,2536559364240,0.6729374186197916,10,0,10,0
nonpaper diagnostic,100,scenario1,96,8,2536567166048,10,0.46099999999999997,0.5609999999999999,1,continuous-positive,2536559364816,0.7843671332465276,10,0,10,0
nonpaper diagnostic,100,scenario1,67,2,2536558859840,10,0.5,0.6,1,continuous-positive,2536559449424,0.6170779079861113,10,0,10,0
nonpaper diagnostic,100,scenario1,9,6,2536573479072,10,0.48,0.58,1,continuous-positive,2536559711184,0.5062707519531251,10,0,10,0
nonpaper diagnostic,100,scenario1,74,9,2536619082720,10,0.45,0.5499999999999999,1,continuous-positive,2536548618208,0.7290129937065972,10,0,10,0
nonpaper diagnostic,100,scenario1,40,3,2536559275824,10,0.48,0.58,1,continuous-positive,2536548960400,0.6729374186197916,10,0,10,0
nonpaper diagnostic,100,scenario1,42,8,2536558855856,10,0.49000000000000005,0.59,1,continuous-positive,2536548877568,0.8394478352864583,10,0,10,0
nonpaper diagnostic,100,scenario1,97,4,2536613380512,10,0.49000000000000005,0.59,1,continuous-positive,2536548719440,0.9505589463975694,10,0,10,0
nonpaper diagnostic,100,scenario1,3,5,2536558778544,10,0.5,0.6,1,continuous-positive,2536548645632,0.894855685763889,10,0,10,0
nonpaper diagnostic,100,scenario1,63,3,2536559329744,10,0.5,0.6,1,continuous-positive,2536636327760,0.5059667968750001,10,0,10,0
nonpaper diagnostic,100,scenario1,99,9,2536559330800,10,0.5,0.6,1,continuous-positive,2536636327808,0.5615223524305557,10,0,10,0
nonpaper diagnostic,100,scenario1,78,9,2536559331856,10,0.5,0.6,1,continuous-positive,2536636327856,0.6170779079861113,10,0,10,0
nonpaper diagnostic,100,scenario1,84,3,2536559332912,10,0.5,0.6,1,continuous-positive,2536636327904,0.6726334635416666,10,0,10,0
nonpaper diagnostic,100,scenario1,62,1,2536559333968,10,0.5,0.6,1,continuous-positive,2536636327088,0.7281890190972222,10,0,10,0
nonpaper diagnostic,100,scenario1,32,0,2536559335024,10,0.5,0.6,1,continuous-positive,2536636327040,0.7837445746527778,10,0,10,0
nonpaper diagnostic,100,scenario1,1,8,2536559336080,10,0.5,0.6,1,continuous-positive,2536636327136,0.8393001302083334,10,0,10,0
nonpaper diagnostic,100,scenario1,47,2,2536559337136,10,0.5,0.6,1,continuous-positive,2536636326992,0.894855685763889,10,0,10,0
nonpaper diagnostic,100,scenario1,38,3,2536559338192,10,0.5,0.6,1,continuous-positive,2536636327184,0.9504112413194445,10,0,10,0
nonpaper diagnostic,100,scenario1,18,4,2536559339248,10,0.5,0.6,1,continuous-positive,2536636327232,1.005966796875,10,0,10,0
nonpaper diagnostic,100,scenario1,9,8,2536559534704,10,0.5,0.6,1,continuous-positive,2536636643184,0.9504112413194445,10,0,10,0
nonpaper diagnostic,100,scenario1,11,8,2536553910336,10,0.58,0.6799999999999999,2,continuous-positive,2536636209664,0.6716666666666666,10,0,10,0
nonpaper diagnostic,100,scenario1,54,6,2536549234400,10,0.48,0.58,1,continuous-positive,2536550569008,0.5062707519531251,10,0,10,0
nonpaper diagnostic,100,scenario1,17,2,2536558735152,10,0.41999999999999993,0.5199999999999999,1,continuous-positive,2536550568720,0.6185183376736113,10,0,10,0
nonpaper diagnostic,100,scenario1,51,2,2536623799952,8,0.5,0.5599999999999999,1,continuous-positive,2536550437072,0.7856635199652777,8,0,8,2
nonpaper diagnostic,100,scenario1,64,9,2536604935776,10,0.43999999999999984,0.5399999999999998,2,continuous-positive,2536550716080,0.5069836425781251,10,0,10,0
nonpaper diagnostic,100,scenario1,81,9,2536604926560,10,0.43999999999999984,0.5399999999999998,2,continuous-positive,2536550715696,0.5625391981336807,10,0,10,0
nonpaper diagnostic,100,scenario1,9,1,2536605128688,18,0.5422222222222222,0.6422222222222221,1,continuous-positive,2536550716992,0.8361165364583332,18,0,18,0
nonpaper diagnostic,100,scenario1,4,7,2536604940960,10,0.6,0.7,2,continuous-positive,2536550317040,0.5048059082031251,10,0,10,0
nonpaper diagnostic,100,scenario1,97,7,2536604937840,10,0.6,0.7,2,continuous-positive,2536550316944,0.5603614637586807,10,0,10,0
nonpaper diagnostic,100,scenario1,70,5,2536604937024,10,0.6,0.7,2,continuous-positive,2536550309696,0.6159170193142363,10,0,10,0
nonpaper diagnostic,100,scenario1,78,9,2536604936304,10,0.5,0.6,2,continuous-positive,2536550317088,0.6726334635416666,10,0,10,0
nonpaper diagnostic,100,scenario1,65,9,2536604927568,10,0.6,0.7,2,continuous-positive,2536550317136,0.7270281304253472,10,0,10,0
nonpaper diagnostic,100,scenario1,72,7,2536605133200,10,0.6,0.7,2,continuous-positive,2536550317184,0.7825836859809028,10,0,10,0
nonpaper diagnostic,100,scenario1,61,1,2536605128832,10,0.6,0.7,2,continuous-positive,2536550317232,0.8381392415364584,10,0,10,0
nonpaper diagnostic,100,scenario1,18,4,2536605127728,10,0.5,0.6,2,continuous-positive,2536550317280,0.894855685763889,10,0,10,0
nonpaper diagnostic,100,scenario1,24,6,2536605126624,10,0.6,0.7,2,continuous-positive,2536550317328,0.9492503526475695,10,0,10,0
nonpaper diagnostic,100,scenario1,23,9,2536605126000,10,0.6,0.7,2,continuous-positive,2536550305472,1.004805908203125,10,0,10,0
nonpaper diagnostic,100,scenario1,30,6,2536639470464,19,0.5278947368421051,0.6278947368421052,1,continuous-positive,2536550983360,0.5582581922743055,19,0,19,0
nonpaper diagnostic,100,scenario1,61,1,2536605600320,10,0.271,0.371,1,continuous-positive,2536550977072,0.9026571994357637,10,0,10,0
nonpaper diagnostic,100,scenario1,94,2,2536562104496,17,0.5352941176470587,0.6352941176470588,1,continuous-positive,2536554807472,0.5030053710937499,17,0,17,0
nonpaper diagnostic,100,scenario1,30,6,2536639470464,19,0.6278947368421052,0.7278947368421052,2,continuous-positive,2536554592784,0.5577967664930555,19,0,19,0
nonpaper diagnostic,100,scenario1,32,0,2536550658944,10,0.5,0.6,1,continuous-positive,2536554593840,0.6170779079861113,10,0,10,0
nonpaper diagnostic,100,scenario1,56,6,2536550658080,10,0.5,0.6,1,continuous-positive,2536554808336,0.6726334635416666,10,0,10,0
nonpaper diagnostic,100,scenario1,51,0,2536550657216,10,0.5,0.6,1,continuous-positive,2536554808384,0.7281890190972222,10,0,10,0
nonpaper diagnostic,100,scenario1,9,9,2536575009040,10,0.5,0.6,1,continuous-positive,2536554580160,0.5059667968750001,10,0,10,0
nonpaper diagnostic,100,scenario1,10,4,2536575010768,10,0.5,0.6,1,continuous-positive,2536554580112,0.5615223524305557,10,0,10,0
nonpaper diagnostic,100,scenario1,11,9,2536575011872,10,0.5,0.6,1,continuous-positive,2536554592016,0.6170779079861113,10,0,10,0
nonpaper diagnostic,100,scenario1,81,8,2536575013984,10,0.5,0.6,1,continuous-positive,2536554580256,0.6726334635416666,10,0,10,0
nonpaper diagnostic,100,scenario1,14,3,2536575015232,10,0.5,0.6,1,continuous-positive,2536554578864,0.7281890190972222,10,0,10,0
nonpaper diagnostic,100,scenario1,32,4,2536575014752,10,0.5,0.6,1,continuous-positive,2536554578912,0.7837445746527778,10,0,10,0
nonpaper diagnostic,100,scenario1,53,9,2536575016336,10,0.5,0.6,1,continuous-positive,2536554580400,0.8393001302083334,10,0,10,0
nonpaper diagnostic,100,scenario1,93,0,2536575017104,10,0.5,0.6,1,continuous-positive,2536554584096,0.894855685763889,10,0,10,0
nonpaper diagnostic,100,scenario1,42,3,2536575017824,10,0.5,0.6,1,continuous-positive,2536554583232,0.9504112413194445,10,0,10,0
nonpaper diagnostic,100,scenario1,49,1,2536575020176,10,0.5,0.6,1,continuous-positive,2536554584048,1.005966796875,10,0,10,0
nonpaper diagnostic,100,scenario1,18,3,2536575474560,10,0.6051351351351351,0.5591891891891891,1,continuous-positive,2536554585584,0.5604957411024305,10,0,10,27
nonpaper diagnostic,100,scenario1,80,6,2536575477680,10,0.5810526315789474,0.5863157894736841,1,continuous-positive,2536554585632,0.6718009440104165,10,0,10,9
nonpaper diagnostic,100,scenario1,14,0,2536575476720,10,0.5537837837837837,0.5078378378378378,1,continuous-positive,2536554588368,0.7274224175347223,10,0,10,27
nonpaper diagnostic,100,scenario1,57,6,2536575479168,10,0.4773684210526314,0.4826315789473683,1,continuous-positive,2536554585776,0.7842462836371529,10,0,10,9
nonpaper diagnostic,100,scenario1,13,5,2536575481280,10,0.3699999999999998,0.46999999999999975,2,continuous-positive,2536554585824,0.8420711263020833,10,0,10,0
nonpaper diagnostic,100,scenario1,68,5,2536575482720,10,0.6599999999999999,0.6599999999999999,2,continuous-positive,2536554585872,0.8932321506076388,10,0,10,10
nonpaper diagnostic,100,scenario1,83,0,2536575483344,10,0.5178947368421052,0.5231578947368419,1,continuous-positive,2536554585920,0.9507151963975695,10,0,10,9
nonpaper diagnostic,100,scenario1,81,0,2536575482048,10,0.6357894736842105,0.6410526315789473,2,continuous-positive,2536554581840,1.0042395019531252,10,0,10,9
nonpaper diagnostic,100,scenario1,9,9,2536575009040,10,0.6,0.7,2,continuous-positive,2536550490352,0.5048059082031251,10,0,10,0
nonpaper diagnostic,100,scenario1,10,4,2536575010768,10,0.6,0.7,2,continuous-positive,2536550490400,0.5603614637586807,10,0,10,0
nonpaper diagnostic,100,scenario1,11,9,2536575011872,10,0.6,0.7,2,continuous-positive,2536550490448,0.6159170193142363,10,0,10,0
nonpaper diagnostic,100,scenario1,81,8,2536575013984,10,0.6,0.7,2,continuous-positive,2536550490496,0.6714725748697916,10,0,10,0
nonpaper diagnostic,100,scenario1,14,3,2536575015232,10,0.6,0.7,2,continuous-positive,2536550490544,0.7270281304253472,10,0,10,0
nonpaper diagnostic,100,scenario1,32,4,2536575014752,10,0.6,0.7,2,continuous-positive,2536550490592,0.7825836859809028,10,0,10,0
nonpaper diagnostic,100,scenario1,53,9,2536575016336,10,0.6,0.7,2,continuous-positive,2536550490640,0.8381392415364584,10,0,10,0
nonpaper diagnostic,100,scenario1,93,0,2536575017104,10,0.6,0.7,2,continuous-positive,2536550490688,0.8936947970920139,10,0,10,0
nonpaper diagnostic,100,scenario1,42,3,2536575017824,10,0.6,0.7,2,continuous-positive,2536550490736,0.9492503526475695,10,0,10,0
nonpaper diagnostic,100,scenario1,49,1,2536575020176,10,0.6,0.7,2,continuous-positive,2536550490784,1.004805908203125,10,0,10,0
nonpaper diagnostic,100,scenario1,99,5,2536575475040,10,0.48999999999999977,0.5899999999999997,2,continuous-positive,2536550492272,0.506114501953125,10,0,10,0
nonpaper diagnostic,100,scenario1,18,3,2536575474560,10,0.5591891891891891,0.5132432432432432,2,continuous-positive,2536550492176,0.5596754286024306,10,0,10,27
nonpaper diagnostic,100,scenario1,6,3,2536575475904,10,0.6099999999999998,0.7099999999999997,3,continuous-positive,2536550491888,0.615825466579861,10,0,10,0
nonpaper diagnostic,100,scenario1,80,6,2536575477680,10,0.5863157894736841,0.591578947368421,2,continuous-positive,2536550492368,0.6709208170572916,10,0,10,9
nonpaper diagnostic,100,scenario1,14,0,2536575476720,10,0.5078378378378378,0.4618918918918918,2,continuous-positive,2536550492416,0.7265203179253472,10,0,10,27
nonpaper diagnostic,100,scenario1,57,6,2536575479168,10,0.4826315789473683,0.48789473684210516,2,continuous-positive,2536550492464,0.7829022894965276,10,0,10,9
nonpaper diagnostic,100,scenario1,13,5,2536575481280,10,0.46999999999999975,0.5699999999999997,3,continuous-positive,2536550492512,0.8397676595052084,10,0,10,0
nonpaper diagnostic,100,scenario1,68,5,2536575482720,10,0.6599999999999999,0.6599999999999999,3,continuous-positive,2536550492560,0.8925851779513888,10,0,10,10
nonpaper diagnostic,100,scenario1,81,0,2536575482048,10,0.6410526315789473,0.6463157894736842,3,continuous-positive,2536550492608,1.0036218261718748,10,0,10,9
nonpaper diagnostic,100,scenario1,25,9,2536611669312,6,0.6466666666666666,0.5866666666666666,1,continuous-positive,2536550727216,0.9526500108506946,6,0,6,24
nonpaper diagnostic,100,scenario1,54,6,2536549234400,10,0.5499999999999999,0.6499999999999999,2,continuous-positive,2536555050480,0.505322265625,10,0,10,0
nonpaper diagnostic,100,scenario1,61,3,2536549229408,10,0.43999999999999995,0.5399999999999999,1,continuous-positive,2536555048752,0.6180947536892363,10,0,10,0
nonpaper diagnostic,100,scenario1,39,0,2536548471088,10,0.41,0.5099999999999999,1,continuous-positive,2536555051200,0.8965268283420138,10,0,10,0
nonpaper diagnostic,100,scenario1,92,1,2536627808368,10,0.48200000000000004,0.582,1,continuous-positive,2536554898704,0.5617933485243056,10,0,10,0
nonpaper diagnostic,100,scenario1,32,4,2536627804240,10,0.28200000000000003,0.382,1,continuous-positive,2536554898656,0.6795841471354167,10,0,10,0
nonpaper diagnostic,100,scenario1,54,6,2536549234400,10,0.6499999999999999,0.7499999999999999,3,continuous-positive,2536554706704,0.5043811035156249,10,0,10,0
nonpaper diagnostic,100,scenario1,19,3,2536555046208,10,0.5,0.6,1,continuous-positive,2536554706176,0.5615223524305557,10,0,10,0
nonpaper diagnostic,100,scenario1,61,3,2536549229408,10,0.5399999999999999,0.6399999999999999,2,continuous-positive,2536554705072,0.6165505642361111,10,0,10,0
nonpaper diagnostic,100,scenario1,74,3,2536555044384,10,0.5,0.6,1,continuous-positive,2536554703728,0.6726334635416666,10,0,10,0
nonpaper diagnostic,100,scenario1,89,3,2536555039824,10,0.5,0.6,1,continuous-positive,2536554706224,0.7837445746527778,10,0,10,0
nonpaper diagnostic,100,scenario1,53,7,2536548624112,10,0.49000000000000005,0.59,1,continuous-positive,2536555261312,0.8394478352864583,10,0,10,0
nonpaper diagnostic,100,scenario1,29,2,2536558733472,9,0.3899999999999999,0.4699999999999999,1,continuous-positive,2536555204960,0.6760502115885416,9,0,9,1
nonpaper diagnostic,100,scenario1,33,5,2536623670864,10,0.45,0.5499999999999999,1,continuous-positive,2536554614992,0.6734574381510416,10,0,10,0
nonpaper diagnostic,100,scenario1,79,2,2536613555632,10,0.49000000000000005,0.59,1,continuous-positive,2536554508272,0.6172256130642362,10,0,10,0
nonpaper diagnostic,100,scenario1,53,6,2536605842560,10,0.5,0.6,1,continuous-positive,2536554867424,0.8393001302083334,10,0,10,0
nonpaper diagnostic,100,scenario1,4,2,2536635970864,9,0.42099999999999993,0.5009999999999999,1,continuous-positive,2536556129232,1.0084924316406247,9,0,9,1
nonpaper diagnostic,100,scenario1,69,0,2536639690944,10,0.43999999999999995,0.5399999999999999,1,continuous-positive,2536555980096,0.5069836425781251,10,0,10,0
nonpaper diagnostic,100,scenario1,44,3,2536595300208,10,0.45,0.5499999999999999,1,continuous-positive,2536555979520,0.8401241048177084,10,0,10,0
nonpaper diagnostic,100,scenario1,32,5,2536555705504,10,0.49000000000000005,0.59,1,continuous-positive,2536556057456,0.7838922797309029,10,0,10,0
nonpaper diagnostic,100,scenario1,27,7,2536663535680,9,0.43999999999999995,0.5199999999999999,1,continuous-positive,2536555902400,0.5079895019531251,9,0,9,1
nonpaper diagnostic,100,scenario1,84,5,2536541796784,9,0.43099999999999994,0.5109999999999999,1,continuous-positive,2536555903024,0.6748990885416666,9,0,9,1
nonpaper diagnostic,100,scenario1,24,7,2536551192416,10,0.45999999999999996,0.5599999999999999,1,continuous-positive,2536555903600,0.8954965549045137,10,0,10,0
nonpaper diagnostic,100,scenario1,9,3,2536548251696,10,0.5,0.6,1,continuous-positive,2536555891792,0.5059667968750001,10,0,10,0
nonpaper diagnostic,100,scenario1,9,3,2536548251696,10,0.6,0.7,2,continuous-positive,2536556577280,0.5048059082031251,10,0,10,0
nonpaper diagnostic,100,scenario1,34,7,2536555896208,10,0.5,0.6,1,continuous-positive,2536556428944,0.5615223524305557,10,0,10,0
nonpaper diagnostic,100,scenario1,45,0,2536555895200,10,0.5,0.6,1,continuous-positive,2536556428992,0.6170779079861113,10,0,10,0
nonpaper diagnostic,100,scenario1,3,6,2536555900864,10,0.5,0.6,1,continuous-positive,2536556428896,0.6726334635416666,10,0,10,0
nonpaper diagnostic,100,scenario1,96,2,2536555898176,10,0.5,0.6,1,continuous-positive,2536556429040,0.7281890190972222,10,0,10,0
nonpaper diagnostic,100,scenario1,71,3,2536555841200,10,0.5,0.6,1,continuous-positive,2536556429088,0.7837445746527778,10,0,10,0
nonpaper diagnostic,100,scenario1,39,3,2536555855840,10,0.5,0.6,1,continuous-positive,2536556429136,0.8393001302083334,10,0,10,0
nonpaper diagnostic,100,scenario1,8,9,2536555855072,10,0.5,0.6,1,continuous-positive,2536556429184,0.894855685763889,10,0,10,0
nonpaper diagnostic,100,scenario1,65,3,2536555853488,10,0.5,0.6,1,continuous-positive,2536556429232,0.9504112413194445,10,0,10,0
nonpaper diagnostic,100,scenario1,59,8,2536556413680,10,0.5,0.6,1,continuous-positive,2536556429280,1.005966796875,10,0,10,0
nonpaper diagnostic,100,scenario1,9,4,2536555904128,10,0.5,0.6,1,continuous-positive,2536556423280,0.5059667968750001,10,0,10,0
nonpaper diagnostic,100,scenario1,63,5,2536549046736,10,0.4699999999999999,0.57,1,continuous-positive,2536580258784,0.6175454372829863,10,0,10,0
nonpaper diagnostic,100,scenario1,39,6,2536548443888,10,0.48,0.58,1,continuous-positive,2536555869536,0.5618263075086807,10,0,10,0
nonpaper diagnostic,100,scenario1,5,2,2536554621856,10,0.5,0.6,1,continuous-positive,2536580081776,0.5059667968750001,10,0,10,0
nonpaper diagnostic,100,scenario1,20,1,2536554511152,10,0.5,0.6,1,continuous-positive,2536580081824,0.5615223524305557,10,0,10,0
nonpaper diagnostic,100,scenario1,75,1,2536636588464,10,0.48,0.58,1,continuous-positive,2536580314416,0.5062707519531251,10,0,10,0
nonpaper diagnostic,100,scenario1,99,5,2536575475040,10,0.5429999999999997,0.6429999999999997,3,continuous-positive,2536588388752,0.505404052734375,10,0,10,0
nonpaper diagnostic,100,scenario1,6,3,2536575475904,10,0.6629999999999997,0.7629999999999997,4,continuous-positive,2536588388272,0.615394558376736,10,0,10,0
nonpaper diagnostic,100,scenario1,13,5,2536575481280,10,0.5429999999999997,0.6429999999999997,4,continuous-positive,2536588388848,0.8387373860677083,10,0,10,0
nonpaper diagnostic,100,scenario1,79,6,2536616131808,10,0.49000000000000005,0.59,1,continuous-positive,2536580470288,0.8394478352864583,10,0,10,0
nonpaper diagnostic,100,scenario1,94,6,2536636231040,9,0.5,0.58,1,continuous-positive,2536588387792,0.5067907714843751,9,0,9,1
nonpaper diagnostic,100,scenario1,80,6,2536575477680,3,0.6557692307692307,0.5788461538461538,3,continuous-positive,2536579830688,0.9745628526475694,3,0,3,23
nonpaper diagnostic,100,scenario1,18,0,2536659316048,10,0.34299999999999986,0.4429999999999998,1,continuous-positive,2536588908240,0.509686279296875,10,0,10,0
nonpaper diagnostic,100,scenario1,31,4,2536659315760,10,0.3729999999999999,0.47299999999999986,1,continuous-positive,2536588908288,0.5641993543836807,10,0,10,0
nonpaper diagnostic,100,scenario1,90,7,2536659309232,10,0.34299999999999986,0.4429999999999998,1,continuous-positive,2536588908384,0.6763529459635416,10,0,10,0
nonpaper diagnostic,100,scenario1,79,9,2536659306640,10,0.2829999999999998,0.3829999999999998,1,continuous-positive,2536588908480,0.8461787923177082,10,0,10,0
nonpaper diagnostic,100,scenario1,53,3,2536654680336,10,0.34299999999999986,0.4429999999999998,1,continuous-positive,2536588908528,0.8985751681857639,10,0,10,0
nonpaper diagnostic,100,scenario1,15,0,2536654675056,10,0.2829999999999998,0.3829999999999998,1,continuous-positive,2536588908624,1.0128454589843747,10,0,10,0
nonpaper diagnostic,100,scenario1,26,9,2536626199712,4,0.49000000000000005,0.47000000000000003,1,continuous-positive,2536588928224,0.5282141113281251,4,0,4,6
