diagnostic_label,sentences,scenario,target_column,target_neuron,segment_identity,contributing_synapse_count,mean_weight_before,mean_weight_after,reinforcement_number,contribution_mode,prediction_candidate_identity,prediction_crossing_time,actual_positive_synapse_count,actual_positive_weakened_count,strengthened_synapse_count,weakened_synapse_count
nonpaper diagnostic,20,scenario1,81,9,2098307011200,10,0.45,0.5499999999999999,1,continuous-positive,2098297268288,0.5623463270399307,10,0,10,0
nonpaper diagnostic,20,scenario1,97,3,2098307008848,10,0.45,0.5499999999999999,1,continuous-positive,2098297268816,0.6179018825954863,10,0,10,0
nonpaper diagnostic,20,scenario1,43,1,2098257083424,10,0.45,0.5499999999999999,1,continuous-positive,2098297269488,0.6734574381510416,10,0,10,0
nonpaper diagnostic,20,scenario1,24,3,2098257070800,10,0.45,0.5499999999999999,1,continuous-positive,2098297258112,0.7845685492621528,10,0,10,0
nonpaper diagnostic,20,scenario1,4,7,2098307018640,10,0.5,0.6,1,continuous-positive,2098297269344,0.5059667968750001,10,0,10,0
nonpaper diagnostic,20,scenario1,97,7,2098307017776,10,0.5,0.6,1,continuous-positive,2098297258112,0.5615223524305557,10,0,10,0
nonpaper diagnostic,20,scenario1,70,5,2098307015952,10,0.5,0.6,1,continuous-positive,2098297267856,0.6170779079861113,10,0,10,0
nonpaper diagnostic,20,scenario1,78,9,2098307013984,10,0.5,0.6,1,continuous-positive,2098297269296,0.6726334635416666,10,0,10,0
nonpaper diagnostic,20,scenario1,65,9,2098307013264,10,0.5,0.6,1,continuous-positive,2098297269440,0.7281890190972222,10,0,10,0
nonpaper diagnostic,20,scenario1,72,7,2098307012400,10,0.5,0.6,1,continuous-positive,2098297269392,0.7837445746527778,10,0,10,0
nonpaper diagnostic,20,scenario1,61,1,2098307011056,10,0.5,0.6,1,continuous-positive,2098297269536,0.8393001302083334,10,0,10,0
nonpaper diagnostic,20,scenario1,18,4,2098307008272,10,0.5,0.6,1,continuous-positive,2098297269488,0.894855685763889,10,0,10,0
nonpaper diagnostic,20,scenario1,24,6,2098307007264,10,0.5,0.6,1,continuous-positive,2098297269632,0.9504112413194445,10,0,10,0
nonpaper diagnostic,20,scenario1,23,9,2098307019360,10,0.5,0.6,1,continuous-positive,2098297260224,1.005966796875,10,0,10,0
nonpaper diagnostic,20,scenario1,24,5,2098243496912,10,0.5,0.6,1,continuous-positive,2098297642816,0.7281890190972222,10,0,10,0
nonpaper diagnostic,20,scenario1,3,5,2098243500512,10,0.5,0.6,1,continuous-positive,2098297641280,0.894855685763889,10,0,10,0
nonpaper diagnostic,20,scenario1,99,5,2098256905328,10,0.3999999999999999,0.4999999999999999,1,continuous-positive,2098297218224,0.5078857421875,10,0,10,0
nonpaper diagnostic,20,scenario1,6,3,2098256909120,10,0.3999999999999999,0.4999999999999999,1,continuous-positive,2098297217312,0.6189968532986112,10,0,10,0
nonpaper diagnostic,20,scenario1,13,5,2098251547472,10,0.3999999999999999,0.4999999999999999,1,continuous-positive,2098297216592,0.8412190755208333,10,0,10,0
nonpaper diagnostic,20,scenario1,68,5,2098251548528,20,0.582,0.6819999999999999,1,continuous-positive,2098297218320,0.8911899142795137,20,0,20,0
