input_index,input_timestamp,target_timestamp,target,prediction,absolute_error,normalized_absolute_error,rolling_mape
5921,2014-11-01 08:00:00,2014-11-01 10:30:00,22683.0,21122.661122661124,1560.338877338876,0.10350044546568594,0.19690765769015883
5922,2014-11-01 08:30:00,2014-11-01 11:00:00,23292.0,19750.51975051975,3541.4802494802498,0.23491357470645646,0.19901909752439761
5923,2014-11-01 09:00:00,2014-11-01 11:30:00,24154.0,21871.10187110187,2282.8981288981304,0.15142926752982627,0.1965143696299465
5924,2014-11-01 09:30:00,2014-11-01 12:00:00,25310.0,21829.52182952183,3480.478170478171,0.2308671829624937,0.19823201029657384
5925,2014-11-01 10:00:00,2014-11-01 12:30:00,26625.0,22286.90228690229,4338.097713097712,0.2877548283261633,0.2024950016313162
5926,2014-11-01 10:30:00,2014-11-01 13:00:00,25584.0,21288.98128898129,4295.018711018711,0.2848973106611558,0.20624056113267256
5927,2014-11-01 11:00:00,2014-11-01 13:30:00,25115.0,21954.261954261954,3160.738045738046,0.20965817136605336,0.20638915288194995
5928,2014-11-01 11:30:00,2014-11-01 14:00:00,23935.0,21455.301455301455,2479.6985446985454,0.16448343864547132,0.20464308145543003
5929,2014-11-01 12:00:00,2014-11-01 14:30:00,23341.0,21621.621621621623,1719.3783783783765,0.11404985844468063,0.20101935253500003
5930,2014-11-01 12:30:00,2014-11-01 15:00:00,23337.0,18586.278586278586,4750.721413721414,0.31512499607913785,0.2054080311328515
5931,2014-11-01 13:00:00,2014-11-01 15:30:00,22199.0,19334.719334719335,2864.280665280665,0.18999355146549735,0.20483712447850502
5932,2014-11-01 13:30:00,2014-11-01 16:00:00,20008.0,18253.638253638255,1754.3617463617447,0.11637037626472226,0.20167759775658425
5933,2014-11-01 14:00:00,2014-11-01 16:30:00,18443.0,16881.49688149688,1561.5031185031185,0.10357767194570168,0.19829484169414002
5934,2014-11-01 14:30:00,2014-11-01 17:00:00,20865.0,18419.95841995842,2445.0415800415794,0.16218457182071971,0.1970911660316927
5935,2014-11-01 15:00:00,2014-11-01 17:30:00,23719.0,21330.56133056133,2388.4386694386703,0.15842998584767332,0.1958440311870469
5936,2014-11-01 15:30:00,2014-11-01 18:00:00,25241.0,23284.823284823284,1956.1767151767162,0.12975717286214922,0.19377881686439383
5937,2014-11-01 16:00:00,2014-11-01 18:30:00,27383.0,25904.365904365906,1478.6340956340937,0.0980808014217306,0.19087887700249492
5938,2014-11-01 16:30:00,2014-11-01 19:00:00,28398.0,22910.60291060291,5487.397089397091,0.36399018921346776,0.19597038618517063
5939,2014-11-01 17:00:00,2014-11-01 19:30:00,27426.0,23035.343035343034,4390.656964656966,0.2912411901855842,0.19869240915661102
5940,2014-11-01 17:30:00,2014-11-01 20:00:00,26537.0,20914.760914760915,5622.239085239085,0.37293453254799436,0.203532468139705
5941,2014-11-01 18:00:00,2014-11-01 20:30:00,25980.0,24199.5841995842,1780.4158004158016,0.11809859456392978,0.2012234445295489
5942,2014-11-01 18:30:00,2014-11-01 21:00:00,24601.0,23409.56340956341,1191.4365904365914,0.07903040784615643,0.19800783830103857
5943,2014-11-01 19:00:00,2014-11-01 21:30:00,24838.0,24158.004158004158,679.995841995842,0.045105504697425206,0.19408726564453568
5944,2014-11-01 19:30:00,2014-11-01 22:00:00,26372.0,25239.085239085238,1132.9147609147622,0.07514853608551275,0.19111379740556012
5945,2014-11-01 20:00:00,2014-11-01 22:30:00,26567.0,19542.619542619545,7024.3804573804555,0.46594141632826824,0.19781691006221153
5946,2014-11-01 20:30:00,2014-11-01 23:00:00,25879.0,27151.76715176715,1272.7671517671515,0.08442522909296377,0.1951171081343723
5947,2014-11-01 21:00:00,2014-11-01 23:30:00,26125.0,19875.259875259875,6249.740124740125,0.4145579504232854,0.20022038353644003
5948,2014-11-01 21:30:00,2014-11-02 00:00:00,25110.0,26902.2869022869,1792.2869022869017,0.11888602885123206,0.19837187547541255
5949,2014-11-01 22:00:00,2014-11-02 00:30:00,23109.0,18170.47817047817,4938.521829521829,0.3275821789233762,0.20124321555203398
5950,2014-11-01 22:30:00,2014-11-02 01:00:00,39197.0,22577.96257796258,16619.03742203742,1.1023744914472253,0.22083302589758164
5951,2014-11-01 23:00:00,2014-11-02 01:30:00,35212.0,20706.86070686071,14505.139293139291,0.9621553370138134,0.23660584102771423
5952,2014-11-01 23:30:00,2014-11-02 02:00:00,13259.0,19501.0395010395,6242.0395010395005,0.41404715241975326,0.24030253501504836
5953,2014-11-02 00:00:00,2014-11-02 02:30:00,12250.0,18835.758835758836,6585.758835758836,0.4368467536956588,0.2443136415187343
5954,2014-11-02 00:30:00,2014-11-02 03:00:00,10013.0,16590.43659043659,6577.436590436591,0.43629472226797555,0.2481532631337191
5955,2014-11-02 01:00:00,2014-11-02 03:30:00,7898.0,14386.694386694388,6488.6943866943875,0.4304082717332114,0.251726890753317
5956,2014-11-02 01:30:00,2014-11-02 04:00:00,6375.0,10935.550935550935,4560.550935550935,0.30251060218629605,0.2527035005885666
5957,2014-11-02 02:00:00,2014-11-02 04:30:00,4532.0,7110.18711018711,2578.18711018711,0.1710163851415093,0.25116223425937684
5958,2014-11-02 02:30:00,2014-11-02 05:00:00,5116.0,4906.444906444906,209.55509355509366,0.013900214785102248,0.24676849315800137
5959,2014-11-02 03:00:00,2014-11-02 05:30:00,5232.0,3846.153846153846,1385.8461538461538,0.09192598886891219,0.24395317489819976
5960,2014-11-02 03:30:00,2014-11-02 06:00:00,4542.0,3451.1434511434513,1090.8565488565487,0.07235872949494737,0.24088898837314168
5961,2014-11-02 04:00:00,2014-11-02 06:30:00,5298.0,3908.5239085239086,1389.4760914760914,0.09216677000124669,0.23827982664731898
5962,2014-11-02 04:30:00,2014-11-02 07:00:00,5155.0,3825.3638253638255,1329.6361746361745,0.08819746683287097,0.23569219975396644
5963,2014-11-02 05:00:00,2014-11-02 07:30:00,6029.0,5072.765072765073,956.2349272349275,0.0634290040298523,0.23277248457220176
5964,2014-11-02 05:30:00,2014-11-02 08:00:00,6280.0,5530.14553014553,749.8544698544702,0.0497393693072213,0.22972193265111873
5965,2014-11-02 06:00:00,2014-11-02 08:30:00,8771.0,9147.609147609148,376.60914760914784,0.024981249336347548,0.2263655280066143
5966,2014-11-02 06:30:00,2014-11-02 09:00:00,10151.0,11018.71101871102,867.7110187110193,0.057557033460091084,0.2236428103526381
5967,2014-11-02 07:00:00,2014-11-02 09:30:00,12501.0,14074.844074844075,1573.8440748440753,0.10439627263386758,0.2217500081666259
5968,2014-11-02 07:30:00,2014-11-02 10:00:00,13990.0,15426.195426195427,1436.195426195427,0.09526575832073182,0.2197736917627838
5969,2014-11-02 08:00:00,2014-11-02 10:30:00,16534.0,18627.85862785863,2093.85862785863,0.13888989364614265,0.2185293256379124
5970,2014-11-02 08:30:00,2014-11-02 11:00:00,17133.0,18461.53846153846,1328.538461538461,0.08812465329457048,0.21655349726907389
5971,2014-11-02 09:00:00,2014-11-02 11:30:00,18775.0,20415.800415800415,1640.800415800415,0.10883762266133885,0.21494579764806293
5972,2014-11-02 09:30:00,2014-11-02 12:00:00,18985.0,20665.280665280665,1680.2806652806648,0.11145642776044094,0.21342389514971552
5973,2014-11-02 10:00:00,2014-11-02 12:30:00,19911.0,21288.98128898129,1377.9812889812893,0.09140429641552078,0.21165549516806056
5974,2014-11-02 10:30:00,2014-11-02 13:00:00,19123.0,20207.90020790021,1084.9002079002094,0.07196363330701028,0.20965989714147412
5975,2014-11-02 11:00:00,2014-11-02 13:30:00,19524.0,17172.55717255717,2351.4428274428283,0.1559759765407475,0.20890378558371742
5976,2014-11-02 11:30:00,2014-11-02 14:00:00,19640.0,17463.617463617466,2176.3825363825345,0.14436387203496584,0.20800739789554032
5977,2014-11-02 12:00:00,2014-11-02 14:30:00,18364.0,17920.99792099792,443.002079002079,0.029385227263668455,0.20556051884578863
5978,2014-11-02 12:30:00,2014-11-02 15:00:00,17940.0,17359.66735966736,580.3326403326391,0.038494642199228456,0.20330287186407833
5979,2014-11-02 13:00:00,2014-11-02 15:30:00,17949.0,16881.49688149688,1067.5031185031185,0.07080964904849064,0.20153629555987054
5980,2014-11-02 13:30:00,2014-11-02 16:00:00,17288.0,15509.35550935551,1778.6444906444904,0.117981099990763,0.20043688509185595
5981,2014-11-02 14:00:00,2014-11-02 16:30:00,16326.0,16964.656964656966,638.656964656966,0.04236341303915539,0.19838398285740527
5982,2014-11-02 14:30:00,2014-11-02 17:00:00,17522.0,18004.158004158005,482.1580041580055,0.03198251927190911,0.1962506307601553
5983,2014-11-02 15:00:00,2014-11-02 17:30:00,19243.0,19542.619542619545,299.6195426195445,0.019874372536455735,0.19401801989656423
5984,2014-11-02 15:30:00,2014-11-02 18:00:00,20291.0,20124.740124740125,166.25987525987512,0.011028355059520321,0.19173064908610116
5985,2014-11-02 16:00:00,2014-11-02 18:30:00,21649.0,17629.93762993763,4019.062370062369,0.2665925663310182,0.19265487028665568
5986,2014-11-02 16:30:00,2014-11-02 19:00:00,22839.0,22037.42203742204,801.5779625779614,0.053170293586344966,0.1909538388634812
5987,2014-11-02 17:00:00,2014-11-02 19:30:00,21772.0,22203.742203742204,431.74220374220386,0.02863833687837427,0.18899823040582925
5988,2014-11-02 17:30:00,2014-11-02 20:00:00,20994.0,16507.276507276507,4486.723492723493,0.29761347802230387,0.19029126906793017
5989,2014-11-02 18:00:00,2014-11-02 20:30:00,19774.0,16548.856548856547,3225.1434511434527,0.2139303126596334,0.19056937546312666
5990,2014-11-02 18:30:00,2014-11-02 21:00:00,18398.0,17879.41787941788,518.5821205821194,0.03439860486096993,0.18875343627007835
5991,2014-11-02 19:00:00,2014-11-02 21:30:00,17764.0,17671.51767151767,92.48232848232874,0.006134540601814455,0.18665436850377648
5992,2014-11-02 19:30:00,2014-11-02 22:00:00,17334.0,15509.35550935551,1824.6444906444904,0.1210323733779527,0.18590866401371026
5993,2014-11-02 20:00:00,2014-11-02 22:30:00,15431.0,14178.794178794178,1252.2058212058218,0.08306135429411604,0.1847530762640519
5994,2014-11-02 20:30:00,2014-11-02 23:00:00,12958.0,12848.232848232848,109.76715176715152,0.007281078021189595,0.18278116517246457
5995,2014-11-02 21:00:00,2014-11-02 23:30:00,10224.0,13887.733887733888,3663.733887733888,0.2430229067258139,0.18344316233239147
5996,2014-11-02 21:30:00,2014-11-03 00:00:00,8771.0,12515.592515592516,3744.592515592516,0.24838642366732927,0.18414906734690165
5997,2014-11-02 22:00:00,2014-11-03 00:30:00,6045.0,9064.449064449065,3019.449064449065,0.20028618639844012,0.184322584756058
5998,2014-11-02 22:30:00,2014-11-03 01:00:00,4413.0,5530.14553014553,1117.1455301455298,0.07410253099458641,0.18315003099263807
5999,2014-11-02 23:00:00,2014-11-03 01:30:00,3235.0,4241.1642411642415,1006.1642411642415,0.0667409167870948,0.1819246718957376
6000,2014-11-02 23:30:00,2014-11-03 02:00:00,2688.0,3284.8232848232847,596.8232848232847,0.03958850012687874,0.180442003439812
6001,2014-11-03 00:00:00,2014-11-03 02:30:00,1983.0,2785.862785862786,802.862785862786,0.05325551852321947,0.1791308025643832
6002,2014-11-03 00:30:00,2014-11-03 03:00:00,1756.0,2245.322245322245,489.3222453222452,0.03245773793286245,0.17763413863957178
6003,2014-11-03 01:00:00,2014-11-03 03:30:00,1683.0,1787.9417879417879,104.94178794178788,0.0069610018424104666,0.1759101675608126
6004,2014-11-03 01:30:00,2014-11-03 04:00:00,2140.0,2286.902286902287,146.90228690228696,0.009744326924831587,0.17424850915445275
6005,2014-11-03 02:00:00,2014-11-03 04:30:00,2288.0,2286.902286902287,1.09771309771304,7.281353830046428e-05,0.1725239973166691
6006,2014-11-03 02:30:00,2014-11-03 05:00:00,2948.0,2744.2827442827443,203.71725571725574,0.013512979149595207,0.17096506576601153
6007,2014-11-03 03:00:00,2014-11-03 05:30:00,4813.0,4449.064449064449,363.93555093555096,0.024140583939605765,0.16953958535992988
6008,2014-11-03 03:30:00,2014-11-03 06:00:00,8044.0,6611.226611226612,1432.7733887733884,0.09503876763125718,0.16882323134330807
6009,2014-11-03 04:00:00,2014-11-03 06:30:00,12885.0,11808.731808731809,1076.268191268191,0.07139105411946557,0.1678953058459381
6010,2014-11-03 04:30:00,2014-11-03 07:00:00,14627.0,14303.534303534303,323.46569646569696,0.021456136332490435,0.16651380424675463
6011,2014-11-03 05:00:00,2014-11-03 07:30:00,18111.0,17422.03742203742,688.9625779625785,0.04570028649797433,0.16538470595003704
6012,2014-11-03 05:30:00,2014-11-03 08:00:00,18266.0,18461.53846153846,195.53846153846098,0.012970463127485243,0.16397346296093934
6013,2014-11-03 06:00:00,2014-11-03 08:30:00,18384.0,18087.318087318086,296.6819126819137,0.019679513578844763,0.1626496652601862
6014,2014-11-03 06:30:00,2014-11-03 09:00:00,18104.0,17879.41787941788,224.5821205821194,0.014896987995018419,0.16130645910323016
6015,2014-11-03 07:00:00,2014-11-03 09:30:00,17357.0,17311.157311157313,45.842688842687494,0.0030408386187589166,0.15988064270246913
6016,2014-11-03 07:30:00,2014-11-03 10:00:00,16008.0,15343.035343035343,664.9646569646575,0.044108455678651785,0.15884696246118504
6017,2014-11-03 08:00:00,2014-11-03 10:30:00,16379.0,16382.536382536382,3.536382536382007,0.00023457543304749567,0.15744331301845818
6018,2014-11-03 08:30:00,2014-11-03 11:00:00,15351.0,15176.715176715177,174.28482328482278,0.011560666153913872,0.15616364067754113
6019,2014-11-03 09:00:00,2014-11-03 11:30:00,16770.0,16424.116424116426,345.88357588357394,0.022943159786077295,0.15500520171326748
6020,2014-11-03 09:30:00,2014-11-03 12:00:00,16711.0,16632.01663201663,78.98336798336823,0.0052391271469187355,0.15371411486355757
6021,2014-11-03 10:00:00,2014-11-03 12:30:00,17011.0,16133.056133056134,877.9438669438659,0.058235799057657085,0.1528980608823106
6022,2014-11-03 10:30:00,2014-11-03 13:00:00,16373.0,15509.35550935551,863.6444906444904,0.05728729239775066,0.15208780013244144
6023,2014-11-03 11:00:00,2014-11-03 13:30:00,17097.0,16507.276507276507,589.7234927234931,0.03911755650321192,0.15113847035404457
6024,2014-11-03 11:30:00,2014-11-03 14:00:00,17364.0,16798.336798336797,565.6632016632029,0.03752158855103146,0.1501916630056861
6025,2014-11-03 12:00:00,2014-11-03 14:30:00,18333.0,18087.318087318086,245.68191268191367,0.016296580040873584,0.14908509207209264
6026,2014-11-03 12:30:00,2014-11-03 15:00:00,18428.0,18128.89812889813,299.1018711018696,0.01984003433373427,0.14802570635292575
6027,2014-11-03 13:00:00,2014-11-03 15:30:00,16974.0,16257.796257796257,716.2037422037429,0.0475072482259119,0.14720848311612078
6028,2014-11-03 13:30:00,2014-11-03 16:00:00,16139.0,15696.465696465697,442.53430353430304,0.029354198767233566,0.1462580453391136
6029,2014-11-03 14:00:00,2014-11-03 16:30:00,15205.0,15114.345114345115,90.65488565488522,0.0060133226090755615,0.14513608755727328
6030,2014-11-03 14:30:00,2014-11-03 17:00:00,17392.0,17588.357588357587,196.3575883575868,0.013024797472353328,0.14408758525501203
6031,2014-11-03 15:00:00,2014-11-03 17:30:00,20141.0,17796.257796257796,2344.742203742204,0.1555315105673717,0.14417769490314084
6032,2014-11-03 15:30:00,2014-11-03 18:00:00,22581.0,22744.282744282744,163.2827442827438,0.010830875917766,0.1431359228798176
6033,2014-11-03 16:00:00,2014-11-03 18:30:00,23098.0,21517.67151767152,1580.3284823284812,0.1048263965466689,0.1428389498074676
6034,2014-11-03 16:30:00,2014-11-03 19:00:00,23154.0,24573.804573804573,1419.804573804573,0.09417851980565427,0.14246463880745366
6035,2014-11-03 17:00:00,2014-11-03 19:30:00,22688.0,23659.04365904366,971.0436590436584,0.06441129727476556,0.141868811772853
6036,2014-11-03 17:30:00,2014-11-03 20:00:00,22047.0,23783.783783783783,1736.7837837837833,0.11520439432091466,0.14166680861033829
6037,2014-11-03 18:00:00,2014-11-03 20:30:00,21283.0,21288.98128898129,5.981288981289254,0.0003967510410804096,0.1406046277263589
6038,2014-11-03 18:30:00,2014-11-03 21:00:00,21070.0,21954.261954261954,884.2619542619541,0.05865489061617063,0.1399930625240441
6039,2014-11-03 19:00:00,2014-11-03 21:30:00,19910.0,21122.661122661124,1212.661122661124,0.08043827415772743,0.13955191594355285
6040,2014-11-03 19:30:00,2014-11-03 22:00:00,20541.0,21580.04158004158,1039.0415800415794,0.0689217374209652,0.13903257639559266
6041,2014-11-03 20:00:00,2014-11-03 22:30:00,18105.0,18004.158004158005,100.8419958419945,0.006689054309212422,0.1380665652854731
6042,2014-11-03 20:30:00,2014-11-03 23:00:00,14554.0,15758.83575883576,1204.8357588357594,0.07991920188847935,0.13764520757969775
6043,2014-11-03 21:00:00,2014-11-03 23:30:00,12695.0,13804.573804573805,1109.5738045738053,0.07360028306562758,0.13718445272707855
6044,2014-11-03 21:30:00,2014-11-04 00:00:00,10667.0,11226.611226611227,559.6112266112268,0.037120148759378614,0.13646970769873784
6045,2014-11-03 22:00:00,2014-11-04 00:30:00,8479.0,8981.28898128898,502.2889812889807,0.03331784785403669,0.13573813422466194
6046,2014-11-03 22:30:00,2014-11-04 01:00:00,6005.0,7110.18711018711,1105.1871101871102,0.07330930472128284,0.13529849458027196
6047,2014-11-03 23:00:00,2014-11-04 01:30:00,3899.0,4158.004158004158,259.00415800415794,0.017180271619338286,0.1344724930211046
6048,2014-11-03 23:30:00,2014-11-04 02:00:00,3111.0,3284.8232848232847,173.82328482328467,0.011530051370764835,0.13361872606519948
6049,2014-11-04 00:00:00,2014-11-04 02:30:00,2526.0,2619.5426195426194,93.54261954261938,0.006204871860400107,0.13274000982930428
6050,2014-11-04 00:30:00,2014-11-04 03:00:00,2112.0,2245.322245322245,133.32224532224518,0.00884353519722048,0.1318914038386736
6051,2014-11-04 01:00:00,2014-11-04 03:30:00,1885.0,1829.5218295218297,55.47817047817034,0.003679979677174217,0.1310192172797518
6052,2014-11-04 01:30:00,2014-11-04 04:00:00,1921.0,2079.002079002079,158.00207900207897,0.010480598669123627,0.13020476715400434
6053,2014-11-04 02:00:00,2014-11-04 04:30:00,2267.0,2120.5821205821208,146.41787941787925,0.00971219519296792,0.12939609217440004
6054,2014-11-04 02:30:00,2014-11-04 05:00:00,2413.0,2453.222453222453,40.22245322245317,0.0026680369801120353,0.1285512384731048
6055,2014-11-04 03:00:00,2014-11-04 05:30:00,4413.0,4449.064449064449,36.064449064449036,0.0023922281229132943,0.12771574833833532
6056,2014-11-04 03:30:00,2014-11-04 06:00:00,7168.0,6694.386694386694,473.6133056133058,0.03141573207036562,0.12708219559973025
6057,2014-11-04 04:00:00,2014-11-04 06:30:00,12160.0,12141.372141372141,18.627858627858586,0.001235623680250365,0.12625966898587745
6058,2014-11-04 04:30:00,2014-11-04 07:00:00,14845.0,15925.155925155925,1080.1559251559247,0.07164893540094638,0.12590505383272854
6059,2014-11-04 05:00:00,2014-11-04 07:30:00,18403.0,19168.39916839917,765.3991683991699,0.05077048071985888,0.12542031465135517
6060,2014-11-04 05:30:00,2014-11-04 08:00:00,18445.0,19958.41995841996,1513.4199584199596,0.1003882183210555,0.12525985249539173
6061,2014-11-04 06:00:00,2014-11-04 08:30:00,19018.0,19916.839916839916,898.8399168399155,0.05962187646950935,0.12484177621497211
6062,2014-11-04 06:30:00,2014-11-04 09:00:00,18105.0,19209.97920997921,1104.9792099792103,0.07329551427842293,0.12451553405081671
6063,2014-11-04 07:00:00,2014-11-04 09:30:00,17459.0,18295.218295218296,836.2182952182957,0.0554680571756678,0.12408127318996673
6064,2014-11-04 07:30:00,2014-11-04 10:00:00,16381.0,17089.39708939709,708.3970893970909,0.04698941709652132,0.12359944908938271
6065,2014-11-04 08:00:00,2014-11-04 10:30:00,16623.0,16424.116424116422,198.88357588357758,0.01319235135310178,0.12291369071834991
6066,2014-11-04 08:30:00,2014-11-04 11:00:00,16144.0,16049.89604989605,94.10395010395041,0.006242106056121968,0.1221934957512991
6067,2014-11-04 09:00:00,2014-11-04 11:30:00,17318.0,17463.617463617466,145.61746361746555,0.0096591019879573,0.12150310069753627
6068,2014-11-04 09:30:00,2014-11-04 12:00:00,17658.0,17629.93762993763,28.062370062369155,0.0018614339772342551,0.12077357833948563
6069,2014-11-04 10:00:00,2014-11-04 12:30:00,17108.0,17588.357588357587,480.3575883575868,0.03186309403674186,0.12023472691946903
6070,2014-11-04 10:30:00,2014-11-04 13:00:00,16178.0,16424.116424116422,246.11642411642242,0.016325402066450674,0.11960876713119784
6071,2014-11-04 11:00:00,2014-11-04 13:30:00,17973.0,17255.717255717256,717.2827442827438,0.0475788206243549,0.11917745008624668
6072,2014-11-04 11:30:00,2014-11-04 14:00:00,18152.0,17796.257796257796,355.74220374220386,0.02359710258649565,0.1186085194463672
6073,2014-11-04 12:00:00,2014-11-04 14:30:00,18445.0,18419.95841995842,25.041580041579437,0.0016610588424793885,0.11791652263806018
6074,2014-11-04 12:30:00,2014-11-04 15:00:00,18556.0,18711.01871101871,155.01871101871075,0.010282705814083512,0.1172833825390956
6075,2014-11-04 13:00:00,2014-11-04 15:30:00,16865.0,16216.216216216217,648.7837837837833,0.04303514551086281,0.11684918232255623
6076,2014-11-04 13:30:00,2014-11-04 16:00:00,14505.0,14553.014553014553,48.0145530145528,0.003184902778502469,0.11618834348799777
6077,2014-11-04 14:00:00,2014-11-04 16:30:00,13471.0,13887.733887733888,416.73388773388797,0.027642804808315418,0.11567651956499382
6078,2014-11-04 14:30:00,2014-11-04 17:00:00,15853.0,17255.717255717256,1402.7172557172562,0.09304508330699612,0.11554645383937313
6079,2014-11-04 15:00:00,2014-11-04 17:30:00,18369.0,20124.740124740125,1755.7401247401249,0.11646180690088376,0.1155516844282961
6080,2014-11-04 15:30:00,2014-11-04 18:00:00,20968.0,22952.182952182953,1984.1829521829532,0.13161488341981134,0.11564295260438423
6081,2014-11-04 16:00:00,2014-11-04 18:30:00,22239.0,24033.264033264033,1794.264033264033,0.1190171759628301,0.115662016013189
6082,2014-11-04 16:30:00,2014-11-04 19:00:00,22626.0,24823.284823284823,2197.284823284823,0.145750363160104,0.11583105167131774
6083,2014-11-04 17:00:00,2014-11-04 19:30:00,22924.0,24948.024948024948,2024.0249480249477,0.1342576838894896,0.11593399375074888
6084,2014-11-04 17:30:00,2014-11-04 20:00:00,22853.0,23700.623700623702,847.6237006237025,0.056224600870964044,0.11560227490141674
6085,2014-11-04 18:00:00,2014-11-04 20:30:00,22393.0,23243.243243243243,850.2432432432433,0.056398360450999135,0.11527518145141442
6086,2014-11-04 18:30:00,2014-11-04 21:00:00,23088.0,23659.04365904366,571.0436590436584,0.0378784852122465,0.11484992487867172
6087,2014-11-04 19:00:00,2014-11-04 21:30:00,22431.0,23659.04365904366,1228.0436590436584,0.08145862902493406,0.11466745878111033
6088,2014-11-04 19:30:00,2014-11-04 22:00:00,22239.0,22619.54261954262,380.5426195426189,0.0252421645152575,0.1141814517470568
6089,2014-11-04 20:00:00,2014-11-04 22:30:00,19918.0,23284.823284823284,3366.8232848232838,0.22332822365982316,0.1147714342979366
6090,2014-11-04 20:30:00,2014-11-04 23:00:00,17675.0,18877.338877338876,1202.338877338876,0.07975357866973139,0.11458316625692477
6091,2014-11-04 21:00:00,2014-11-04 23:30:00,14953.0,16216.216216216217,1263.2162162162167,0.0837916961479783,0.11441850598896249
6092,2014-11-04 21:30:00,2014-11-05 00:00:00,12025.0,13264.033264033264,1239.0332640332635,0.08218759183451035,0.11424706495622602
6093,2014-11-04 22:00:00,2014-11-05 00:30:00,8767.0,9896.049896049895,1129.0498960498953,0.07489217175274639,0.11403883800805947
6094,2014-11-04 22:30:00,2014-11-05 01:00:00,6670.0,8066.528066528067,1396.528066528067,0.09263454182305579,0.11392618381761206
6095,2014-11-04 23:00:00,2014-11-05 01:30:00,5197.0,6278.586278586278,1081.5862785862782,0.07174381364782276,0.1137053337120111
6096,2014-11-04 23:30:00,2014-11-05 02:00:00,4289.0,4656.9646569646575,367.9646569646575,0.02440784272223138,0.11324024261310599
6097,2014-11-05 00:00:00,2014-11-05 02:30:00,3186.0,3679.83367983368,493.83367983368,0.0327569905429231,0.11282323094434855
6098,2014-11-05 00:30:00,2014-11-05 03:00:00,2747.0,2827.4428274428274,80.44282744282737,0.005335936055795473,0.11226917272327355
6099,2014-11-05 01:00:00,2014-11-05 03:30:00,2257.0,2536.3825363825363,279.3825363825363,0.018532010828469322,0.11178846932894121
6100,2014-11-05 01:30:00,2014-11-05 04:00:00,2397.0,2577.962577962578,180.96257796257805,0.012003615178575093,0.11127936293021487
6101,2014-11-05 02:00:00,2014-11-05 04:30:00,2205.0,2286.902286902287,81.90228690228696,0.005432744964672241,0.11074207045323241
6102,2014-11-05 02:30:00,2014-11-05 05:00:00,2625.0,2494.802494802495,130.19750519750505,0.008636264841035626,0.11022638456630213
6103,2014-11-05 03:00:00,2014-11-05 05:30:00,4404.0,4490.64449064449,86.64449064449036,0.005747304966307384,0.10970136406579963
6104,2014-11-05 03:30:00,2014-11-05 06:00:00,7007.0,6985.446985446985,21.55301455301469,0.0014296552112896927,0.10916000552152709
6105,2014-11-05 04:00:00,2014-11-05 06:30:00,12065.0,11767.151767151767,297.84823284823324,0.019756877963288972,0.10871521384213287
6106,2014-11-05 04:30:00,2014-11-05 07:00:00,15803.0,15966.735966735967,163.73596673596694,0.010860939083200708,0.10823078673936587
6107,2014-11-05 05:00:00,2014-11-05 07:30:00,19844.0,20332.640332640334,488.64033264033424,0.032412505280281965,0.10785729766813885
